日付,店舗,商品,数量,単価,売上
2026-04-01,S071,キャベツ,35,201,7035
2026-04-22,S071,ズッキーニ,8,231,1848
2026-04-17,S071,きゅうり,11,79,869
2026-04-04,S071,玉葱,24,121,2904
2026-04-18,S071,白菜,6,165,990
2026-04-09,S071,きゅうり,11,83,913
2026-04-12,S071,ナス,18,167,3006
2026-04-06,S071,レタス,33,209,6897
2026-04-09,S071,トマト,44,271,11924
2026-04-22,S071,白菜,4,137,548
2026-04-16,S071,じゃがいも,42,70,2940
2026-04-28,S071,ナス,44,121,5324
2026-04-23,S071,大根,27,160,4320
2026-04-11,S071,ズッキーニ,10,214,2140
2026-04-15,S071,白菜,29,138,4002
2026-04-19,S071,レタス,26,223,5798
2026-04-11,S071,レタス,13,192,2496
2026-04-15,S071,キャベツ,8,177,1416
2026-04-02,S071,ナス,3,168,504
2026-04-21,S071,ズッキーニ,23,209,4807
2026-04-27,S071,白菜,35,134,4690
2026-04-01,S071,きゅうり,21,111,2331
2026-04-17,S071,ナス,3,122,366
2026-04-01,S071,にんじん,31,143,4433
2026-04-06,S071,ズッキーニ,9,204,1836
2026-04-10,S071,にんじん,21,129,2709
2026-04-22,S071,じゃがいも,8,87,696
2026-04-01,S071,ピーマン,20,104,2080
2026-04-19,S071,ズッキーニ,8,249,1992
2026-04-07,S071,レタス,34,220,7480
2026-04-23,S071,玉葱,32,85,2720
2026-04-02,S071,じゃがいも,8,72,576
2026-04-13,S071,ピーマン,23,112,2576
2026-04-23,S071,にんじん,34,149,5066
2026-04-13,S071,にんじん,47,101,4747
2026-04-20,S071,ナス,12,156,1872
2026-04-24,S071,ナス,32,170,5440
2026-04-08,S071,きゅうり,9,116,1044
2026-04-12,S071,ピーマン,23,132,3036
2026-04-22,S071,じゃがいも,16,69,1104
2026-04-06,S071,にんじん,41,144,5904
2026-04-25,S071,白菜,15,174,2610
2026-04-20,S071,じゃがいも,34,98,3332
2026-04-20,S071,にんじん,1,118,118
2026-04-12,S071,白菜,45,174,7830
2026-04-27,S071,じゃがいも,23,74,1702
2026-04-05,S071,じゃがいも,28,87,2436
2026-04-03,S071,大根,23,112,2576
2026-04-16,S071,レタス,6,183,1098
2026-04-18,S071,白菜,3,162,486
2026-04-06,S071,レタス,39,211,8229
2026-04-26,S071,玉葱,49,107,5243
2026-04-26,S071,にんじん,13,124,1612
2026-04-02,S071,玉葱,1,106,106
2026-04-04,S071,にんじん,26,106,2756
2026-04-12,S071,ナス,36,134,4824
2026-04-18,S071,ナス,36,160,5760
2026-04-06,S071,ズッキーニ,6,231,1386
2026-04-22,S071,ナス,28,165,4620
2026-04-25,S071,トマト,35,246,8610
2026-04-25,S071,レタス,31,192,5952
2026-04-11,S071,白菜,49,146,7154
2026-04-05,S071,にんじん,14,113,1582
2026-04-23,S071,にんじん,10,110,1100
2026-04-23,S071,大根,2,150,300
2026-04-04,S071,ピーマン,19,106,2014
2026-04-05,S071,きゅうり,36,112,4032
2026-04-28,S071,ズッキーニ,37,209,7733
2026-04-23,S071,ナス,44,160,7040
2026-04-28,S071,にんじん,12,146,1752
2026-04-12,S071,レタス,4,204,816
2026-04-06,S071,ピーマン,22,103,2266
2026-04-12,S071,ナス,4,144,576
2026-04-08,S071,ナス,47,150,7050
2026-04-28,S071,じゃがいも,5,101,505
2026-04-04,S071,大根,4,127,508
2026-04-13,S071,ナス,32,137,4384
2026-04-04,S071,じゃがいも,1,91,91
2026-04-22,S071,きゅうり,15,105,1575
2026-04-10,S071,玉葱,42,110,4620
2026-04-11,S071,にんじん,1,142,142
2026-04-03,S071,じゃがいも,50,84,4200
2026-04-06,S071,レタス,43,183,7869
2026-04-17,S071,トマト,43,255,10965
2026-04-08,S071,ピーマン,47,120,5640
2026-04-22,S071,きゅうり,25,74,1850
2026-04-11,S071,ズッキーニ,18,250,4500
2026-04-16,S071,キャベツ,24,180,4320
2026-04-09,S071,ピーマン,5,101,505
2026-04-21,S071,ナス,5,143,715
2026-04-03,S071,レタス,47,197,9259
2026-04-03,S071,玉葱,37,124,4588
2026-04-22,S071,きゅうり,22,97,2134
2026-04-09,S071,キャベツ,37,202,7474
2026-04-03,S071,ピーマン,47,114,5358
2026-04-19,S071,じゃがいも,38,80,3040
2026-04-15,S071,大根,32,132,4224
2026-04-26,S071,にんじん,4,130,520
2026-04-26,S071,キャベツ,9,161,1449
2026-04-09,S071,にんじん,28,110,3080
