日付,店舗,商品,数量,単価,売上
2026-04-18,S083,白菜,2,135,270
2026-04-27,S083,白菜,40,169,6760
2026-04-19,S083,じゃがいも,12,79,948
2026-04-23,S083,にんじん,3,110,330
2026-04-10,S083,大根,15,138,2070
2026-04-10,S083,トマト,50,247,12350
2026-04-03,S083,白菜,11,144,1584
2026-04-09,S083,きゅうり,28,119,3332
2026-04-11,S083,じゃがいも,33,84,2772
2026-04-19,S083,トマト,29,266,7714
2026-04-25,S083,キャベツ,11,182,2002
2026-04-28,S083,トマト,50,264,13200
2026-04-12,S083,ズッキーニ,15,224,3360
2026-04-27,S083,にんじん,27,135,3645
2026-04-19,S083,キャベツ,18,204,3672
2026-04-15,S083,にんじん,13,133,1729
2026-04-14,S083,ズッキーニ,46,217,9982
2026-04-03,S083,ナス,1,120,120
2026-04-20,S083,きゅうり,15,102,1530
2026-04-28,S083,きゅうり,41,90,3690
2026-04-16,S083,ズッキーニ,18,211,3798
2026-04-03,S083,レタス,47,197,9259
2026-04-08,S083,きゅうり,50,107,5350
2026-04-20,S083,キャベツ,3,197,591
2026-04-25,S083,じゃがいも,31,94,2914
2026-04-03,S083,トマト,44,257,11308
2026-04-02,S083,トマト,32,271,8672
2026-04-21,S083,レタス,48,186,8928
2026-04-10,S083,じゃがいも,30,92,2760
2026-04-17,S083,トマト,18,243,4374
2026-04-15,S083,キャベツ,26,206,5356
2026-04-13,S083,玉葱,35,123,4305
2026-04-15,S083,ナス,23,146,3358
2026-04-09,S083,レタス,30,188,5640
2026-04-22,S083,レタス,49,194,9506
2026-04-13,S083,大根,5,133,665
2026-04-22,S083,トマト,45,235,10575
2026-04-17,S083,きゅうり,34,117,3978
2026-04-20,S083,ピーマン,3,93,279
2026-04-05,S083,白菜,31,174,5394
2026-04-06,S083,ピーマン,8,90,720
2026-04-25,S083,大根,20,131,2620
2026-04-02,S083,ズッキーニ,30,241,7230
2026-04-27,S083,大根,25,111,2775
2026-04-10,S083,じゃがいも,24,86,2064
2026-04-25,S083,レタス,3,201,603
2026-04-02,S083,じゃがいも,46,75,3450
2026-04-15,S083,トマト,28,267,7476
2026-04-17,S083,じゃがいも,14,61,854
2026-04-13,S083,白菜,42,158,6636
2026-04-22,S083,じゃがいも,2,85,170
2026-04-16,S083,ズッキーニ,8,235,1880
2026-04-05,S083,にんじん,48,111,5328
2026-04-14,S083,レタス,31,216,6696
2026-04-21,S083,トマト,50,235,11750
2026-04-20,S083,キャベツ,50,192,9600
2026-04-15,S083,大根,42,142,5964
2026-04-14,S083,きゅうり,14,102,1428
2026-04-25,S083,きゅうり,44,108,4752
2026-04-26,S083,キャベツ,25,190,4750
2026-04-25,S083,じゃがいも,37,86,3182
2026-04-07,S083,トマト,44,240,10560
2026-04-23,S083,大根,45,149,6705
2026-04-28,S083,大根,49,140,6860
2026-04-13,S083,キャベツ,48,180,8640
2026-04-26,S083,ナス,21,121,2541
2026-04-28,S083,ナス,41,139,5699
2026-04-19,S083,にんじん,9,107,963
2026-04-23,S083,白菜,4,146,584
2026-04-21,S083,大根,28,158,4424
2026-04-23,S083,玉葱,35,100,3500
2026-04-22,S083,ズッキーニ,29,201,5829
2026-04-14,S083,レタス,14,191,2674
2026-04-27,S083,キャベツ,49,164,8036
2026-04-13,S083,にんじん,37,143,5291
2026-04-01,S083,白菜,13,167,2171
2026-04-19,S083,にんじん,50,132,6600
2026-04-27,S083,ピーマン,6,133,798
2026-04-19,S083,大根,11,141,1551
2026-04-04,S083,大根,10,136,1360
2026-04-23,S083,きゅうり,50,83,4150
2026-04-25,S083,じゃがいも,30,65,1950
2026-04-15,S083,ズッキーニ,1,234,234
2026-04-14,S083,トマト,40,246,9840
2026-04-06,S083,レタス,38,198,7524
2026-04-06,S083,キャベツ,14,205,2870
2026-04-23,S083,ピーマン,35,133,4655
2026-04-22,S083,じゃがいも,6,103,618
2026-04-25,S083,じゃがいも,21,79,1659
2026-04-22,S083,ナス,39,164,6396
2026-04-01,S083,玉葱,19,97,1843
2026-04-25,S083,ピーマン,40,116,4640
2026-04-15,S083,キャベツ,25,198,4950
2026-04-06,S083,玉葱,40,96,3840
2026-04-27,S083,大根,29,122,3538
2026-04-01,S083,きゅうり,17,108,1836
2026-04-17,S083,にんじん,18,114,2052
2026-04-18,S083,大根,48,159,7632
2026-04-09,S083,ナス,16,123,1968
2026-04-23,S083,にんじん,45,143,6435
