日付,店舗,商品,数量,単価,売上
2026-04-06,S085,ズッキーニ,43,244,10492
2026-04-05,S085,トマト,1,251,251
2026-04-20,S085,ズッキーニ,42,209,8778
2026-04-02,S085,大根,12,124,1488
2026-04-11,S085,じゃがいも,2,96,192
2026-04-16,S085,レタス,28,218,6104
2026-04-26,S085,玉葱,40,91,3640
2026-04-18,S085,ピーマン,26,98,2548
2026-04-19,S085,大根,3,151,453
2026-04-28,S085,きゅうり,26,104,2704
2026-04-05,S085,キャベツ,6,190,1140
2026-04-22,S085,きゅうり,16,110,1760
2026-04-01,S085,白菜,40,156,6240
2026-04-14,S085,玉葱,34,102,3468
2026-04-19,S085,きゅうり,31,79,2449
2026-04-25,S085,ナス,47,161,7567
2026-04-25,S085,トマト,1,249,249
2026-04-08,S085,トマト,32,246,7872
2026-04-04,S085,ズッキーニ,11,220,2420
2026-04-08,S085,玉葱,43,87,3741
2026-04-16,S085,ナス,40,140,5600
2026-04-28,S085,レタス,7,180,1260
2026-04-02,S085,白菜,32,161,5152
2026-04-07,S085,ナス,11,124,1364
2026-04-16,S085,きゅうり,4,84,336
2026-04-14,S085,玉葱,49,111,5439
2026-04-25,S085,ナス,12,122,1464
2026-04-05,S085,ズッキーニ,22,239,5258
2026-04-24,S085,ピーマン,39,136,5304
2026-04-03,S085,ピーマン,13,123,1599
2026-04-16,S085,じゃがいも,14,89,1246
2026-04-02,S085,じゃがいも,20,106,2120
2026-04-06,S085,トマト,20,247,4940
2026-04-28,S085,白菜,19,165,3135
2026-04-20,S085,キャベツ,50,177,8850
2026-04-16,S085,レタス,2,208,416
2026-04-24,S085,大根,27,118,3186
2026-04-25,S085,じゃがいも,21,64,1344
2026-04-01,S085,ズッキーニ,31,226,7006
2026-04-11,S085,玉葱,50,123,6150
2026-04-20,S085,玉葱,31,115,3565
2026-04-02,S085,ズッキーニ,36,249,8964
2026-04-12,S085,玉葱,31,119,3689
2026-04-08,S085,ナス,11,154,1694
2026-04-19,S085,きゅうり,6,87,522
2026-04-12,S085,レタス,13,196,2548
2026-04-02,S085,ピーマン,5,125,625
2026-04-26,S085,きゅうり,33,70,2310
2026-04-12,S085,きゅうり,35,117,4095
2026-04-03,S085,ズッキーニ,48,206,9888
2026-04-11,S085,白菜,17,147,2499
2026-04-23,S085,ピーマン,26,132,3432
2026-04-12,S085,じゃがいも,39,102,3978
2026-04-04,S085,レタス,4,221,884
2026-04-16,S085,白菜,1,133,133
2026-04-10,S085,キャベツ,38,175,6650
2026-04-27,S085,キャベツ,46,179,8234
2026-04-11,S085,トマト,8,264,2112
2026-04-09,S085,キャベツ,49,175,8575
2026-04-20,S085,ズッキーニ,35,209,7315
2026-04-06,S085,玉葱,35,76,2660
2026-04-22,S085,じゃがいも,38,84,3192
2026-04-13,S085,にんじん,50,147,7350
2026-04-24,S085,キャベツ,16,192,3072
2026-04-12,S085,大根,36,135,4860
2026-04-22,S085,トマト,41,274,11234
2026-04-24,S085,キャベツ,43,188,8084
2026-04-18,S085,大根,1,119,119
2026-04-13,S085,きゅうり,11,108,1188
2026-04-23,S085,きゅうり,6,94,564
2026-04-10,S085,ズッキーニ,28,245,6860
2026-04-20,S085,じゃがいも,14,106,1484
2026-04-08,S085,きゅうり,47,96,4512
2026-04-05,S085,じゃがいも,4,72,288
2026-04-20,S085,白菜,20,146,2920
2026-04-28,S085,キャベツ,33,192,6336
2026-04-02,S085,レタス,32,182,5824
2026-04-17,S085,ズッキーニ,39,235,9165
2026-04-16,S085,キャベツ,39,170,6630
2026-04-02,S085,ナス,46,127,5842
2026-04-20,S085,ズッキーニ,40,205,8200
2026-04-18,S085,ズッキーニ,45,240,10800
2026-04-10,S085,じゃがいも,6,65,390
2026-04-07,S085,ナス,10,144,1440
2026-04-13,S085,玉葱,7,96,672
2026-04-18,S085,トマト,36,251,9036
2026-04-18,S085,キャベツ,22,170,3740
2026-04-26,S085,レタス,16,191,3056
2026-04-22,S085,玉葱,8,113,904
2026-04-21,S085,レタス,3,198,594
2026-04-15,S085,ナス,44,130,5720
2026-04-05,S085,キャベツ,21,174,3654
2026-04-20,S085,白菜,44,130,5720
2026-04-16,S085,白菜,18,153,2754
2026-04-23,S085,トマト,19,260,4940
2026-04-24,S085,ズッキーニ,4,234,936
2026-04-22,S085,ナス,50,128,6400
2026-04-21,S085,じゃがいも,6,88,528
2026-04-25,S085,玉葱,19,99,1881
2026-04-24,S085,玉葱,40,111,4440
