日付,店舗,商品,数量,単価,売上
2026-04-16,S018,にんじん,41,133,5453
2026-04-18,S018,ズッキーニ,21,250,5250
2026-04-16,S018,トマト,17,265,4505
2026-04-28,S018,ピーマン,4,115,460
2026-04-04,S018,ズッキーニ,11,203,2233
2026-04-07,S018,トマト,31,270,8370
2026-04-04,S018,白菜,48,151,7248
2026-04-09,S018,きゅうり,24,105,2520
2026-04-18,S018,トマト,23,231,5313
2026-04-14,S018,玉葱,23,118,2714
2026-04-20,S018,じゃがいも,37,96,3552
2026-04-21,S018,ナス,35,131,4585
2026-04-25,S018,トマト,23,250,5750
2026-04-22,S018,大根,32,159,5088
2026-04-24,S018,白菜,6,154,924
2026-04-20,S018,トマト,30,270,8100
2026-04-05,S018,にんじん,41,121,4961
2026-04-14,S018,ナス,40,156,6240
2026-04-13,S018,玉葱,6,85,510
2026-04-11,S018,じゃがいも,21,80,1680
2026-04-21,S018,トマト,46,247,11362
2026-04-20,S018,ナス,26,137,3562
2026-04-15,S018,きゅうり,48,107,5136
2026-04-17,S018,白菜,27,140,3780
2026-04-06,S018,キャベツ,9,206,1854
2026-04-08,S018,ナス,17,167,2839
2026-04-23,S018,ズッキーニ,6,213,1278
2026-04-06,S018,レタス,7,186,1302
2026-04-03,S018,白菜,36,133,4788
2026-04-01,S018,レタス,34,228,7752
2026-04-03,S018,玉葱,17,114,1938
2026-04-05,S018,玉葱,42,99,4158
2026-04-10,S018,じゃがいも,16,107,1712
2026-04-10,S018,白菜,41,138,5658
2026-04-05,S018,大根,11,111,1221
2026-04-02,S018,ナス,23,140,3220
2026-04-28,S018,白菜,30,164,4920
2026-04-09,S018,大根,29,118,3422
2026-04-23,S018,大根,12,147,1764
2026-04-20,S018,白菜,41,177,7257
2026-04-21,S018,ピーマン,28,123,3444
2026-04-21,S018,ナス,35,139,4865
2026-04-12,S018,白菜,35,144,5040
2026-04-26,S018,玉葱,29,94,2726
2026-04-12,S018,レタス,17,189,3213
2026-04-10,S018,キャベツ,1,193,193
2026-04-27,S018,にんじん,23,118,2714
2026-04-16,S018,大根,1,154,154
2026-04-16,S018,白菜,20,130,2600
2026-04-25,S018,レタス,19,218,4142
2026-04-08,S018,キャベツ,36,183,6588
2026-04-07,S018,レタス,36,207,7452
2026-04-13,S018,じゃがいも,11,105,1155
2026-04-24,S018,ナス,25,144,3600
2026-04-08,S018,トマト,6,257,1542
2026-04-21,S018,じゃがいも,34,108,3672
2026-04-26,S018,ピーマン,45,133,5985
2026-04-09,S018,トマト,42,277,11634
2026-04-18,S018,トマト,27,242,6534
2026-04-28,S018,玉葱,12,83,996
2026-04-10,S018,玉葱,41,104,4264
2026-04-20,S018,白菜,18,174,3132
2026-04-20,S018,白菜,13,150,1950
2026-04-01,S018,にんじん,4,134,536
2026-04-01,S018,にんじん,7,118,826
2026-04-09,S018,にんじん,46,128,5888
2026-04-24,S018,キャベツ,15,165,2475
2026-04-05,S018,キャベツ,32,173,5536
2026-04-11,S018,レタス,20,230,4600
2026-04-26,S018,白菜,24,159,3816
2026-04-23,S018,キャベツ,22,165,3630
2026-04-27,S018,にんじん,4,117,468
2026-04-25,S018,レタス,5,214,1070
2026-04-16,S018,にんじん,13,116,1508
2026-04-27,S018,レタス,1,187,187
2026-04-25,S018,ズッキーニ,16,224,3584
2026-04-25,S018,白菜,16,177,2832
2026-04-02,S018,じゃがいも,30,107,3210
2026-04-25,S018,玉葱,34,117,3978
2026-04-07,S018,白菜,25,173,4325
2026-04-10,S018,きゅうり,11,110,1210
2026-04-24,S018,キャベツ,48,195,9360
2026-04-17,S018,玉葱,17,105,1785
2026-04-21,S018,トマト,13,253,3289
2026-04-02,S018,ナス,14,127,1778
2026-04-08,S018,ナス,28,140,3920
2026-04-01,S018,にんじん,18,137,2466
2026-04-04,S018,レタス,16,180,2880
2026-04-02,S018,ピーマン,45,120,5400
2026-04-23,S018,ピーマン,10,113,1130
2026-04-25,S018,玉葱,16,85,1360
2026-04-16,S018,玉葱,44,114,5016
2026-04-11,S018,ナス,4,123,492
2026-04-12,S018,ナス,10,164,1640
2026-04-18,S018,玉葱,9,106,954
2026-04-08,S018,きゅうり,36,120,4320
2026-04-21,S018,きゅうり,29,116,3364
2026-04-07,S018,キャベツ,45,184,8280
2026-04-12,S018,ズッキーニ,9,216,1944
2026-04-02,S018,白菜,46,158,7268
