日付,店舗,商品,数量,単価,売上
2026-04-28,S052,玉葱,1,121,121
2026-04-01,S052,ズッキーニ,22,239,5258
2026-04-03,S052,にんじん,38,140,5320
2026-04-28,S052,白菜,41,151,6191
2026-04-26,S052,ナス,7,159,1113
2026-04-04,S052,キャベツ,46,168,7728
2026-04-07,S052,ズッキーニ,6,211,1266
2026-04-03,S052,ズッキーニ,6,200,1200
2026-04-14,S052,ナス,15,133,1995
2026-04-02,S052,ズッキーニ,6,224,1344
2026-04-11,S052,ナス,34,132,4488
2026-04-16,S052,じゃがいも,46,91,4186
2026-04-20,S052,ズッキーニ,12,230,2760
2026-04-10,S052,ズッキーニ,44,237,10428
2026-04-28,S052,キャベツ,29,171,4959
2026-04-17,S052,キャベツ,6,171,1026
2026-04-07,S052,トマト,10,264,2640
2026-04-19,S052,じゃがいも,45,67,3015
2026-04-23,S052,玉葱,13,86,1118
2026-04-28,S052,きゅうり,49,84,4116
2026-04-06,S052,レタス,41,217,8897
2026-04-10,S052,ピーマン,27,122,3294
2026-04-21,S052,トマト,14,257,3598
2026-04-09,S052,きゅうり,48,85,4080
2026-04-17,S052,キャベツ,42,203,8526
2026-04-09,S052,トマト,49,240,11760
2026-04-03,S052,キャベツ,5,191,955
2026-04-12,S052,ズッキーニ,4,239,956
2026-04-25,S052,レタス,6,223,1338
2026-04-25,S052,ズッキーニ,29,200,5800
2026-04-24,S052,ナス,6,140,840
2026-04-19,S052,きゅうり,45,113,5085
2026-04-20,S052,ナス,5,156,780
2026-04-09,S052,ズッキーニ,21,228,4788
2026-04-12,S052,ズッキーニ,31,223,6913
2026-04-16,S052,トマト,49,261,12789
2026-04-11,S052,大根,48,122,5856
2026-04-08,S052,ピーマン,11,92,1012
2026-04-23,S052,きゅうり,27,99,2673
2026-04-15,S052,きゅうり,26,99,2574
2026-04-28,S052,白菜,29,139,4031
2026-04-05,S052,ズッキーニ,49,224,10976
2026-04-14,S052,キャベツ,9,210,1890
2026-04-11,S052,レタス,41,189,7749
2026-04-13,S052,きゅうり,1,97,97
2026-04-26,S052,ナス,12,129,1548
2026-04-19,S052,にんじん,14,106,1484
2026-04-01,S052,レタス,31,189,5859
2026-04-09,S052,きゅうり,13,71,923
2026-04-16,S052,レタス,11,199,2189
2026-04-27,S052,大根,18,124,2232
2026-04-07,S052,白菜,39,176,6864
2026-04-16,S052,レタス,28,190,5320
2026-04-16,S052,ナス,4,142,568
2026-04-04,S052,玉葱,21,120,2520
2026-04-16,S052,ピーマン,19,99,1881
2026-04-08,S052,大根,32,123,3936
2026-04-14,S052,白菜,1,149,149
2026-04-21,S052,にんじん,22,140,3080
2026-04-10,S052,ナス,40,147,5880
2026-04-20,S052,玉葱,39,83,3237
2026-04-17,S052,トマト,22,276,6072
2026-04-12,S052,ズッキーニ,9,223,2007
2026-04-19,S052,白菜,5,131,655
2026-04-15,S052,きゅうり,27,85,2295
2026-04-07,S052,きゅうり,45,84,3780
2026-04-28,S052,きゅうり,41,100,4100
2026-04-26,S052,トマト,36,251,9036
2026-04-19,S052,きゅうり,45,82,3690
2026-04-05,S052,きゅうり,41,106,4346
2026-04-08,S052,ズッキーニ,38,239,9082
2026-04-08,S052,じゃがいも,32,96,3072
2026-04-16,S052,キャベツ,21,192,4032
2026-04-04,S052,レタス,49,189,9261
2026-04-20,S052,きゅうり,6,103,618
2026-04-16,S052,白菜,39,176,6864
2026-04-09,S052,玉葱,29,99,2871
2026-04-25,S052,じゃがいも,50,77,3850
2026-04-23,S052,にんじん,24,149,3576
2026-04-02,S052,白菜,16,144,2304
2026-04-21,S052,キャベツ,21,182,3822
2026-04-27,S052,ピーマン,31,125,3875
2026-04-05,S052,トマト,21,261,5481
2026-04-11,S052,ピーマン,35,102,3570
2026-04-27,S052,ナス,13,158,2054
2026-04-20,S052,玉葱,19,121,2299
2026-04-02,S052,ズッキーニ,13,233,3029
2026-04-26,S052,大根,19,125,2375
2026-04-26,S052,レタス,28,224,6272
2026-04-27,S052,キャベツ,20,176,3520
2026-04-07,S052,にんじん,19,101,1919
2026-04-01,S052,ナス,42,168,7056
2026-04-14,S052,玉葱,24,104,2496
2026-04-25,S052,にんじん,29,140,4060
2026-04-13,S052,大根,11,148,1628
2026-04-15,S052,きゅうり,7,87,609
2026-04-15,S052,トマト,13,275,3575
2026-04-20,S052,白菜,19,140,2660
2026-04-19,S052,にんじん,21,101,2121
2026-04-04,S052,キャベツ,21,195,4095
