日付,店舗,商品,数量,単価,売上
2026-04-05,S091,トマト,7,251,1757
2026-04-16,S091,玉葱,11,116,1276
2026-04-15,S091,ナス,45,146,6570
2026-04-07,S091,ズッキーニ,41,235,9635
2026-04-08,S091,きゅうり,18,83,1494
2026-04-22,S091,トマト,27,265,7155
2026-04-11,S091,大根,48,137,6576
2026-04-08,S091,ナス,37,121,4477
2026-04-14,S091,玉葱,26,121,3146
2026-04-18,S091,にんじん,19,136,2584
2026-04-16,S091,ピーマン,41,105,4305
2026-04-20,S091,ピーマン,49,138,6762
2026-04-18,S091,ナス,5,146,730
2026-04-04,S091,きゅうり,15,113,1695
2026-04-17,S091,玉葱,7,100,700
2026-04-26,S091,大根,42,122,5124
2026-04-23,S091,白菜,6,131,786
2026-04-08,S091,キャベツ,32,173,5536
2026-04-16,S091,にんじん,25,103,2575
2026-04-16,S091,ズッキーニ,11,249,2739
2026-04-27,S091,キャベツ,7,177,1239
2026-04-18,S091,ピーマン,28,120,3360
2026-04-18,S091,ズッキーニ,2,235,470
2026-04-05,S091,レタス,47,197,9259
2026-04-19,S091,じゃがいも,8,68,544
2026-04-04,S091,トマト,26,280,7280
2026-04-07,S091,ピーマン,50,109,5450
2026-04-26,S091,白菜,26,141,3666
2026-04-11,S091,ナス,18,129,2322
2026-04-24,S091,ピーマン,41,100,4100
2026-04-13,S091,ズッキーニ,19,222,4218
2026-04-25,S091,レタス,14,192,2688
2026-04-20,S091,玉葱,30,83,2490
2026-04-24,S091,ピーマン,38,130,4940
2026-04-10,S091,キャベツ,14,185,2590
2026-04-27,S091,ピーマン,17,122,2074
2026-04-28,S091,ナス,6,162,972
2026-04-04,S091,にんじん,42,126,5292
2026-04-23,S091,レタス,46,198,9108
2026-04-19,S091,白菜,6,169,1014
2026-04-14,S091,白菜,44,131,5764
2026-04-14,S091,ナス,36,134,4824
2026-04-07,S091,きゅうり,15,108,1620
2026-04-04,S091,キャベツ,7,184,1288
2026-04-04,S091,にんじん,23,150,3450
2026-04-25,S091,ピーマン,2,97,194
2026-04-13,S091,ズッキーニ,16,236,3776
2026-04-20,S091,トマト,47,267,12549
2026-04-02,S091,玉葱,13,89,1157
2026-04-08,S091,トマト,18,243,4374
2026-04-16,S091,ナス,27,150,4050
2026-04-22,S091,じゃがいも,44,77,3388
2026-04-18,S091,玉葱,19,77,1463
2026-04-27,S091,ピーマン,35,134,4690
2026-04-09,S091,玉葱,47,78,3666
2026-04-03,S091,レタス,32,218,6976
2026-04-07,S091,キャベツ,5,176,880
2026-04-18,S091,玉葱,7,100,700
2026-04-01,S091,トマト,38,271,10298
2026-04-23,S091,ピーマン,43,132,5676
2026-04-03,S091,キャベツ,4,179,716
2026-04-21,S091,にんじん,3,109,327
2026-04-17,S091,大根,27,136,3672
2026-04-04,S091,レタス,35,182,6370
2026-04-24,S091,玉葱,40,113,4520
2026-04-02,S091,じゃがいも,19,69,1311
2026-04-04,S091,じゃがいも,17,92,1564
2026-04-24,S091,きゅうり,20,105,2100
2026-04-09,S091,にんじん,4,113,452
2026-04-11,S091,じゃがいも,5,87,435
2026-04-02,S091,ズッキーニ,31,236,7316
2026-04-22,S091,玉葱,32,112,3584
2026-04-04,S091,じゃがいも,35,84,2940
2026-04-02,S091,玉葱,21,125,2625
2026-04-16,S091,玉葱,45,80,3600
2026-04-26,S091,白菜,8,143,1144
2026-04-05,S091,ズッキーニ,7,237,1659
2026-04-22,S091,トマト,2,238,476
2026-04-10,S091,白菜,43,130,5590
2026-04-06,S091,大根,36,151,5436
2026-04-03,S091,トマト,6,237,1422
2026-04-05,S091,大根,30,150,4500
2026-04-10,S091,きゅうり,9,101,909
2026-04-23,S091,玉葱,50,113,5650
2026-04-07,S091,レタス,31,212,6572
2026-04-12,S091,白菜,25,148,3700
2026-04-28,S091,レタス,13,218,2834
2026-04-03,S091,じゃがいも,36,110,3960
2026-04-03,S091,キャベツ,41,191,7831
2026-04-10,S091,ピーマン,8,132,1056
2026-04-13,S091,玉葱,37,93,3441
2026-04-06,S091,じゃがいも,42,69,2898
2026-04-04,S091,きゅうり,19,73,1387
2026-04-03,S091,ズッキーニ,16,205,3280
2026-04-11,S091,じゃがいも,22,63,1386
2026-04-14,S091,ピーマン,43,117,5031
2026-04-22,S091,にんじん,25,104,2600
2026-04-14,S091,大根,17,132,2244
2026-04-11,S091,にんじん,21,111,2331
2026-04-25,S091,ナス,32,167,5344
