日付,店舗,商品,数量,単価,売上
2026-04-19,S054,キャベツ,17,195,3315
2026-04-22,S054,にんじん,48,114,5472
2026-04-22,S054,ズッキーニ,22,231,5082
2026-04-04,S054,きゅうり,47,93,4371
2026-04-18,S054,レタス,34,222,7548
2026-04-27,S054,レタス,15,216,3240
2026-04-12,S054,ズッキーニ,27,244,6588
2026-04-25,S054,玉葱,15,115,1725
2026-04-21,S054,白菜,10,174,1740
2026-04-25,S054,じゃがいも,46,60,2760
2026-04-26,S054,大根,7,141,987
2026-04-05,S054,玉葱,45,94,4230
2026-04-08,S054,レタス,20,193,3860
2026-04-18,S054,ナス,7,132,924
2026-04-01,S054,キャベツ,2,178,356
2026-04-04,S054,じゃがいも,12,109,1308
2026-04-22,S054,玉葱,5,91,455
2026-04-15,S054,玉葱,28,97,2716
2026-04-22,S054,レタス,1,224,224
2026-04-20,S054,トマト,22,254,5588
2026-04-12,S054,じゃがいも,20,87,1740
2026-04-20,S054,ピーマン,31,130,4030
2026-04-20,S054,ピーマン,3,133,399
2026-04-16,S054,キャベツ,32,180,5760
2026-04-12,S054,キャベツ,17,204,3468
2026-04-16,S054,レタス,49,214,10486
2026-04-25,S054,玉葱,28,119,3332
2026-04-19,S054,ピーマン,23,133,3059
2026-04-16,S054,キャベツ,25,162,4050
2026-04-16,S054,玉葱,31,91,2821
2026-04-18,S054,玉葱,6,90,540
2026-04-24,S054,ズッキーニ,41,206,8446
2026-04-15,S054,レタス,48,201,9648
2026-04-08,S054,ピーマン,31,92,2852
2026-04-11,S054,トマト,36,279,10044
2026-04-23,S054,白菜,14,169,2366
2026-04-14,S054,玉葱,1,118,118
2026-04-05,S054,ピーマン,44,139,6116
2026-04-01,S054,大根,29,114,3306
2026-04-17,S054,にんじん,30,117,3510
2026-04-23,S054,ピーマン,25,124,3100
2026-04-21,S054,ズッキーニ,4,216,864
2026-04-19,S054,玉葱,45,108,4860
2026-04-16,S054,にんじん,29,118,3422
2026-04-28,S054,にんじん,3,118,354
2026-04-20,S054,きゅうり,28,77,2156
2026-04-22,S054,にんじん,5,112,560
2026-04-16,S054,白菜,16,130,2080
2026-04-13,S054,ズッキーニ,42,211,8862
2026-04-25,S054,レタス,3,199,597
2026-04-06,S054,じゃがいも,22,103,2266
2026-04-19,S054,白菜,15,175,2625
2026-04-15,S054,ズッキーニ,8,206,1648
2026-04-06,S054,にんじん,9,147,1323
2026-04-20,S054,ピーマン,2,118,236
2026-04-16,S054,きゅうり,45,97,4365
2026-04-01,S054,ズッキーニ,34,244,8296
2026-04-12,S054,ナス,35,126,4410
2026-04-14,S054,白菜,3,147,441
2026-04-14,S054,大根,45,137,6165
2026-04-03,S054,玉葱,6,91,546
2026-04-22,S054,きゅうり,31,95,2945
2026-04-17,S054,じゃがいも,9,67,603
2026-04-01,S054,にんじん,6,136,816
2026-04-06,S054,ナス,13,148,1924
2026-04-22,S054,大根,24,145,3480
2026-04-09,S054,白菜,5,180,900
2026-04-22,S054,にんじん,38,126,4788
2026-04-04,S054,大根,3,124,372
2026-04-07,S054,にんじん,20,108,2160
2026-04-24,S054,ズッキーニ,26,200,5200
2026-04-12,S054,キャベツ,33,210,6930
2026-04-01,S054,玉葱,34,117,3978
2026-04-09,S054,ピーマン,34,90,3060
2026-04-10,S054,にんじん,21,115,2415
2026-04-28,S054,白菜,14,142,1988
2026-04-22,S054,白菜,31,160,4960
2026-04-07,S054,玉葱,12,99,1188
2026-04-18,S054,ナス,41,154,6314
2026-04-28,S054,玉葱,10,117,1170
2026-04-05,S054,大根,10,158,1580
2026-04-03,S054,白菜,33,134,4422
2026-04-19,S054,にんじん,16,140,2240
2026-04-25,S054,レタス,41,203,8323
2026-04-08,S054,トマト,27,233,6291
2026-04-25,S054,レタス,3,200,600
2026-04-25,S054,レタス,2,192,384
2026-04-22,S054,ズッキーニ,24,225,5400
2026-04-15,S054,ピーマン,15,137,2055
2026-04-05,S054,白菜,40,180,7200
2026-04-17,S054,レタス,42,228,9576
2026-04-21,S054,にんじん,16,138,2208
2026-04-17,S054,トマト,32,279,8928
2026-04-03,S054,レタス,39,181,7059
2026-04-14,S054,玉葱,36,80,2880
2026-04-23,S054,にんじん,50,141,7050
2026-04-02,S054,きゅうり,18,95,1710
2026-04-09,S054,白菜,42,151,6342
2026-04-10,S054,大根,39,130,5070
2026-04-10,S054,白菜,33,161,5313
