日付,店舗,商品,数量,単価,売上
2026-04-01,S035,ズッキーニ,28,244,6832
2026-04-18,S035,ズッキーニ,23,215,4945
2026-04-24,S035,ナス,34,163,5542
2026-04-20,S035,キャベツ,39,188,7332
2026-04-06,S035,ナス,49,153,7497
2026-04-08,S035,にんじん,5,123,615
2026-04-27,S035,にんじん,33,122,4026
2026-04-02,S035,レタス,32,204,6528
2026-04-06,S035,きゅうり,8,91,728
2026-04-22,S035,じゃがいも,35,109,3815
2026-04-28,S035,玉葱,19,94,1786
2026-04-16,S035,トマト,17,243,4131
2026-04-01,S035,ズッキーニ,41,236,9676
2026-04-13,S035,じゃがいも,20,101,2020
2026-04-17,S035,キャベツ,30,199,5970
2026-04-28,S035,白菜,4,152,608
2026-04-01,S035,ピーマン,30,111,3330
2026-04-10,S035,きゅうり,7,70,490
2026-04-12,S035,ズッキーニ,12,225,2700
2026-04-12,S035,キャベツ,7,187,1309
2026-04-16,S035,じゃがいも,6,93,558
2026-04-17,S035,にんじん,27,107,2889
2026-04-16,S035,キャベツ,10,209,2090
2026-04-22,S035,トマト,15,260,3900
2026-04-13,S035,きゅうり,20,93,1860
2026-04-14,S035,にんじん,35,117,4095
2026-04-04,S035,白菜,43,158,6794
2026-04-06,S035,にんじん,23,147,3381
2026-04-14,S035,キャベツ,23,205,4715
2026-04-07,S035,玉葱,13,93,1209
2026-04-02,S035,にんじん,26,126,3276
2026-04-24,S035,きゅうり,3,80,240
2026-04-22,S035,じゃがいも,31,102,3162
2026-04-09,S035,玉葱,27,106,2862
2026-04-18,S035,白菜,44,175,7700
2026-04-05,S035,きゅうり,49,118,5782
2026-04-25,S035,レタス,33,226,7458
2026-04-24,S035,レタス,9,187,1683
2026-04-04,S035,キャベツ,9,169,1521
2026-04-12,S035,大根,1,159,159
2026-04-22,S035,じゃがいも,4,103,412
2026-04-27,S035,きゅうり,28,108,3024
2026-04-24,S035,キャベツ,28,190,5320
2026-04-10,S035,トマト,32,235,7520
2026-04-25,S035,レタス,16,219,3504
2026-04-05,S035,ズッキーニ,33,211,6963
2026-04-08,S035,トマト,50,237,11850
2026-04-28,S035,トマト,45,245,11025
2026-04-22,S035,レタス,13,210,2730
2026-04-23,S035,玉葱,45,121,5445
2026-04-17,S035,ピーマン,12,102,1224
2026-04-28,S035,ピーマン,41,130,5330
2026-04-05,S035,じゃがいも,8,68,544
2026-04-13,S035,キャベツ,18,172,3096
2026-04-05,S035,レタス,2,219,438
2026-04-07,S035,玉葱,4,99,396
2026-04-14,S035,大根,20,154,3080
2026-04-21,S035,じゃがいも,15,81,1215
2026-04-14,S035,白菜,4,162,648
2026-04-14,S035,ナス,4,139,556
2026-04-04,S035,トマト,24,247,5928
2026-04-12,S035,ズッキーニ,27,215,5805
2026-04-11,S035,キャベツ,12,162,1944
2026-04-01,S035,キャベツ,43,207,8901
2026-04-11,S035,じゃがいも,19,90,1710
2026-04-09,S035,ピーマン,7,117,819
2026-04-06,S035,トマト,32,253,8096
2026-04-11,S035,トマト,8,236,1888
2026-04-22,S035,キャベツ,44,195,8580
2026-04-25,S035,にんじん,22,123,2706
2026-04-24,S035,きゅうり,48,119,5712
2026-04-19,S035,大根,39,133,5187
2026-04-08,S035,ナス,18,133,2394
2026-04-19,S035,レタス,6,186,1116
2026-04-05,S035,ナス,48,158,7584
2026-04-04,S035,キャベツ,38,201,7638
2026-04-27,S035,じゃがいも,13,105,1365
2026-04-15,S035,玉葱,5,109,545
2026-04-20,S035,きゅうり,20,116,2320
2026-04-16,S035,じゃがいも,35,106,3710
2026-04-05,S035,キャベツ,9,172,1548
2026-04-14,S035,大根,46,126,5796
2026-04-25,S035,大根,23,133,3059
2026-04-15,S035,ナス,46,127,5842
2026-04-14,S035,玉葱,31,101,3131
2026-04-17,S035,大根,2,120,240
2026-04-20,S035,トマト,45,238,10710
2026-04-10,S035,キャベツ,37,163,6031
2026-04-26,S035,ズッキーニ,13,247,3211
2026-04-27,S035,レタス,32,223,7136
2026-04-18,S035,大根,5,120,600
2026-04-15,S035,大根,25,145,3625
2026-04-25,S035,レタス,26,218,5668
2026-04-09,S035,じゃがいも,12,60,720
2026-04-06,S035,ピーマン,14,127,1778
2026-04-23,S035,キャベツ,33,189,6237
2026-04-17,S035,ズッキーニ,47,233,10951
2026-04-09,S035,トマト,15,248,3720
2026-04-23,S035,トマト,36,237,8532
2026-04-06,S035,じゃがいも,3,94,282
