日付,店舗,商品,数量,単価,売上
2026-04-28,S042,きゅうり,35,115,4025
2026-04-02,S042,ピーマン,16,112,1792
2026-04-04,S042,玉葱,33,103,3399
2026-04-04,S042,大根,5,125,625
2026-04-07,S042,きゅうり,37,93,3441
2026-04-27,S042,ナス,27,124,3348
2026-04-21,S042,レタス,19,189,3591
2026-04-01,S042,きゅうり,39,120,4680
2026-04-12,S042,きゅうり,27,111,2997
2026-04-12,S042,白菜,19,169,3211
2026-04-01,S042,にんじん,24,102,2448
2026-04-10,S042,にんじん,38,101,3838
2026-04-04,S042,ピーマン,14,110,1540
2026-04-17,S042,ズッキーニ,50,247,12350
2026-04-17,S042,ピーマン,46,112,5152
2026-04-07,S042,レタス,38,182,6916
2026-04-22,S042,ズッキーニ,10,224,2240
2026-04-25,S042,ナス,6,124,744
2026-04-08,S042,ピーマン,33,126,4158
2026-04-21,S042,大根,47,136,6392
2026-04-18,S042,ズッキーニ,8,233,1864
2026-04-26,S042,キャベツ,39,190,7410
2026-04-22,S042,大根,34,138,4692
2026-04-11,S042,トマト,13,266,3458
2026-04-10,S042,じゃがいも,22,75,1650
2026-04-26,S042,きゅうり,15,99,1485
2026-04-11,S042,ズッキーニ,8,244,1952
2026-04-08,S042,白菜,47,156,7332
2026-04-12,S042,玉葱,23,110,2530
2026-04-17,S042,玉葱,24,116,2784
2026-04-16,S042,ピーマン,15,118,1770
2026-04-26,S042,レタス,15,216,3240
2026-04-27,S042,にんじん,35,115,4025
2026-04-25,S042,レタス,44,217,9548
2026-04-22,S042,にんじん,39,116,4524
2026-04-26,S042,トマト,22,250,5500
2026-04-04,S042,玉葱,27,101,2727
2026-04-17,S042,にんじん,37,131,4847
2026-04-21,S042,じゃがいも,12,89,1068
2026-04-01,S042,にんじん,8,126,1008
2026-04-09,S042,大根,46,140,6440
2026-04-24,S042,玉葱,9,77,693
2026-04-27,S042,レタス,2,224,448
2026-04-06,S042,玉葱,9,107,963
2026-04-28,S042,大根,25,137,3425
2026-04-12,S042,にんじん,26,144,3744
2026-04-18,S042,じゃがいも,46,78,3588
2026-04-04,S042,きゅうり,22,107,2354
2026-04-20,S042,ピーマン,7,136,952
2026-04-02,S042,玉葱,48,97,4656
2026-04-15,S042,レタス,41,208,8528
2026-04-24,S042,レタス,19,228,4332
2026-04-16,S042,ズッキーニ,9,246,2214
2026-04-06,S042,ズッキーニ,50,237,11850
2026-04-27,S042,大根,6,119,714
2026-04-01,S042,ピーマン,38,113,4294
2026-04-22,S042,ナス,30,144,4320
2026-04-11,S042,白菜,12,162,1944
2026-04-24,S042,ピーマン,18,139,2502
2026-04-04,S042,じゃがいも,20,91,1820
2026-04-11,S042,キャベツ,37,193,7141
2026-04-17,S042,ピーマン,33,117,3861
2026-04-10,S042,きゅうり,25,90,2250
2026-04-25,S042,にんじん,10,102,1020
2026-04-27,S042,ズッキーニ,47,213,10011
2026-04-14,S042,大根,18,146,2628
2026-04-20,S042,きゅうり,7,92,644
2026-04-10,S042,にんじん,8,118,944
2026-04-09,S042,白菜,29,144,4176
2026-04-06,S042,トマト,17,268,4556
2026-04-25,S042,玉葱,15,117,1755
2026-04-09,S042,にんじん,7,113,791
2026-04-18,S042,大根,49,120,5880
2026-04-01,S042,ピーマン,3,124,372
2026-04-18,S042,じゃがいも,1,91,91
2026-04-27,S042,キャベツ,24,173,4152
2026-04-10,S042,ピーマン,28,136,3808
2026-04-15,S042,大根,9,139,1251
2026-04-10,S042,玉葱,46,120,5520
2026-04-28,S042,玉葱,29,102,2958
2026-04-16,S042,トマト,6,238,1428
2026-04-09,S042,ズッキーニ,43,207,8901
2026-04-12,S042,玉葱,48,125,6000
2026-04-08,S042,ズッキーニ,5,220,1100
2026-04-06,S042,大根,22,127,2794
2026-04-15,S042,ナス,48,152,7296
2026-04-22,S042,玉葱,46,119,5474
2026-04-11,S042,キャベツ,28,166,4648
2026-04-23,S042,大根,21,122,2562
2026-04-27,S042,大根,43,150,6450
2026-04-02,S042,ナス,41,120,4920
2026-04-08,S042,にんじん,38,124,4712
2026-04-28,S042,じゃがいも,44,72,3168
2026-04-09,S042,白菜,10,161,1610
2026-04-27,S042,にんじん,47,131,6157
2026-04-10,S042,にんじん,13,140,1820
2026-04-03,S042,大根,47,157,7379
2026-04-07,S042,キャベツ,28,164,4592
2026-04-16,S042,大根,40,123,4920
2026-04-23,S042,にんじん,3,126,378
