日付,店舗,商品,数量,単価,売上
2026-04-04,S059,キャベツ,17,160,2720
2026-04-19,S059,レタス,8,197,1576
2026-04-21,S059,ピーマン,29,103,2987
2026-04-03,S059,きゅうり,16,109,1744
2026-04-04,S059,玉葱,17,125,2125
2026-04-20,S059,大根,48,150,7200
2026-04-25,S059,じゃがいも,3,90,270
2026-04-23,S059,トマト,35,240,8400
2026-04-22,S059,ズッキーニ,47,200,9400
2026-04-27,S059,白菜,14,180,2520
2026-04-14,S059,きゅうり,7,75,525
2026-04-17,S059,ピーマン,15,126,1890
2026-04-09,S059,キャベツ,28,204,5712
2026-04-12,S059,きゅうり,49,98,4802
2026-04-18,S059,ズッキーニ,11,201,2211
2026-04-24,S059,玉葱,41,111,4551
2026-04-01,S059,ナス,18,132,2376
2026-04-06,S059,にんじん,15,147,2205
2026-04-02,S059,ズッキーニ,12,212,2544
2026-04-27,S059,じゃがいも,13,68,884
2026-04-10,S059,白菜,4,172,688
2026-04-15,S059,じゃがいも,40,68,2720
2026-04-02,S059,玉葱,47,121,5687
2026-04-07,S059,きゅうり,41,118,4838
2026-04-25,S059,トマト,44,257,11308
2026-04-05,S059,ズッキーニ,5,210,1050
2026-04-16,S059,レタス,1,190,190
2026-04-12,S059,キャベツ,35,171,5985
2026-04-22,S059,レタス,7,185,1295
2026-04-25,S059,にんじん,14,104,1456
2026-04-05,S059,レタス,7,207,1449
2026-04-08,S059,ズッキーニ,11,217,2387
2026-04-23,S059,大根,46,145,6670
2026-04-22,S059,大根,38,147,5586
2026-04-11,S059,白菜,11,168,1848
2026-04-18,S059,ナス,37,133,4921
2026-04-15,S059,レタス,12,219,2628
2026-04-27,S059,白菜,18,150,2700
2026-04-09,S059,ピーマン,14,136,1904
2026-04-26,S059,キャベツ,13,185,2405
2026-04-10,S059,レタス,50,214,10700
2026-04-15,S059,玉葱,38,82,3116
2026-04-26,S059,ズッキーニ,9,203,1827
2026-04-08,S059,ズッキーニ,45,234,10530
2026-04-28,S059,玉葱,36,105,3780
2026-04-13,S059,ナス,38,165,6270
2026-04-24,S059,にんじん,4,133,532
2026-04-06,S059,大根,15,118,1770
2026-04-08,S059,キャベツ,33,198,6534
2026-04-18,S059,玉葱,16,109,1744
2026-04-18,S059,玉葱,22,108,2376
2026-04-18,S059,玉葱,17,91,1547
2026-04-11,S059,大根,9,121,1089
2026-04-02,S059,レタス,32,193,6176
2026-04-05,S059,じゃがいも,45,100,4500
2026-04-03,S059,大根,10,149,1490
2026-04-15,S059,玉葱,28,121,3388
2026-04-21,S059,大根,6,157,942
2026-04-25,S059,きゅうり,30,80,2400
2026-04-22,S059,トマト,22,231,5082
2026-04-02,S059,キャベツ,50,161,8050
2026-04-25,S059,ナス,45,121,5445
2026-04-28,S059,ズッキーニ,2,205,410
2026-04-11,S059,にんじん,49,147,7203
2026-04-26,S059,ナス,38,125,4750
2026-04-03,S059,ズッキーニ,13,230,2990
2026-04-26,S059,玉葱,29,125,3625
2026-04-18,S059,ナス,24,123,2952
2026-04-26,S059,ナス,48,158,7584
2026-04-01,S059,ズッキーニ,10,222,2220
2026-04-11,S059,レタス,44,187,8228
2026-04-26,S059,大根,42,128,5376
2026-04-25,S059,トマト,17,240,4080
2026-04-03,S059,大根,10,148,1480
2026-04-22,S059,ピーマン,35,120,4200
2026-04-10,S059,白菜,34,179,6086
2026-04-03,S059,にんじん,12,148,1776
2026-04-10,S059,大根,40,160,6400
2026-04-02,S059,きゅうり,25,100,2500
2026-04-02,S059,大根,28,139,3892
2026-04-01,S059,キャベツ,39,163,6357
2026-04-01,S059,ナス,17,135,2295
2026-04-13,S059,きゅうり,41,91,3731
2026-04-03,S059,きゅうり,47,103,4841
2026-04-09,S059,大根,10,135,1350
2026-04-13,S059,ピーマン,8,105,840
2026-04-14,S059,にんじん,18,132,2376
2026-04-08,S059,きゅうり,24,112,2688
2026-04-02,S059,きゅうり,20,80,1600
2026-04-26,S059,ピーマン,25,136,3400
2026-04-02,S059,大根,46,112,5152
2026-04-21,S059,白菜,4,156,624
2026-04-07,S059,じゃがいも,27,98,2646
2026-04-28,S059,ピーマン,36,119,4284
2026-04-20,S059,きゅうり,2,119,238
2026-04-20,S059,ナス,34,131,4454
2026-04-05,S059,玉葱,4,92,368
2026-04-26,S059,キャベツ,8,185,1480
2026-04-09,S059,大根,8,145,1160
2026-04-17,S059,ズッキーニ,1,216,216
