日付,店舗,商品,数量,単価,売上
2026-04-08,S033,白菜,3,153,459
2026-04-21,S033,ズッキーニ,44,201,8844
2026-04-23,S033,ナス,42,129,5418
2026-04-09,S033,ピーマン,30,133,3990
2026-04-05,S033,トマト,16,268,4288
2026-04-19,S033,ナス,11,120,1320
2026-04-04,S033,玉葱,42,120,5040
2026-04-13,S033,レタス,46,217,9982
2026-04-03,S033,大根,13,137,1781
2026-04-06,S033,レタス,17,224,3808
2026-04-10,S033,大根,35,152,5320
2026-04-13,S033,ピーマン,20,136,2720
2026-04-14,S033,ズッキーニ,6,206,1236
2026-04-21,S033,ピーマン,50,112,5600
2026-04-27,S033,にんじん,18,147,2646
2026-04-07,S033,ズッキーニ,26,244,6344
2026-04-10,S033,キャベツ,11,191,2101
2026-04-01,S033,玉葱,5,124,620
2026-04-23,S033,レタス,34,206,7004
2026-04-21,S033,トマト,47,257,12079
2026-04-06,S033,にんじん,24,111,2664
2026-04-23,S033,にんじん,13,131,1703
2026-04-06,S033,大根,8,138,1104
2026-04-19,S033,じゃがいも,12,72,864
2026-04-02,S033,ズッキーニ,12,248,2976
2026-04-07,S033,トマト,27,258,6966
2026-04-21,S033,ピーマン,7,130,910
2026-04-06,S033,玉葱,19,80,1520
2026-04-13,S033,玉葱,18,79,1422
2026-04-11,S033,キャベツ,38,175,6650
2026-04-16,S033,白菜,44,178,7832
2026-04-04,S033,キャベツ,4,177,708
2026-04-25,S033,キャベツ,43,197,8471
2026-04-26,S033,キャベツ,7,173,1211
2026-04-17,S033,キャベツ,25,198,4950
2026-04-17,S033,トマト,32,260,8320
2026-04-25,S033,きゅうり,39,97,3783
2026-04-11,S033,きゅうり,44,91,4004
2026-04-11,S033,じゃがいも,24,102,2448
2026-04-13,S033,レタス,40,183,7320
2026-04-12,S033,きゅうり,7,70,490
2026-04-15,S033,ズッキーニ,26,246,6396
2026-04-27,S033,にんじん,2,138,276
2026-04-04,S033,大根,18,154,2772
2026-04-25,S033,じゃがいも,24,88,2112
2026-04-20,S033,ナス,43,150,6450
2026-04-17,S033,レタス,43,192,8256
2026-04-01,S033,ナス,21,121,2541
2026-04-21,S033,きゅうり,3,117,351
2026-04-11,S033,ナス,29,134,3886
2026-04-20,S033,白菜,26,177,4602
2026-04-20,S033,玉葱,23,102,2346
2026-04-16,S033,ナス,45,126,5670
2026-04-24,S033,レタス,19,218,4142
2026-04-07,S033,ズッキーニ,10,233,2330
2026-04-19,S033,ズッキーニ,33,202,6666
2026-04-05,S033,白菜,6,149,894
2026-04-27,S033,ナス,36,149,5364
2026-04-06,S033,白菜,8,160,1280
2026-04-22,S033,大根,16,125,2000
2026-04-07,S033,にんじん,49,142,6958
2026-04-23,S033,玉葱,7,102,714
2026-04-23,S033,キャベツ,11,180,1980
2026-04-13,S033,トマト,15,276,4140
2026-04-09,S033,ナス,31,162,5022
2026-04-04,S033,ナス,9,154,1386
2026-04-21,S033,ズッキーニ,32,205,6560
2026-04-26,S033,ズッキーニ,22,214,4708
2026-04-19,S033,ピーマン,5,131,655
2026-04-11,S033,レタス,46,227,10442
2026-04-24,S033,ズッキーニ,25,241,6025
2026-04-21,S033,大根,28,124,3472
2026-04-08,S033,トマト,8,248,1984
2026-04-03,S033,玉葱,6,96,576
2026-04-24,S033,ピーマン,13,137,1781
2026-04-04,S033,ピーマン,24,98,2352
2026-04-28,S033,きゅうり,25,106,2650
2026-04-24,S033,キャベツ,20,163,3260
2026-04-19,S033,大根,13,134,1742
2026-04-14,S033,きゅうり,50,93,4650
2026-04-26,S033,ナス,9,153,1377
2026-04-22,S033,ピーマン,38,104,3952
2026-04-04,S033,レタス,1,214,214
2026-04-28,S033,白菜,21,139,2919
2026-04-27,S033,トマト,15,261,3915
2026-04-22,S033,白菜,10,168,1680
2026-04-10,S033,にんじん,48,142,6816
2026-04-28,S033,ズッキーニ,3,238,714
2026-04-11,S033,トマト,33,274,9042
2026-04-04,S033,トマト,46,266,12236
2026-04-16,S033,ナス,14,151,2114
2026-04-10,S033,ズッキーニ,25,203,5075
2026-04-26,S033,きゅうり,10,115,1150
2026-04-07,S033,ズッキーニ,15,244,3660
2026-04-24,S033,キャベツ,50,171,8550
2026-04-28,S033,白菜,47,155,7285
2026-04-10,S033,ナス,11,121,1331
2026-04-18,S033,レタス,22,207,4554
2026-04-22,S033,白菜,23,178,4094
2026-04-13,S033,レタス,5,213,1065
