日付,店舗,商品,数量,単価,売上
2026-04-21,S041,大根,32,122,3904
2026-04-27,S041,じゃがいも,37,90,3330
2026-04-17,S041,きゅうり,23,109,2507
2026-04-18,S041,にんじん,5,128,640
2026-04-14,S041,ナス,25,124,3100
2026-04-19,S041,玉葱,9,125,1125
2026-04-17,S041,トマト,7,237,1659
2026-04-16,S041,じゃがいも,4,98,392
2026-04-18,S041,きゅうり,2,84,168
2026-04-27,S041,トマト,17,254,4318
2026-04-23,S041,きゅうり,5,80,400
2026-04-10,S041,玉葱,35,111,3885
2026-04-08,S041,大根,40,142,5680
2026-04-10,S041,レタス,40,183,7320
2026-04-18,S041,ズッキーニ,8,237,1896
2026-04-16,S041,トマト,42,231,9702
2026-04-02,S041,きゅうり,27,86,2322
2026-04-07,S041,きゅうり,49,73,3577
2026-04-05,S041,じゃがいも,36,106,3816
2026-04-11,S041,ナス,4,135,540
2026-04-16,S041,玉葱,37,114,4218
2026-04-23,S041,キャベツ,23,164,3772
2026-04-14,S041,ピーマン,48,129,6192
2026-04-03,S041,大根,31,118,3658
2026-04-09,S041,ズッキーニ,3,206,618
2026-04-02,S041,白菜,33,144,4752
2026-04-21,S041,きゅうり,28,100,2800
2026-04-10,S041,じゃがいも,2,63,126
2026-04-01,S041,じゃがいも,35,98,3430
2026-04-28,S041,レタス,44,223,9812
2026-04-24,S041,キャベツ,36,190,6840
2026-04-02,S041,レタス,50,204,10200
2026-04-23,S041,にんじん,28,144,4032
2026-04-14,S041,大根,9,117,1053
2026-04-15,S041,玉葱,40,98,3920
2026-04-12,S041,じゃがいも,22,87,1914
2026-04-02,S041,じゃがいも,15,65,975
2026-04-19,S041,キャベツ,15,186,2790
2026-04-24,S041,大根,37,112,4144
2026-04-26,S041,キャベツ,47,175,8225
2026-04-27,S041,キャベツ,5,163,815
2026-04-05,S041,白菜,12,148,1776
2026-04-02,S041,きゅうり,23,108,2484
2026-04-21,S041,じゃがいも,19,68,1292
2026-04-20,S041,レタス,31,222,6882
2026-04-04,S041,ナス,5,124,620
2026-04-09,S041,大根,14,141,1974
2026-04-23,S041,ズッキーニ,23,214,4922
2026-04-15,S041,ズッキーニ,20,223,4460
2026-04-25,S041,大根,19,151,2869
2026-04-08,S041,大根,18,130,2340
2026-04-23,S041,大根,33,116,3828
2026-04-02,S041,きゅうり,27,115,3105
2026-04-20,S041,白菜,18,135,2430
2026-04-07,S041,にんじん,34,114,3876
2026-04-10,S041,ズッキーニ,36,213,7668
2026-04-04,S041,きゅうり,47,120,5640
2026-04-05,S041,キャベツ,16,204,3264
2026-04-15,S041,ナス,49,149,7301
2026-04-04,S041,キャベツ,32,162,5184
2026-04-09,S041,トマト,38,254,9652
2026-04-10,S041,玉葱,4,92,368
2026-04-28,S041,ピーマン,25,121,3025
2026-04-01,S041,レタス,25,208,5200
2026-04-02,S041,じゃがいも,14,84,1176
2026-04-06,S041,ナス,28,154,4312
2026-04-02,S041,ナス,20,122,2440
2026-04-18,S041,きゅうり,2,108,216
2026-04-25,S041,きゅうり,17,118,2006
2026-04-19,S041,じゃがいも,49,61,2989
2026-04-11,S041,ズッキーニ,40,227,9080
2026-04-28,S041,レタス,47,227,10669
2026-04-25,S041,キャベツ,7,195,1365
2026-04-13,S041,ズッキーニ,44,218,9592
2026-04-28,S041,大根,30,137,4110
2026-04-19,S041,ズッキーニ,37,249,9213
2026-04-17,S041,トマト,11,254,2794
2026-04-15,S041,ズッキーニ,16,208,3328
2026-04-01,S041,トマト,44,247,10868
2026-04-03,S041,じゃがいも,50,94,4700
2026-04-10,S041,きゅうり,37,95,3515
2026-04-02,S041,ピーマン,18,113,2034
2026-04-09,S041,ナス,17,170,2890
2026-04-21,S041,ピーマン,1,97,97
2026-04-10,S041,ピーマン,43,110,4730
2026-04-27,S041,トマト,12,258,3096
2026-04-15,S041,キャベツ,29,160,4640
2026-04-15,S041,キャベツ,23,190,4370
2026-04-21,S041,大根,14,136,1904
2026-04-02,S041,ピーマン,6,107,642
2026-04-20,S041,大根,21,114,2394
2026-04-15,S041,にんじん,17,149,2533
2026-04-26,S041,トマト,17,261,4437
2026-04-05,S041,じゃがいも,41,71,2911
2026-04-05,S041,ピーマン,42,93,3906
2026-04-08,S041,玉葱,42,77,3234
2026-04-06,S041,ナス,33,148,4884
2026-04-19,S041,きゅうり,3,105,315
2026-04-23,S041,じゃがいも,4,105,420
2026-04-09,S041,トマト,2,273,546
