日付,店舗,商品,数量,単価,売上
2026-04-10,S057,キャベツ,26,181,4706
2026-04-22,S057,にんじん,45,130,5850
2026-04-26,S057,白菜,23,162,3726
2026-04-10,S057,トマト,42,275,11550
2026-04-27,S057,レタス,27,195,5265
2026-04-26,S057,トマト,43,250,10750
2026-04-07,S057,じゃがいも,30,69,2070
2026-04-23,S057,にんじん,3,105,315
2026-04-02,S057,ピーマン,8,99,792
2026-04-04,S057,白菜,9,139,1251
2026-04-24,S057,玉葱,19,124,2356
2026-04-11,S057,ズッキーニ,21,237,4977
2026-04-08,S057,ズッキーニ,31,227,7037
2026-04-14,S057,玉葱,42,117,4914
2026-04-22,S057,大根,47,147,6909
2026-04-10,S057,ズッキーニ,14,230,3220
2026-04-21,S057,キャベツ,24,170,4080
2026-04-13,S057,じゃがいも,23,64,1472
2026-04-02,S057,キャベツ,17,184,3128
2026-04-06,S057,白菜,30,172,5160
2026-04-13,S057,ズッキーニ,21,228,4788
2026-04-05,S057,きゅうり,48,115,5520
2026-04-14,S057,ナス,21,168,3528
2026-04-19,S057,ズッキーニ,12,200,2400
2026-04-28,S057,にんじん,17,126,2142
2026-04-03,S057,白菜,22,139,3058
2026-04-02,S057,にんじん,16,132,2112
2026-04-20,S057,白菜,18,142,2556
2026-04-24,S057,にんじん,27,102,2754
2026-04-25,S057,キャベツ,41,183,7503
2026-04-23,S057,きゅうり,40,93,3720
2026-04-11,S057,キャベツ,7,190,1330
2026-04-25,S057,大根,13,123,1599
2026-04-05,S057,きゅうり,44,112,4928
2026-04-28,S057,ズッキーニ,48,232,11136
2026-04-09,S057,大根,26,143,3718
2026-04-19,S057,ピーマン,40,102,4080
2026-04-14,S057,ズッキーニ,3,229,687
2026-04-24,S057,ピーマン,36,108,3888
2026-04-18,S057,白菜,3,148,444
2026-04-11,S057,キャベツ,27,197,5319
2026-04-21,S057,玉葱,31,101,3131
2026-04-15,S057,ピーマン,37,104,3848
2026-04-11,S057,ピーマン,15,118,1770
2026-04-09,S057,トマト,42,232,9744
2026-04-27,S057,じゃがいも,43,97,4171
2026-04-09,S057,レタス,17,180,3060
2026-04-17,S057,じゃがいも,3,74,222
2026-04-27,S057,白菜,16,155,2480
2026-04-01,S057,レタス,4,184,736
2026-04-26,S057,トマト,35,264,9240
2026-04-14,S057,キャベツ,33,206,6798
2026-04-26,S057,ナス,20,169,3380
2026-04-20,S057,ナス,4,151,604
2026-04-19,S057,じゃがいも,35,102,3570
2026-04-18,S057,トマト,50,237,11850
2026-04-28,S057,じゃがいも,25,95,2375
2026-04-24,S057,きゅうり,12,104,1248
2026-04-21,S057,じゃがいも,1,103,103
2026-04-14,S057,玉葱,22,116,2552
2026-04-08,S057,白菜,2,136,272
2026-04-05,S057,ズッキーニ,47,216,10152
2026-04-06,S057,ナス,19,162,3078
2026-04-09,S057,レタス,11,207,2277
2026-04-07,S057,ズッキーニ,11,223,2453
2026-04-04,S057,トマト,20,264,5280
2026-04-23,S057,大根,41,114,4674
2026-04-03,S057,にんじん,8,100,800
2026-04-08,S057,玉葱,50,124,6200
2026-04-26,S057,トマト,12,237,2844
2026-04-25,S057,白菜,22,137,3014
2026-04-17,S057,大根,30,142,4260
2026-04-04,S057,白菜,43,169,7267
2026-04-09,S057,玉葱,23,125,2875
2026-04-03,S057,きゅうり,12,94,1128
2026-04-26,S057,じゃがいも,35,76,2660
2026-04-24,S057,キャベツ,40,210,8400
2026-04-25,S057,玉葱,5,85,425
2026-04-05,S057,きゅうり,11,103,1133
2026-04-27,S057,ズッキーニ,35,212,7420
2026-04-16,S057,ナス,23,121,2783
2026-04-11,S057,レタス,49,207,10143
2026-04-04,S057,大根,50,135,6750
2026-04-07,S057,にんじん,13,139,1807
2026-04-21,S057,白菜,50,167,8350
2026-04-24,S057,ズッキーニ,5,247,1235
2026-04-08,S057,ナス,50,151,7550
2026-04-18,S057,白菜,25,150,3750
2026-04-21,S057,きゅうり,13,72,936
2026-04-02,S057,白菜,13,130,1690
2026-04-19,S057,きゅうり,2,112,224
2026-04-12,S057,ナス,22,146,3212
2026-04-24,S057,キャベツ,21,189,3969
2026-04-03,S057,にんじん,7,138,966
2026-04-17,S057,大根,50,117,5850
2026-04-19,S057,にんじん,31,131,4061
2026-04-18,S057,大根,47,158,7426
2026-04-11,S057,玉葱,40,77,3080
2026-04-26,S057,ナス,21,135,2835
2026-04-10,S057,大根,28,128,3584
