日付,店舗,商品,数量,単価,売上
2026-04-09,S056,白菜,16,159,2544
2026-04-06,S056,ズッキーニ,8,245,1960
2026-04-08,S056,にんじん,41,138,5658
2026-04-25,S056,キャベツ,5,184,920
2026-04-05,S056,キャベツ,19,189,3591
2026-04-17,S056,白菜,44,178,7832
2026-04-13,S056,大根,35,156,5460
2026-04-13,S056,大根,30,151,4530
2026-04-17,S056,きゅうり,39,106,4134
2026-04-23,S056,ズッキーニ,26,248,6448
2026-04-09,S056,大根,27,120,3240
2026-04-17,S056,白菜,9,132,1188
2026-04-07,S056,玉葱,39,98,3822
2026-04-27,S056,トマト,8,268,2144
2026-04-14,S056,レタス,25,199,4975
2026-04-12,S056,キャベツ,21,191,4011
2026-04-07,S056,キャベツ,14,187,2618
2026-04-25,S056,ナス,49,129,6321
2026-04-15,S056,ピーマン,49,137,6713
2026-04-05,S056,ナス,20,145,2900
2026-04-08,S056,にんじん,2,114,228
2026-04-15,S056,トマト,32,255,8160
2026-04-15,S056,ズッキーニ,30,223,6690
2026-04-07,S056,白菜,9,156,1404
2026-04-02,S056,じゃがいも,10,100,1000
2026-04-04,S056,トマト,24,233,5592
2026-04-12,S056,白菜,25,171,4275
2026-04-28,S056,レタス,5,218,1090
2026-04-10,S056,きゅうり,33,105,3465
2026-04-16,S056,キャベツ,31,164,5084
2026-04-12,S056,きゅうり,13,89,1157
2026-04-17,S056,にんじん,1,106,106
2026-04-05,S056,ズッキーニ,46,235,10810
2026-04-09,S056,キャベツ,2,192,384
2026-04-07,S056,ナス,34,143,4862
2026-04-01,S056,白菜,26,151,3926
2026-04-26,S056,ピーマン,30,112,3360
2026-04-20,S056,きゅうり,19,93,1767
2026-04-02,S056,大根,38,117,4446
2026-04-15,S056,白菜,28,178,4984
2026-04-17,S056,キャベツ,43,209,8987
2026-04-18,S056,ズッキーニ,48,236,11328
2026-04-17,S056,玉葱,10,99,990
2026-04-11,S056,ナス,46,148,6808
2026-04-24,S056,ズッキーニ,41,217,8897
2026-04-05,S056,にんじん,49,112,5488
2026-04-03,S056,ピーマン,25,107,2675
2026-04-13,S056,じゃがいも,3,62,186
2026-04-10,S056,キャベツ,9,172,1548
2026-04-14,S056,ピーマン,13,116,1508
2026-04-26,S056,にんじん,28,135,3780
2026-04-19,S056,トマト,14,230,3220
2026-04-03,S056,にんじん,3,116,348
2026-04-24,S056,白菜,5,144,720
2026-04-15,S056,にんじん,44,131,5764
2026-04-04,S056,玉葱,43,104,4472
2026-04-26,S056,きゅうり,40,116,4640
2026-04-12,S056,白菜,17,166,2822
2026-04-18,S056,大根,48,131,6288
2026-04-21,S056,ナス,21,153,3213
2026-04-05,S056,ナス,44,165,7260
2026-04-19,S056,大根,44,127,5588
2026-04-26,S056,ピーマン,50,105,5250
2026-04-08,S056,キャベツ,28,190,5320
2026-04-09,S056,きゅうり,33,89,2937
2026-04-16,S056,ズッキーニ,26,203,5278
2026-04-19,S056,トマト,17,236,4012
2026-04-27,S056,にんじん,36,114,4104
2026-04-28,S056,じゃがいも,16,89,1424
2026-04-05,S056,玉葱,45,109,4905
2026-04-17,S056,きゅうり,27,117,3159
2026-04-13,S056,レタス,37,201,7437
2026-04-10,S056,玉葱,16,85,1360
2026-04-20,S056,白菜,43,134,5762
2026-04-25,S056,きゅうり,4,97,388
2026-04-13,S056,レタス,10,206,2060
2026-04-16,S056,キャベツ,22,183,4026
2026-04-04,S056,トマト,16,261,4176
2026-04-16,S056,レタス,38,193,7334
2026-04-13,S056,レタス,16,198,3168
2026-04-08,S056,ピーマン,11,111,1221
2026-04-06,S056,ピーマン,21,127,2667
2026-04-13,S056,玉葱,7,80,560
2026-04-03,S056,ズッキーニ,1,209,209
2026-04-18,S056,レタス,32,185,5920
2026-04-26,S056,ズッキーニ,42,209,8778
2026-04-02,S056,キャベツ,31,171,5301
2026-04-02,S056,にんじん,19,123,2337
2026-04-22,S056,ナス,45,142,6390
2026-04-22,S056,ピーマン,6,92,552
2026-04-06,S056,トマト,22,236,5192
2026-04-02,S056,ピーマン,6,92,552
2026-04-20,S056,キャベツ,13,210,2730
2026-04-06,S056,レタス,32,186,5952
2026-04-09,S056,ピーマン,19,129,2451
2026-04-27,S056,大根,5,149,745
2026-04-10,S056,にんじん,5,129,645
2026-04-20,S056,トマト,11,271,2981
2026-04-25,S056,ズッキーニ,33,206,6798
2026-04-16,S056,ピーマン,15,134,2010
