日付,店舗,商品,数量,単価,売上
2026-04-10,S067,ナス,30,141,4230
2026-04-24,S067,にんじん,13,104,1352
2026-04-04,S067,にんじん,13,109,1417
2026-04-23,S067,白菜,19,179,3401
2026-04-18,S067,ピーマン,49,137,6713
2026-04-24,S067,白菜,44,169,7436
2026-04-24,S067,玉葱,29,103,2987
2026-04-25,S067,レタス,49,193,9457
2026-04-08,S067,ナス,19,161,3059
2026-04-21,S067,ナス,48,130,6240
2026-04-16,S067,にんじん,2,112,224
2026-04-28,S067,大根,35,134,4690
2026-04-22,S067,にんじん,5,130,650
2026-04-12,S067,ズッキーニ,1,241,241
2026-04-18,S067,キャベツ,5,198,990
2026-04-26,S067,レタス,16,182,2912
2026-04-09,S067,きゅうり,46,110,5060
2026-04-07,S067,キャベツ,25,198,4950
2026-04-26,S067,じゃがいも,21,106,2226
2026-04-18,S067,大根,10,127,1270
2026-04-20,S067,じゃがいも,22,74,1628
2026-04-10,S067,キャベツ,3,204,612
2026-04-26,S067,ナス,48,126,6048
2026-04-17,S067,玉葱,46,100,4600
2026-04-15,S067,白菜,33,148,4884
2026-04-17,S067,玉葱,28,97,2716
2026-04-06,S067,トマト,17,246,4182
2026-04-22,S067,きゅうり,17,86,1462
2026-04-14,S067,キャベツ,35,173,6055
2026-04-27,S067,大根,24,154,3696
2026-04-03,S067,白菜,39,169,6591
2026-04-07,S067,白菜,46,180,8280
2026-04-18,S067,玉葱,1,116,116
2026-04-22,S067,ナス,49,166,8134
2026-04-22,S067,きゅうり,16,111,1776
2026-04-20,S067,玉葱,10,109,1090
2026-04-15,S067,大根,33,152,5016
2026-04-09,S067,大根,48,134,6432
2026-04-26,S067,ピーマン,37,127,4699
2026-04-14,S067,ピーマン,34,122,4148
2026-04-25,S067,にんじん,49,144,7056
2026-04-20,S067,キャベツ,20,180,3600
2026-04-16,S067,ピーマン,45,98,4410
2026-04-27,S067,白菜,7,147,1029
2026-04-27,S067,白菜,44,138,6072
2026-04-09,S067,レタス,15,182,2730
2026-04-26,S067,玉葱,47,113,5311
2026-04-18,S067,ズッキーニ,25,245,6125
2026-04-09,S067,にんじん,18,108,1944
2026-04-07,S067,大根,42,124,5208
2026-04-19,S067,白菜,11,163,1793
2026-04-08,S067,じゃがいも,37,110,4070
2026-04-04,S067,にんじん,8,141,1128
2026-04-22,S067,大根,32,111,3552
2026-04-13,S067,にんじん,37,113,4181
2026-04-06,S067,大根,33,113,3729
2026-04-23,S067,ピーマン,36,103,3708
2026-04-06,S067,にんじん,8,102,816
2026-04-27,S067,玉葱,1,86,86
2026-04-08,S067,にんじん,1,101,101
2026-04-03,S067,ズッキーニ,34,224,7616
2026-04-15,S067,レタス,25,187,4675
2026-04-02,S067,キャベツ,33,200,6600
2026-04-20,S067,ナス,36,163,5868
2026-04-16,S067,ズッキーニ,25,207,5175
2026-04-01,S067,大根,6,128,768
2026-04-07,S067,きゅうり,25,120,3000
2026-04-03,S067,トマト,4,276,1104
2026-04-08,S067,大根,19,130,2470
2026-04-21,S067,じゃがいも,42,65,2730
2026-04-19,S067,大根,49,113,5537
2026-04-26,S067,白菜,18,156,2808
2026-04-26,S067,大根,42,118,4956
2026-04-07,S067,きゅうり,20,96,1920
2026-04-28,S067,ピーマン,21,133,2793
2026-04-26,S067,玉葱,3,75,225
2026-04-07,S067,ズッキーニ,50,201,10050
2026-04-15,S067,レタス,12,180,2160
2026-04-12,S067,トマト,22,277,6094
2026-04-19,S067,レタス,29,184,5336
2026-04-11,S067,キャベツ,45,162,7290
2026-04-14,S067,レタス,43,204,8772
2026-04-14,S067,トマト,6,234,1404
2026-04-01,S067,ナス,26,143,3718
2026-04-10,S067,玉葱,46,80,3680
2026-04-23,S067,じゃがいも,19,60,1140
2026-04-26,S067,白菜,35,150,5250
2026-04-04,S067,レタス,40,217,8680
2026-04-09,S067,ピーマン,31,92,2852
2026-04-17,S067,ピーマン,1,113,113
2026-04-25,S067,大根,49,122,5978
2026-04-14,S067,レタス,36,192,6912
2026-04-10,S067,大根,10,134,1340
2026-04-18,S067,ズッキーニ,37,236,8732
2026-04-20,S067,レタス,11,204,2244
2026-04-20,S067,白菜,1,163,163
2026-04-08,S067,大根,28,145,4060
2026-04-18,S067,大根,41,146,5986
2026-04-04,S067,白菜,34,173,5882
2026-04-22,S067,ナス,32,170,5440
