日付,店舗,商品,数量,単価,売上
2026-04-06,S017,白菜,40,168,6720
2026-04-02,S017,大根,33,158,5214
2026-04-04,S017,玉葱,31,117,3627
2026-04-05,S017,ピーマン,35,90,3150
2026-04-25,S017,ナス,42,147,6174
2026-04-17,S017,レタス,24,182,4368
2026-04-23,S017,大根,28,124,3472
2026-04-26,S017,白菜,50,154,7700
2026-04-12,S017,ピーマン,48,138,6624
2026-04-27,S017,ズッキーニ,37,206,7622
2026-04-14,S017,にんじん,17,130,2210
2026-04-25,S017,じゃがいも,6,78,468
2026-04-20,S017,大根,27,126,3402
2026-04-07,S017,キャベツ,46,207,9522
2026-04-26,S017,キャベツ,37,193,7141
2026-04-04,S017,大根,1,134,134
2026-04-21,S017,じゃがいも,45,80,3600
2026-04-14,S017,きゅうり,7,79,553
2026-04-14,S017,ナス,38,136,5168
2026-04-09,S017,大根,28,146,4088
2026-04-12,S017,ピーマン,18,133,2394
2026-04-13,S017,じゃがいも,27,95,2565
2026-04-26,S017,大根,31,121,3751
2026-04-12,S017,大根,36,140,5040
2026-04-09,S017,トマト,37,252,9324
2026-04-25,S017,ズッキーニ,26,247,6422
2026-04-05,S017,ナス,8,167,1336
2026-04-08,S017,白菜,45,140,6300
2026-04-04,S017,じゃがいも,33,85,2805
2026-04-26,S017,きゅうり,36,109,3924
2026-04-23,S017,ナス,46,123,5658
2026-04-06,S017,レタス,41,180,7380
2026-04-26,S017,玉葱,10,105,1050
2026-04-20,S017,レタス,6,184,1104
2026-04-09,S017,じゃがいも,24,65,1560
2026-04-20,S017,キャベツ,47,184,8648
2026-04-13,S017,ピーマン,42,123,5166
2026-04-10,S017,ズッキーニ,39,203,7917
2026-04-25,S017,にんじん,41,131,5371
2026-04-15,S017,キャベツ,13,202,2626
2026-04-26,S017,大根,19,122,2318
2026-04-02,S017,ピーマン,33,123,4059
2026-04-23,S017,じゃがいも,40,70,2800
2026-04-22,S017,キャベツ,24,175,4200
2026-04-21,S017,キャベツ,11,165,1815
2026-04-09,S017,レタス,23,222,5106
2026-04-13,S017,レタス,38,192,7296
2026-04-17,S017,キャベツ,48,205,9840
2026-04-03,S017,玉葱,36,93,3348
2026-04-24,S017,大根,38,132,5016
2026-04-12,S017,トマト,15,268,4020
2026-04-07,S017,白菜,26,166,4316
2026-04-01,S017,トマト,12,256,3072
2026-04-17,S017,玉葱,36,79,2844
2026-04-17,S017,トマト,22,237,5214
2026-04-26,S017,大根,17,144,2448
2026-04-27,S017,ピーマン,17,134,2278
2026-04-15,S017,レタス,37,210,7770
2026-04-25,S017,じゃがいも,49,81,3969
2026-04-25,S017,白菜,44,159,6996
2026-04-19,S017,キャベツ,31,167,5177
2026-04-09,S017,玉葱,25,115,2875
2026-04-26,S017,じゃがいも,44,104,4576
2026-04-08,S017,きゅうり,27,92,2484
2026-04-17,S017,大根,1,154,154
2026-04-27,S017,トマト,16,248,3968
2026-04-03,S017,レタス,44,227,9988
2026-04-27,S017,きゅうり,5,105,525
2026-04-06,S017,白菜,21,152,3192
2026-04-07,S017,ピーマン,18,101,1818
2026-04-24,S017,ナス,13,151,1963
2026-04-24,S017,じゃがいも,16,107,1712
2026-04-08,S017,トマト,14,244,3416
2026-04-07,S017,じゃがいも,40,82,3280
2026-04-05,S017,玉葱,8,80,640
2026-04-22,S017,ナス,32,159,5088
2026-04-01,S017,大根,3,140,420
2026-04-12,S017,ピーマン,21,121,2541
2026-04-19,S017,トマト,32,241,7712
2026-04-25,S017,大根,18,135,2430
2026-04-08,S017,ピーマン,9,93,837
2026-04-17,S017,レタス,31,214,6634
2026-04-02,S017,大根,23,135,3105
2026-04-28,S017,ナス,50,131,6550
2026-04-15,S017,玉葱,45,108,4860
2026-04-15,S017,きゅうり,45,70,3150
2026-04-01,S017,ナス,14,144,2016
2026-04-19,S017,玉葱,21,98,2058
2026-04-20,S017,トマト,12,265,3180
2026-04-09,S017,じゃがいも,18,90,1620
2026-04-20,S017,きゅうり,24,81,1944
2026-04-16,S017,レタス,14,206,2884
2026-04-23,S017,きゅうり,24,95,2280
2026-04-09,S017,白菜,12,166,1992
2026-04-05,S017,ピーマン,44,104,4576
2026-04-27,S017,玉葱,47,92,4324
2026-04-26,S017,じゃがいも,36,87,3132
2026-04-28,S017,レタス,13,189,2457
2026-04-26,S017,ズッキーニ,10,230,2300
2026-04-26,S017,キャベツ,12,186,2232
