日付,店舗,商品,数量,単価,売上
2026-04-17,S062,レタス,11,216,2376
2026-04-18,S062,きゅうり,48,101,4848
2026-04-26,S062,ズッキーニ,44,238,10472
2026-04-15,S062,じゃがいも,49,87,4263
2026-04-28,S062,じゃがいも,35,75,2625
2026-04-04,S062,大根,12,144,1728
2026-04-22,S062,きゅうり,27,71,1917
2026-04-11,S062,じゃがいも,37,108,3996
2026-04-15,S062,ズッキーニ,2,231,462
2026-04-26,S062,ズッキーニ,38,234,8892
2026-04-24,S062,ナス,28,145,4060
2026-04-22,S062,玉葱,30,105,3150
2026-04-23,S062,キャベツ,26,191,4966
2026-04-08,S062,レタス,34,229,7786
2026-04-26,S062,にんじん,1,123,123
2026-04-25,S062,キャベツ,25,194,4850
2026-04-05,S062,玉葱,43,85,3655
2026-04-06,S062,じゃがいも,41,82,3362
2026-04-11,S062,ナス,11,125,1375
2026-04-13,S062,ナス,43,143,6149
2026-04-01,S062,きゅうり,35,98,3430
2026-04-04,S062,ナス,17,145,2465
2026-04-19,S062,にんじん,47,104,4888
2026-04-17,S062,ナス,50,131,6550
2026-04-03,S062,ピーマン,9,110,990
2026-04-19,S062,レタス,30,228,6840
2026-04-20,S062,キャベツ,36,197,7092
2026-04-18,S062,ナス,18,135,2430
2026-04-14,S062,ピーマン,39,124,4836
2026-04-10,S062,大根,2,120,240
2026-04-05,S062,キャベツ,22,162,3564
2026-04-20,S062,ズッキーニ,47,214,10058
2026-04-22,S062,大根,28,156,4368
2026-04-20,S062,ズッキーニ,45,216,9720
2026-04-17,S062,トマト,42,238,9996
2026-04-10,S062,ピーマン,22,137,3014
2026-04-20,S062,大根,36,150,5400
2026-04-03,S062,ナス,6,138,828
2026-04-12,S062,白菜,41,164,6724
2026-04-17,S062,白菜,49,132,6468
2026-04-23,S062,ナス,29,125,3625
2026-04-12,S062,にんじん,16,134,2144
2026-04-13,S062,白菜,25,160,4000
2026-04-07,S062,大根,50,152,7600
2026-04-06,S062,キャベツ,40,188,7520
2026-04-09,S062,レタス,50,184,9200
2026-04-20,S062,玉葱,47,115,5405
2026-04-22,S062,白菜,32,169,5408
2026-04-18,S062,白菜,25,164,4100
2026-04-05,S062,ピーマン,37,117,4329
2026-04-17,S062,白菜,46,139,6394
2026-04-27,S062,にんじん,21,133,2793
2026-04-19,S062,じゃがいも,32,107,3424
2026-04-02,S062,ナス,35,140,4900
2026-04-22,S062,大根,1,135,135
2026-04-21,S062,にんじん,44,140,6160
2026-04-26,S062,じゃがいも,24,63,1512
2026-04-23,S062,トマト,2,272,544
2026-04-28,S062,きゅうり,49,94,4606
2026-04-13,S062,ズッキーニ,40,221,8840
2026-04-22,S062,白菜,37,132,4884
2026-04-01,S062,ナス,8,130,1040
2026-04-09,S062,大根,12,159,1908
2026-04-24,S062,きゅうり,24,87,2088
2026-04-09,S062,にんじん,34,125,4250
2026-04-15,S062,ピーマン,26,102,2652
2026-04-05,S062,きゅうり,40,88,3520
2026-04-06,S062,ナス,16,160,2560
2026-04-05,S062,ナス,35,167,5845
2026-04-19,S062,トマト,26,244,6344
2026-04-28,S062,じゃがいも,35,96,3360
2026-04-04,S062,きゅうり,26,80,2080
2026-04-09,S062,玉葱,44,118,5192
2026-04-11,S062,にんじん,35,148,5180
2026-04-11,S062,ズッキーニ,31,211,6541
2026-04-11,S062,レタス,11,216,2376
2026-04-06,S062,レタス,38,194,7372
2026-04-28,S062,ズッキーニ,15,221,3315
2026-04-17,S062,ピーマン,44,113,4972
2026-04-04,S062,じゃがいも,33,66,2178
2026-04-18,S062,ズッキーニ,26,223,5798
2026-04-12,S062,キャベツ,42,191,8022
2026-04-17,S062,トマト,25,265,6625
2026-04-11,S062,キャベツ,40,180,7200
2026-04-25,S062,白菜,50,173,8650
2026-04-10,S062,トマト,15,230,3450
2026-04-07,S062,トマト,41,269,11029
2026-04-04,S062,ナス,33,156,5148
2026-04-03,S062,玉葱,31,113,3503
2026-04-16,S062,にんじん,4,112,448
2026-04-17,S062,ズッキーニ,22,237,5214
2026-04-08,S062,トマト,3,235,705
2026-04-27,S062,きゅうり,14,95,1330
2026-04-10,S062,玉葱,21,93,1953
2026-04-15,S062,玉葱,21,95,1995
2026-04-07,S062,玉葱,14,121,1694
2026-04-06,S062,きゅうり,40,83,3320
2026-04-27,S062,レタス,31,226,7006
2026-04-28,S062,大根,7,125,875
2026-04-26,S062,レタス,29,200,5800
