日付,店舗,商品,数量,単価,売上
2026-04-08,S051,にんじん,41,112,4592
2026-04-11,S051,ナス,47,148,6956
2026-04-01,S051,白菜,5,145,725
2026-04-20,S051,大根,19,145,2755
2026-04-06,S051,にんじん,36,120,4320
2026-04-02,S051,玉葱,44,79,3476
2026-04-14,S051,大根,35,111,3885
2026-04-20,S051,ズッキーニ,11,246,2706
2026-04-11,S051,きゅうり,3,79,237
2026-04-04,S051,ナス,15,120,1800
2026-04-13,S051,キャベツ,37,163,6031
2026-04-27,S051,レタス,50,216,10800
2026-04-04,S051,じゃがいも,49,100,4900
2026-04-02,S051,ピーマン,35,94,3290
2026-04-01,S051,ナス,31,156,4836
2026-04-21,S051,レタス,19,223,4237
2026-04-20,S051,レタス,29,227,6583
2026-04-08,S051,ナス,32,159,5088
2026-04-09,S051,きゅうり,41,99,4059
2026-04-16,S051,にんじん,30,134,4020
2026-04-12,S051,じゃがいも,10,78,780
2026-04-21,S051,ズッキーニ,12,224,2688
2026-04-09,S051,にんじん,24,147,3528
2026-04-01,S051,レタス,20,189,3780
2026-04-02,S051,白菜,27,175,4725
2026-04-18,S051,じゃがいも,26,68,1768
2026-04-27,S051,ナス,23,133,3059
2026-04-13,S051,レタス,27,209,5643
2026-04-24,S051,白菜,29,154,4466
2026-04-15,S051,きゅうり,22,90,1980
2026-04-22,S051,レタス,9,226,2034
2026-04-17,S051,じゃがいも,16,73,1168
2026-04-23,S051,じゃがいも,37,72,2664
2026-04-28,S051,ズッキーニ,43,250,10750
2026-04-20,S051,きゅうり,30,105,3150
2026-04-28,S051,レタス,24,221,5304
2026-04-10,S051,じゃがいも,26,69,1794
2026-04-16,S051,玉葱,35,116,4060
2026-04-15,S051,トマト,50,269,13450
2026-04-14,S051,キャベツ,13,173,2249
2026-04-11,S051,大根,11,152,1672
2026-04-13,S051,大根,28,121,3388
2026-04-15,S051,キャベツ,45,173,7785
2026-04-13,S051,ピーマン,43,101,4343
2026-04-09,S051,ズッキーニ,44,236,10384
2026-04-25,S051,にんじん,42,125,5250
2026-04-19,S051,じゃがいも,10,86,860
2026-04-11,S051,白菜,16,177,2832
2026-04-05,S051,白菜,21,169,3549
2026-04-25,S051,ピーマン,34,137,4658
2026-04-21,S051,キャベツ,44,166,7304
2026-04-26,S051,玉葱,6,76,456
2026-04-01,S051,キャベツ,22,165,3630
2026-04-11,S051,きゅうり,13,117,1521
2026-04-05,S051,じゃがいも,20,64,1280
2026-04-12,S051,ピーマン,21,127,2667
2026-04-27,S051,白菜,31,151,4681
2026-04-23,S051,にんじん,19,119,2261
2026-04-04,S051,大根,11,119,1309
2026-04-06,S051,レタス,8,214,1712
2026-04-20,S051,レタス,11,215,2365
2026-04-18,S051,ナス,31,164,5084
2026-04-09,S051,ズッキーニ,16,207,3312
2026-04-22,S051,にんじん,29,106,3074
2026-04-25,S051,キャベツ,9,184,1656
2026-04-16,S051,レタス,31,190,5890
2026-04-25,S051,キャベツ,38,204,7752
2026-04-27,S051,きゅうり,29,107,3103
2026-04-19,S051,にんじん,29,101,2929
2026-04-16,S051,ナス,37,142,5254
2026-04-11,S051,玉葱,24,79,1896
2026-04-06,S051,にんじん,40,119,4760
2026-04-22,S051,レタス,10,187,1870
2026-04-26,S051,ナス,13,160,2080
2026-04-11,S051,トマト,46,280,12880
2026-04-26,S051,玉葱,23,113,2599
2026-04-26,S051,白菜,2,169,338
2026-04-19,S051,レタス,11,203,2233
2026-04-28,S051,トマト,13,262,3406
2026-04-09,S051,大根,2,141,282
2026-04-11,S051,にんじん,4,141,564
2026-04-08,S051,ズッキーニ,20,216,4320
2026-04-15,S051,レタス,22,182,4004
2026-04-09,S051,ズッキーニ,49,242,11858
2026-04-15,S051,ナス,6,141,846
2026-04-18,S051,キャベツ,9,199,1791
2026-04-01,S051,ズッキーニ,37,201,7437
2026-04-10,S051,レタス,13,210,2730
2026-04-13,S051,レタス,3,224,672
2026-04-22,S051,トマト,45,254,11430
2026-04-11,S051,きゅうり,33,120,3960
2026-04-14,S051,レタス,46,201,9246
2026-04-05,S051,きゅうり,47,86,4042
2026-04-18,S051,じゃがいも,32,78,2496
2026-04-09,S051,玉葱,29,117,3393
2026-04-03,S051,ナス,21,152,3192
2026-04-04,S051,キャベツ,9,208,1872
2026-04-04,S051,じゃがいも,5,71,355
2026-04-12,S051,玉葱,10,111,1110
2026-04-26,S051,じゃがいも,50,65,3250
