日付,店舗,商品,数量,単価,売上
2026-04-06,S013,レタス,32,204,6528
2026-04-12,S013,大根,25,116,2900
2026-04-27,S013,白菜,37,171,6327
2026-04-25,S013,ナス,15,130,1950
2026-04-15,S013,玉葱,3,93,279
2026-04-01,S013,きゅうり,17,76,1292
2026-04-03,S013,きゅうり,11,94,1034
2026-04-06,S013,ズッキーニ,5,235,1175
2026-04-03,S013,きゅうり,39,109,4251
2026-04-16,S013,ズッキーニ,2,227,454
2026-04-21,S013,にんじん,39,127,4953
2026-04-06,S013,キャベツ,7,181,1267
2026-04-07,S013,じゃがいも,27,104,2808
2026-04-18,S013,ズッキーニ,47,234,10998
2026-04-09,S013,ナス,19,139,2641
2026-04-08,S013,玉葱,4,100,400
2026-04-19,S013,大根,32,119,3808
2026-04-02,S013,きゅうり,1,97,97
2026-04-03,S013,トマト,43,270,11610
2026-04-20,S013,白菜,13,136,1768
2026-04-01,S013,じゃがいも,11,100,1100
2026-04-10,S013,玉葱,31,82,2542
2026-04-10,S013,レタス,31,211,6541
2026-04-22,S013,トマト,6,271,1626
2026-04-18,S013,レタス,12,203,2436
2026-04-13,S013,きゅうり,12,98,1176
2026-04-02,S013,トマト,29,259,7511
2026-04-09,S013,じゃがいも,18,96,1728
2026-04-02,S013,にんじん,49,144,7056
2026-04-22,S013,玉葱,6,117,702
2026-04-12,S013,大根,27,158,4266
2026-04-19,S013,じゃがいも,36,63,2268
2026-04-27,S013,レタス,34,206,7004
2026-04-18,S013,ナス,31,156,4836
2026-04-08,S013,白菜,20,135,2700
2026-04-13,S013,ズッキーニ,3,232,696
2026-04-19,S013,大根,37,153,5661
2026-04-20,S013,にんじん,8,148,1184
2026-04-15,S013,にんじん,11,113,1243
2026-04-26,S013,じゃがいも,9,62,558
2026-04-14,S013,玉葱,44,102,4488
2026-04-07,S013,ナス,10,158,1580
2026-04-09,S013,きゅうり,47,74,3478
2026-04-03,S013,レタス,36,205,7380
2026-04-18,S013,きゅうり,18,103,1854
2026-04-15,S013,キャベツ,45,199,8955
2026-04-19,S013,大根,27,117,3159
2026-04-14,S013,にんじん,10,136,1360
2026-04-19,S013,ピーマン,49,96,4704
2026-04-04,S013,ピーマン,50,96,4800
2026-04-26,S013,トマト,35,252,8820
2026-04-14,S013,トマト,25,271,6775
2026-04-16,S013,ピーマン,39,120,4680
2026-04-02,S013,にんじん,18,125,2250
2026-04-05,S013,ピーマン,39,133,5187
2026-04-23,S013,レタス,3,205,615
2026-04-11,S013,ズッキーニ,16,203,3248
2026-04-24,S013,白菜,18,153,2754
2026-04-01,S013,きゅうり,20,89,1780
2026-04-09,S013,白菜,45,173,7785
2026-04-04,S013,じゃがいも,9,79,711
2026-04-24,S013,白菜,50,150,7500
2026-04-09,S013,ズッキーニ,27,238,6426
2026-04-21,S013,玉葱,13,103,1339
2026-04-07,S013,レタス,48,211,10128
2026-04-25,S013,大根,24,113,2712
2026-04-17,S013,にんじん,5,119,595
2026-04-23,S013,大根,26,118,3068
2026-04-25,S013,大根,37,111,4107
2026-04-06,S013,じゃがいも,13,63,819
2026-04-08,S013,キャベツ,30,163,4890
2026-04-12,S013,ズッキーニ,13,217,2821
2026-04-12,S013,白菜,33,155,5115
2026-04-21,S013,玉葱,44,76,3344
2026-04-08,S013,きゅうり,32,108,3456
2026-04-15,S013,にんじん,31,137,4247
2026-04-18,S013,きゅうり,23,80,1840
2026-04-27,S013,トマト,48,274,13152
2026-04-03,S013,トマト,2,254,508
2026-04-02,S013,にんじん,37,149,5513
2026-04-07,S013,じゃがいも,42,74,3108
2026-04-22,S013,じゃがいも,18,101,1818
2026-04-14,S013,大根,2,159,318
2026-04-25,S013,ナス,1,150,150
2026-04-05,S013,ナス,12,158,1896
2026-04-26,S013,キャベツ,15,176,2640
2026-04-20,S013,トマト,46,275,12650
2026-04-21,S013,トマト,28,254,7112
2026-04-28,S013,きゅうり,30,86,2580
2026-04-07,S013,白菜,20,173,3460
2026-04-17,S013,ピーマン,26,127,3302
2026-04-04,S013,キャベツ,33,202,6666
2026-04-27,S013,きゅうり,36,111,3996
2026-04-20,S013,ピーマン,19,109,2071
2026-04-22,S013,玉葱,31,79,2449
2026-04-11,S013,トマト,41,250,10250
2026-04-28,S013,トマト,17,271,4607
2026-04-23,S013,ナス,20,132,2640
2026-04-05,S013,大根,49,125,6125
2026-04-02,S013,ピーマン,26,132,3432
