日付,店舗,商品,数量,単価,売上
2026-04-27,S044,レタス,38,226,8588
2026-04-10,S044,きゅうり,40,119,4760
2026-04-13,S044,トマト,36,264,9504
2026-04-21,S044,ナス,13,124,1612
2026-04-19,S044,にんじん,7,146,1022
2026-04-07,S044,トマト,12,246,2952
2026-04-19,S044,玉葱,9,108,972
2026-04-19,S044,ナス,50,144,7200
2026-04-11,S044,ピーマン,50,127,6350
2026-04-20,S044,トマト,48,269,12912
2026-04-22,S044,白菜,14,140,1960
2026-04-01,S044,じゃがいも,14,65,910
2026-04-26,S044,ピーマン,10,99,990
2026-04-06,S044,白菜,1,150,150
2026-04-03,S044,キャベツ,9,192,1728
2026-04-26,S044,白菜,28,172,4816
2026-04-16,S044,きゅうり,20,102,2040
2026-04-25,S044,玉葱,16,110,1760
2026-04-13,S044,レタス,50,204,10200
2026-04-23,S044,白菜,23,149,3427
2026-04-27,S044,大根,21,143,3003
2026-04-03,S044,ピーマン,14,100,1400
2026-04-21,S044,トマト,46,239,10994
2026-04-27,S044,レタス,36,208,7488
2026-04-16,S044,ズッキーニ,17,243,4131
2026-04-04,S044,大根,28,151,4228
2026-04-12,S044,にんじん,2,123,246
2026-04-28,S044,白菜,50,172,8600
2026-04-12,S044,ズッキーニ,28,213,5964
2026-04-20,S044,大根,13,134,1742
2026-04-12,S044,にんじん,48,100,4800
2026-04-07,S044,白菜,24,163,3912
2026-04-07,S044,キャベツ,38,179,6802
2026-04-11,S044,玉葱,24,91,2184
2026-04-17,S044,キャベツ,39,177,6903
2026-04-02,S044,ナス,18,161,2898
2026-04-16,S044,レタス,3,224,672
2026-04-23,S044,トマト,18,270,4860
2026-04-02,S044,ピーマン,2,135,270
2026-04-16,S044,ピーマン,41,119,4879
2026-04-16,S044,にんじん,31,147,4557
2026-04-28,S044,ナス,49,154,7546
2026-04-26,S044,玉葱,3,98,294
2026-04-01,S044,ピーマン,46,99,4554
2026-04-23,S044,ズッキーニ,12,208,2496
2026-04-03,S044,レタス,8,183,1464
2026-04-15,S044,ナス,46,123,5658
2026-04-11,S044,玉葱,35,92,3220
2026-04-28,S044,じゃがいも,42,99,4158
2026-04-24,S044,キャベツ,22,203,4466
2026-04-28,S044,きゅうり,46,80,3680
2026-04-19,S044,ズッキーニ,24,233,5592
2026-04-01,S044,ナス,26,146,3796
2026-04-27,S044,ナス,43,123,5289
2026-04-03,S044,じゃがいも,49,92,4508
2026-04-05,S044,ズッキーニ,18,205,3690
2026-04-06,S044,白菜,3,147,441
2026-04-20,S044,じゃがいも,45,92,4140
2026-04-14,S044,にんじん,41,147,6027
2026-04-27,S044,キャベツ,20,177,3540
2026-04-18,S044,きゅうり,8,91,728
2026-04-15,S044,ピーマン,45,95,4275
2026-04-19,S044,白菜,6,137,822
2026-04-03,S044,にんじん,47,105,4935
2026-04-06,S044,きゅうり,38,110,4180
2026-04-01,S044,にんじん,1,113,113
2026-04-21,S044,きゅうり,30,75,2250
2026-04-24,S044,じゃがいも,20,103,2060
2026-04-21,S044,じゃがいも,48,108,5184
2026-04-24,S044,にんじん,20,103,2060
2026-04-13,S044,ズッキーニ,19,211,4009
2026-04-09,S044,にんじん,37,120,4440
2026-04-14,S044,じゃがいも,13,77,1001
2026-04-07,S044,にんじん,19,116,2204
2026-04-23,S044,白菜,17,135,2295
2026-04-16,S044,きゅうり,38,93,3534
2026-04-12,S044,ナス,34,148,5032
2026-04-27,S044,ナス,44,130,5720
2026-04-02,S044,ピーマン,25,99,2475
2026-04-18,S044,ピーマン,14,134,1876
2026-04-14,S044,きゅうり,42,113,4746
2026-04-26,S044,トマト,14,251,3514
2026-04-23,S044,大根,36,157,5652
2026-04-26,S044,トマト,6,262,1572
2026-04-25,S044,じゃがいも,17,73,1241
2026-04-15,S044,トマト,3,237,711
2026-04-17,S044,ナス,41,131,5371
2026-04-16,S044,にんじん,30,137,4110
2026-04-11,S044,きゅうり,37,94,3478
2026-04-22,S044,ピーマン,3,110,330
2026-04-23,S044,玉葱,41,97,3977
2026-04-28,S044,キャベツ,11,186,2046
2026-04-16,S044,きゅうり,22,111,2442
2026-04-04,S044,にんじん,23,119,2737
2026-04-06,S044,白菜,35,141,4935
2026-04-25,S044,キャベツ,29,199,5771
2026-04-15,S044,ピーマン,37,134,4958
2026-04-14,S044,ズッキーニ,26,230,5980
2026-04-27,S044,じゃがいも,17,106,1802
2026-04-12,S044,ピーマン,22,120,2640
