日付,店舗,商品,数量,単価,売上
2026-04-06,S003,キャベツ,17,184,3128
2026-04-11,S003,じゃがいも,30,80,2400
2026-04-11,S003,レタス,18,228,4104
2026-04-27,S003,レタス,17,185,3145
2026-04-16,S003,キャベツ,48,194,9312
2026-04-02,S003,きゅうり,15,111,1665
2026-04-03,S003,ナス,3,168,504
2026-04-01,S003,じゃがいも,13,61,793
2026-04-20,S003,にんじん,16,108,1728
2026-04-16,S003,ナス,8,156,1248
2026-04-07,S003,白菜,45,146,6570
2026-04-25,S003,きゅうり,11,108,1188
2026-04-20,S003,ズッキーニ,46,207,9522
2026-04-25,S003,にんじん,20,106,2120
2026-04-19,S003,キャベツ,20,196,3920
2026-04-22,S003,レタス,26,225,5850
2026-04-07,S003,玉葱,38,119,4522
2026-04-27,S003,ナス,16,126,2016
2026-04-23,S003,トマト,44,268,11792
2026-04-26,S003,玉葱,37,125,4625
2026-04-02,S003,きゅうり,35,97,3395
2026-04-22,S003,きゅうり,5,102,510
2026-04-21,S003,きゅうり,1,96,96
2026-04-27,S003,白菜,7,157,1099
2026-04-12,S003,ナス,30,165,4950
2026-04-05,S003,レタス,12,226,2712
2026-04-17,S003,ナス,18,159,2862
2026-04-26,S003,大根,50,140,7000
2026-04-15,S003,レタス,47,217,10199
2026-04-09,S003,きゅうり,16,75,1200
2026-04-09,S003,白菜,16,178,2848
2026-04-15,S003,ピーマン,40,132,5280
2026-04-13,S003,きゅうり,2,101,202
2026-04-28,S003,きゅうり,12,101,1212
2026-04-07,S003,きゅうり,17,91,1547
2026-04-09,S003,ピーマン,45,107,4815
2026-04-18,S003,キャベツ,34,172,5848
2026-04-03,S003,じゃがいも,47,86,4042
2026-04-16,S003,大根,49,125,6125
2026-04-23,S003,白菜,42,175,7350
2026-04-16,S003,白菜,2,135,270
2026-04-10,S003,じゃがいも,26,104,2704
2026-04-08,S003,トマト,43,267,11481
2026-04-12,S003,白菜,36,163,5868
2026-04-12,S003,レタス,48,215,10320
2026-04-11,S003,きゅうり,45,99,4455
2026-04-09,S003,トマト,17,244,4148
2026-04-04,S003,ズッキーニ,13,220,2860
2026-04-04,S003,ズッキーニ,35,248,8680
2026-04-23,S003,にんじん,13,113,1469
2026-04-24,S003,白菜,18,176,3168
2026-04-19,S003,大根,39,128,4992
2026-04-04,S003,じゃがいも,19,74,1406
2026-04-12,S003,にんじん,20,100,2000
2026-04-23,S003,大根,9,127,1143
2026-04-02,S003,キャベツ,36,178,6408
2026-04-23,S003,にんじん,41,148,6068
2026-04-16,S003,玉葱,1,111,111
2026-04-10,S003,白菜,31,158,4898
2026-04-11,S003,にんじん,4,116,464
2026-04-28,S003,白菜,8,134,1072
2026-04-13,S003,白菜,5,166,830
2026-04-21,S003,ナス,4,129,516
2026-04-05,S003,ピーマン,20,95,1900
2026-04-08,S003,玉葱,36,123,4428
2026-04-14,S003,ピーマン,39,140,5460
2026-04-20,S003,じゃがいも,50,93,4650
2026-04-13,S003,白菜,29,149,4321
2026-04-28,S003,ピーマン,28,109,3052
2026-04-19,S003,ピーマン,4,129,516
2026-04-24,S003,玉葱,49,88,4312
2026-04-21,S003,じゃがいも,17,102,1734
2026-04-03,S003,にんじん,16,111,1776
2026-04-18,S003,玉葱,11,75,825
2026-04-14,S003,白菜,45,168,7560
2026-04-16,S003,トマト,3,244,732
2026-04-10,S003,ズッキーニ,19,244,4636
2026-04-28,S003,白菜,5,173,865
2026-04-08,S003,トマト,41,267,10947
2026-04-22,S003,じゃがいも,28,67,1876
2026-04-18,S003,じゃがいも,42,69,2898
2026-04-09,S003,にんじん,5,103,515
2026-04-06,S003,トマト,39,277,10803
2026-04-27,S003,ピーマン,19,118,2242
2026-04-04,S003,白菜,45,149,6705
2026-04-23,S003,レタス,18,212,3816
2026-04-18,S003,白菜,29,135,3915
2026-04-20,S003,キャベツ,28,207,5796
2026-04-11,S003,ピーマン,17,91,1547
2026-04-03,S003,じゃがいも,44,96,4224
2026-04-19,S003,キャベツ,49,203,9947
2026-04-27,S003,トマト,37,232,8584
2026-04-25,S003,にんじん,31,133,4123
2026-04-21,S003,白菜,18,141,2538
2026-04-19,S003,レタス,41,211,8651
2026-04-03,S003,白菜,23,156,3588
2026-04-11,S003,きゅうり,43,76,3268
2026-04-28,S003,にんじん,22,126,2772
2026-04-23,S003,白菜,19,172,3268
2026-04-13,S003,大根,3,139,417
