日付,店舗,商品,数量,単価,売上
2026-04-22,S002,ナス,20,149,2980
2026-04-11,S002,玉葱,1,104,104
2026-04-20,S002,ピーマン,7,94,658
2026-04-18,S002,じゃがいも,33,76,2508
2026-04-05,S002,きゅうり,5,85,425
2026-04-12,S002,トマト,11,258,2838
2026-04-27,S002,大根,46,129,5934
2026-04-20,S002,ナス,34,120,4080
2026-04-22,S002,大根,20,152,3040
2026-04-04,S002,にんじん,17,107,1819
2026-04-04,S002,ズッキーニ,36,209,7524
2026-04-09,S002,トマト,39,243,9477
2026-04-23,S002,きゅうり,14,113,1582
2026-04-21,S002,トマト,33,261,8613
2026-04-09,S002,キャベツ,6,200,1200
2026-04-14,S002,トマト,3,230,690
2026-04-11,S002,にんじん,41,116,4756
2026-04-06,S002,ズッキーニ,29,235,6815
2026-04-23,S002,レタス,36,180,6480
2026-04-04,S002,玉葱,45,84,3780
2026-04-18,S002,キャベツ,24,197,4728
2026-04-18,S002,にんじん,28,108,3024
2026-04-02,S002,トマト,24,280,6720
2026-04-28,S002,キャベツ,23,173,3979
2026-04-22,S002,じゃがいも,43,66,2838
2026-04-12,S002,大根,27,149,4023
2026-04-24,S002,にんじん,16,110,1760
2026-04-26,S002,にんじん,27,101,2727
2026-04-06,S002,ズッキーニ,22,250,5500
2026-04-14,S002,ナス,48,135,6480
2026-04-09,S002,にんじん,45,106,4770
2026-04-13,S002,キャベツ,31,174,5394
2026-04-07,S002,白菜,23,149,3427
2026-04-27,S002,じゃがいも,15,61,915
2026-04-22,S002,じゃがいも,26,81,2106
2026-04-09,S002,玉葱,50,92,4600
2026-04-12,S002,ナス,33,145,4785
2026-04-22,S002,大根,22,111,2442
2026-04-04,S002,トマト,12,267,3204
2026-04-09,S002,キャベツ,7,198,1386
2026-04-14,S002,きゅうり,47,120,5640
2026-04-11,S002,レタス,39,212,8268
2026-04-04,S002,レタス,37,192,7104
2026-04-09,S002,キャベツ,46,187,8602
2026-04-01,S002,大根,35,153,5355
2026-04-24,S002,ズッキーニ,48,242,11616
2026-04-07,S002,きゅうり,28,74,2072
2026-04-22,S002,きゅうり,40,90,3600
2026-04-22,S002,玉葱,47,94,4418
2026-04-17,S002,トマト,43,256,11008
2026-04-11,S002,レタス,45,198,8910
2026-04-18,S002,にんじん,13,126,1638
2026-04-22,S002,レタス,44,227,9988
2026-04-06,S002,ピーマン,37,109,4033
2026-04-13,S002,大根,1,129,129
2026-04-10,S002,じゃがいも,28,110,3080
2026-04-19,S002,ピーマン,42,110,4620
2026-04-15,S002,白菜,29,173,5017
2026-04-07,S002,大根,31,160,4960
2026-04-26,S002,ズッキーニ,11,242,2662
2026-04-03,S002,トマト,33,272,8976
2026-04-21,S002,ピーマン,22,95,2090
2026-04-27,S002,じゃがいも,44,79,3476
2026-04-08,S002,じゃがいも,10,61,610
2026-04-02,S002,じゃがいも,31,99,3069
2026-04-28,S002,玉葱,30,101,3030
2026-04-21,S002,ピーマン,13,135,1755
2026-04-23,S002,レタス,32,205,6560
2026-04-08,S002,にんじん,42,144,6048
2026-04-01,S002,玉葱,50,102,5100
2026-04-08,S002,にんじん,45,133,5985
2026-04-15,S002,キャベツ,36,175,6300
2026-04-28,S002,玉葱,30,83,2490
2026-04-26,S002,白菜,43,163,7009
2026-04-18,S002,ピーマン,21,138,2898
2026-04-15,S002,ピーマン,47,122,5734
2026-04-14,S002,大根,29,120,3480
2026-04-24,S002,白菜,29,146,4234
2026-04-25,S002,じゃがいも,41,77,3157
2026-04-25,S002,大根,32,150,4800
2026-04-08,S002,トマト,29,234,6786
2026-04-23,S002,トマト,16,247,3952
2026-04-11,S002,きゅうり,35,75,2625
2026-04-05,S002,にんじん,15,124,1860
2026-04-23,S002,にんじん,46,113,5198
2026-04-03,S002,レタス,27,201,5427
2026-04-18,S002,白菜,27,133,3591
2026-04-07,S002,レタス,25,229,5725
2026-04-19,S002,ズッキーニ,2,248,496
2026-04-19,S002,レタス,31,180,5580
2026-04-12,S002,トマト,49,254,12446
2026-04-28,S002,レタス,35,227,7945
2026-04-24,S002,大根,39,124,4836
2026-04-16,S002,じゃがいも,18,87,1566
2026-04-16,S002,キャベツ,25,181,4525
2026-04-22,S002,ナス,26,166,4316
2026-04-06,S002,白菜,9,169,1521
2026-04-18,S002,キャベツ,26,197,5122
2026-04-19,S002,ナス,2,125,250
2026-04-21,S002,レタス,9,209,1881
