日付,店舗,商品,数量,単価,売上
2026-04-01,S020,レタス,38,222,8436
2026-04-17,S020,キャベツ,17,170,2890
2026-04-02,S020,トマト,13,280,3640
2026-04-23,S020,ピーマン,18,93,1674
2026-04-15,S020,ナス,1,124,124
2026-04-13,S020,ナス,18,162,2916
2026-04-28,S020,ナス,24,126,3024
2026-04-01,S020,トマト,42,254,10668
2026-04-08,S020,レタス,33,225,7425
2026-04-04,S020,きゅうり,32,108,3456
2026-04-18,S020,玉葱,12,87,1044
2026-04-17,S020,白菜,36,175,6300
2026-04-01,S020,キャベツ,16,193,3088
2026-04-10,S020,きゅうり,32,95,3040
2026-04-24,S020,にんじん,2,122,244
2026-04-22,S020,きゅうり,23,110,2530
2026-04-10,S020,じゃがいも,33,77,2541
2026-04-26,S020,キャベツ,41,176,7216
2026-04-13,S020,キャベツ,36,177,6372
2026-04-08,S020,にんじん,22,125,2750
2026-04-22,S020,にんじん,6,146,876
2026-04-13,S020,大根,44,149,6556
2026-04-28,S020,ナス,44,134,5896
2026-04-14,S020,じゃがいも,37,69,2553
2026-04-14,S020,トマト,39,251,9789
2026-04-15,S020,大根,9,123,1107
2026-04-21,S020,にんじん,38,134,5092
2026-04-22,S020,じゃがいも,9,79,711
2026-04-23,S020,ズッキーニ,34,208,7072
2026-04-14,S020,にんじん,42,136,5712
2026-04-06,S020,きゅうり,5,105,525
2026-04-18,S020,ズッキーニ,8,211,1688
2026-04-11,S020,にんじん,47,101,4747
2026-04-25,S020,きゅうり,27,96,2592
2026-04-10,S020,白菜,48,170,8160
2026-04-24,S020,トマト,10,279,2790
2026-04-07,S020,玉葱,9,86,774
2026-04-01,S020,ピーマン,40,107,4280
2026-04-20,S020,ピーマン,40,104,4160
2026-04-20,S020,じゃがいも,15,103,1545
2026-04-01,S020,きゅうり,6,114,684
2026-04-25,S020,白菜,9,162,1458
2026-04-28,S020,ピーマン,31,135,4185
2026-04-21,S020,きゅうり,12,94,1128
2026-04-16,S020,白菜,9,140,1260
2026-04-07,S020,じゃがいも,3,86,258
2026-04-25,S020,キャベツ,18,186,3348
2026-04-08,S020,ズッキーニ,43,212,9116
2026-04-25,S020,じゃがいも,5,71,355
2026-04-15,S020,ピーマン,32,134,4288
2026-04-11,S020,白菜,16,157,2512
2026-04-13,S020,キャベツ,39,207,8073
2026-04-27,S020,レタス,47,200,9400
2026-04-13,S020,ピーマン,48,126,6048
2026-04-20,S020,大根,34,151,5134
2026-04-23,S020,キャベツ,34,166,5644
2026-04-15,S020,白菜,3,145,435
2026-04-17,S020,大根,26,157,4082
2026-04-02,S020,大根,25,143,3575
2026-04-25,S020,ナス,4,132,528
2026-04-10,S020,白菜,26,149,3874
2026-04-25,S020,トマト,30,240,7200
2026-04-14,S020,トマト,40,233,9320
2026-04-23,S020,大根,10,139,1390
2026-04-27,S020,ナス,29,125,3625
2026-04-24,S020,大根,8,121,968
2026-04-25,S020,ピーマン,45,124,5580
2026-04-05,S020,レタス,27,200,5400
2026-04-15,S020,キャベツ,12,189,2268
2026-04-19,S020,ズッキーニ,13,229,2977
2026-04-03,S020,トマト,21,274,5754
2026-04-21,S020,ズッキーニ,11,245,2695
2026-04-24,S020,玉葱,6,82,492
2026-04-23,S020,白菜,41,153,6273
2026-04-03,S020,大根,46,134,6164
2026-04-24,S020,大根,40,120,4800
2026-04-13,S020,大根,25,112,2800
2026-04-25,S020,にんじん,22,136,2992
2026-04-28,S020,ナス,10,130,1300
2026-04-28,S020,にんじん,12,149,1788
2026-04-23,S020,キャベツ,27,179,4833
2026-04-10,S020,ズッキーニ,50,228,11400
2026-04-10,S020,ナス,12,127,1524
2026-04-05,S020,じゃがいも,1,99,99
2026-04-25,S020,トマト,1,259,259
2026-04-16,S020,白菜,35,130,4550
2026-04-20,S020,白菜,16,143,2288
2026-04-19,S020,ナス,31,149,4619
2026-04-14,S020,白菜,6,168,1008
2026-04-20,S020,キャベツ,16,195,3120
2026-04-09,S020,ピーマン,41,125,5125
2026-04-27,S020,じゃがいも,4,71,284
2026-04-05,S020,キャベツ,42,182,7644
2026-04-02,S020,にんじん,3,142,426
2026-04-19,S020,ピーマン,20,111,2220
2026-04-03,S020,キャベツ,7,186,1302
2026-04-06,S020,にんじん,44,118,5192
2026-04-20,S020,ナス,45,164,7380
2026-04-20,S020,ピーマン,36,101,3636
2026-04-15,S020,ズッキーニ,38,223,8474
