日付,店舗,商品,数量,単価,売上
2026-04-21,S076,じゃがいも,23,109,2507
2026-04-05,S076,トマト,29,263,7627
2026-04-24,S076,ズッキーニ,47,218,10246
2026-04-04,S076,白菜,8,152,1216
2026-04-19,S076,トマト,45,266,11970
2026-04-15,S076,じゃがいも,17,78,1326
2026-04-28,S076,ピーマン,14,92,1288
2026-04-11,S076,じゃがいも,32,92,2944
2026-04-18,S076,キャベツ,15,172,2580
2026-04-04,S076,大根,14,136,1904
2026-04-03,S076,玉葱,45,87,3915
2026-04-08,S076,ナス,34,158,5372
2026-04-06,S076,レタス,3,212,636
2026-04-16,S076,大根,35,121,4235
2026-04-26,S076,大根,5,132,660
2026-04-26,S076,にんじん,31,134,4154
2026-04-16,S076,じゃがいも,1,78,78
2026-04-27,S076,大根,28,121,3388
2026-04-11,S076,ナス,5,140,700
2026-04-06,S076,玉葱,29,119,3451
2026-04-10,S076,レタス,21,222,4662
2026-04-07,S076,きゅうり,47,84,3948
2026-04-16,S076,大根,4,116,464
2026-04-17,S076,ピーマン,7,112,784
2026-04-14,S076,ナス,31,132,4092
2026-04-10,S076,トマト,25,261,6525
2026-04-03,S076,ズッキーニ,31,228,7068
2026-04-24,S076,レタス,11,217,2387
2026-04-26,S076,レタス,38,184,6992
2026-04-10,S076,じゃがいも,14,85,1190
2026-04-05,S076,ピーマン,39,126,4914
2026-04-09,S076,レタス,41,230,9430
2026-04-14,S076,トマト,22,233,5126
2026-04-20,S076,ピーマン,37,127,4699
2026-04-26,S076,キャベツ,45,162,7290
2026-04-04,S076,キャベツ,35,198,6930
2026-04-18,S076,きゅうり,31,84,2604
2026-04-19,S076,キャベツ,35,174,6090
2026-04-27,S076,ナス,46,141,6486
2026-04-06,S076,玉葱,46,80,3680
2026-04-18,S076,ピーマン,27,132,3564
2026-04-17,S076,トマト,19,240,4560
2026-04-21,S076,トマト,25,247,6175
2026-04-24,S076,大根,50,143,7150
2026-04-10,S076,ピーマン,49,132,6468
2026-04-20,S076,ズッキーニ,30,237,7110
2026-04-12,S076,白菜,11,165,1815
2026-04-12,S076,白菜,22,170,3740
2026-04-23,S076,ピーマン,23,138,3174
2026-04-17,S076,にんじん,34,147,4998
2026-04-04,S076,ピーマン,4,101,404
2026-04-05,S076,玉葱,29,122,3538
2026-04-19,S076,白菜,47,164,7708
2026-04-20,S076,ナス,43,160,6880
2026-04-27,S076,玉葱,9,94,846
2026-04-17,S076,大根,13,150,1950
2026-04-20,S076,白菜,6,159,954
2026-04-01,S076,きゅうり,49,107,5243
2026-04-17,S076,トマト,17,251,4267
2026-04-26,S076,玉葱,18,125,2250
2026-04-07,S076,レタス,32,228,7296
2026-04-28,S076,にんじん,34,125,4250
2026-04-17,S076,玉葱,6,86,516
2026-04-24,S076,じゃがいも,41,61,2501
2026-04-07,S076,大根,33,131,4323
2026-04-25,S076,レタス,35,187,6545
2026-04-25,S076,玉葱,37,90,3330
2026-04-20,S076,白菜,35,135,4725
2026-04-09,S076,きゅうり,37,70,2590
2026-04-27,S076,キャベツ,48,210,10080
2026-04-20,S076,ナス,47,156,7332
2026-04-21,S076,にんじん,7,128,896
2026-04-15,S076,ピーマン,4,113,452
2026-04-11,S076,にんじん,36,127,4572
2026-04-14,S076,ピーマン,14,104,1456
2026-04-27,S076,きゅうり,6,110,660
2026-04-27,S076,ナス,21,167,3507
2026-04-17,S076,大根,49,111,5439
2026-04-25,S076,ズッキーニ,30,247,7410
2026-04-01,S076,ナス,21,132,2772
2026-04-05,S076,ナス,26,121,3146
2026-04-24,S076,ズッキーニ,8,207,1656
2026-04-19,S076,じゃがいも,38,65,2470
2026-04-01,S076,じゃがいも,35,68,2380
2026-04-28,S076,ピーマン,31,109,3379
2026-04-05,S076,ナス,21,142,2982
2026-04-04,S076,じゃがいも,47,87,4089
2026-04-02,S076,ピーマン,4,134,536
2026-04-17,S076,きゅうり,35,76,2660
2026-04-28,S076,大根,46,117,5382
2026-04-02,S076,トマト,21,233,4893
2026-04-05,S076,トマト,14,275,3850
2026-04-15,S076,じゃがいも,26,64,1664
2026-04-11,S076,ズッキーニ,34,231,7854
2026-04-07,S076,レタス,49,205,10045
2026-04-05,S076,白菜,6,143,858
2026-04-23,S076,きゅうり,33,116,3828
2026-04-20,S076,レタス,37,195,7215
2026-04-07,S076,きゅうり,16,109,1744
2026-04-02,S076,ズッキーニ,1,240,240
