日付,店舗,商品,数量,単価,売上
2026-04-12,S090,ピーマン,49,100,4900
2026-04-21,S090,にんじん,32,143,4576
2026-04-15,S090,レタス,17,185,3145
2026-04-10,S090,ピーマン,3,91,273
2026-04-07,S090,大根,21,110,2310
2026-04-06,S090,ズッキーニ,22,221,4862
2026-04-03,S090,ズッキーニ,47,213,10011
2026-04-27,S090,トマト,50,248,12400
2026-04-22,S090,トマト,36,255,9180
2026-04-16,S090,にんじん,12,134,1608
2026-04-18,S090,じゃがいも,37,60,2220
2026-04-10,S090,白菜,49,145,7105
2026-04-08,S090,玉葱,17,98,1666
2026-04-09,S090,レタス,47,227,10669
2026-04-23,S090,玉葱,24,118,2832
2026-04-16,S090,トマト,38,242,9196
2026-04-05,S090,きゅうり,6,77,462
2026-04-09,S090,ズッキーニ,38,229,8702
2026-04-17,S090,大根,30,147,4410
2026-04-27,S090,きゅうり,14,74,1036
2026-04-05,S090,ズッキーニ,1,218,218
2026-04-01,S090,ピーマン,21,108,2268
2026-04-08,S090,白菜,32,171,5472
2026-04-14,S090,レタス,7,212,1484
2026-04-07,S090,キャベツ,45,193,8685
2026-04-26,S090,きゅうり,33,73,2409
2026-04-02,S090,玉葱,47,119,5593
2026-04-18,S090,白菜,16,135,2160
2026-04-10,S090,じゃがいも,38,65,2470
2026-04-11,S090,玉葱,5,91,455
2026-04-08,S090,レタス,31,214,6634
2026-04-14,S090,にんじん,41,106,4346
2026-04-26,S090,キャベツ,32,195,6240
2026-04-03,S090,大根,30,116,3480
2026-04-02,S090,ピーマン,43,115,4945
2026-04-21,S090,大根,21,137,2877
2026-04-10,S090,にんじん,22,148,3256
2026-04-15,S090,キャベツ,27,201,5427
2026-04-18,S090,ナス,1,129,129
2026-04-28,S090,レタス,38,222,8436
2026-04-07,S090,じゃがいも,47,64,3008
2026-04-12,S090,トマト,12,275,3300
2026-04-24,S090,じゃがいも,1,85,85
2026-04-02,S090,キャベツ,12,172,2064
2026-04-02,S090,にんじん,33,127,4191
2026-04-28,S090,きゅうり,42,114,4788
2026-04-11,S090,ズッキーニ,2,243,486
2026-04-11,S090,にんじん,11,118,1298
2026-04-24,S090,玉葱,7,93,651
2026-04-26,S090,にんじん,2,125,250
2026-04-14,S090,白菜,3,136,408
2026-04-11,S090,玉葱,17,95,1615
2026-04-24,S090,ピーマン,37,99,3663
2026-04-01,S090,玉葱,26,102,2652
2026-04-08,S090,じゃがいも,48,93,4464
2026-04-05,S090,にんじん,9,108,972
2026-04-09,S090,キャベツ,3,180,540
2026-04-08,S090,ピーマン,9,101,909
2026-04-22,S090,にんじん,4,123,492
2026-04-13,S090,にんじん,42,101,4242
2026-04-04,S090,ナス,48,159,7632
2026-04-25,S090,キャベツ,5,167,835
2026-04-25,S090,じゃがいも,17,94,1598
2026-04-10,S090,じゃがいも,15,96,1440
2026-04-04,S090,じゃがいも,15,101,1515
2026-04-06,S090,きゅうり,12,103,1236
2026-04-13,S090,玉葱,14,85,1190
2026-04-08,S090,ズッキーニ,39,216,8424
2026-04-11,S090,レタス,44,198,8712
2026-04-11,S090,にんじん,14,119,1666
2026-04-06,S090,大根,26,129,3354
2026-04-25,S090,トマト,40,258,10320
2026-04-14,S090,キャベツ,12,176,2112
2026-04-19,S090,大根,28,137,3836
2026-04-07,S090,トマト,12,277,3324
2026-04-02,S090,ズッキーニ,38,222,8436
2026-04-08,S090,レタス,49,209,10241
2026-04-21,S090,ナス,31,160,4960
2026-04-28,S090,じゃがいも,18,102,1836
2026-04-19,S090,大根,41,150,6150
2026-04-12,S090,にんじん,40,130,5200
2026-04-27,S090,じゃがいも,23,85,1955
2026-04-27,S090,玉葱,22,119,2618
2026-04-06,S090,レタス,26,203,5278
2026-04-27,S090,きゅうり,37,74,2738
2026-04-09,S090,白菜,49,154,7546
2026-04-06,S090,きゅうり,16,110,1760
2026-04-17,S090,キャベツ,40,186,7440
2026-04-14,S090,トマト,7,247,1729
2026-04-16,S090,きゅうり,15,85,1275
2026-04-13,S090,ピーマン,45,113,5085
2026-04-06,S090,トマト,29,279,8091
2026-04-09,S090,レタス,28,226,6328
2026-04-11,S090,ナス,15,141,2115
2026-04-07,S090,大根,38,154,5852
2026-04-23,S090,ズッキーニ,27,208,5616
2026-04-25,S090,ナス,50,156,7800
2026-04-18,S090,きゅうり,48,85,4080
2026-04-05,S090,トマト,13,275,3575
2026-04-25,S090,レタス,32,217,6944
