日付,店舗,商品,数量,単価,売上
2026-04-20,S070,トマト,35,238,8330
2026-04-21,S070,じゃがいも,9,102,918
2026-04-05,S070,キャベツ,17,165,2805
2026-04-09,S070,トマト,32,247,7904
2026-04-21,S070,じゃがいも,47,68,3196
2026-04-24,S070,大根,48,117,5616
2026-04-03,S070,レタス,24,216,5184
2026-04-20,S070,ズッキーニ,13,244,3172
2026-04-01,S070,ナス,9,167,1503
2026-04-21,S070,ズッキーニ,1,208,208
2026-04-02,S070,ナス,14,123,1722
2026-04-09,S070,ズッキーニ,45,209,9405
2026-04-08,S070,にんじん,9,145,1305
2026-04-15,S070,白菜,23,138,3174
2026-04-23,S070,玉葱,16,98,1568
2026-04-23,S070,じゃがいも,3,109,327
2026-04-25,S070,にんじん,33,105,3465
2026-04-14,S070,きゅうり,4,96,384
2026-04-09,S070,レタス,13,180,2340
2026-04-22,S070,キャベツ,23,205,4715
2026-04-26,S070,ピーマン,15,118,1770
2026-04-15,S070,白菜,23,155,3565
2026-04-19,S070,玉葱,40,109,4360
2026-04-08,S070,にんじん,50,104,5200
2026-04-22,S070,キャベツ,42,170,7140
2026-04-20,S070,玉葱,27,118,3186
2026-04-27,S070,ナス,48,124,5952
2026-04-16,S070,トマト,25,268,6700
2026-04-02,S070,にんじん,38,147,5586
2026-04-17,S070,じゃがいも,8,110,880
2026-04-01,S070,トマト,16,277,4432
2026-04-18,S070,トマト,5,269,1345
2026-04-13,S070,レタス,11,189,2079
2026-04-19,S070,玉葱,13,82,1066
2026-04-14,S070,白菜,1,162,162
2026-04-02,S070,きゅうり,26,105,2730
2026-04-12,S070,レタス,26,209,5434
2026-04-25,S070,キャベツ,25,174,4350
2026-04-23,S070,レタス,10,185,1850
2026-04-19,S070,大根,26,133,3458
2026-04-12,S070,キャベツ,20,197,3940
2026-04-10,S070,トマト,20,271,5420
2026-04-02,S070,白菜,28,155,4340
2026-04-07,S070,ナス,20,158,3160
2026-04-25,S070,じゃがいも,46,74,3404
2026-04-19,S070,レタス,23,180,4140
2026-04-10,S070,ナス,39,144,5616
2026-04-06,S070,白菜,13,138,1794
2026-04-28,S070,にんじん,25,108,2700
2026-04-14,S070,玉葱,6,93,558
2026-04-05,S070,トマト,14,280,3920
2026-04-14,S070,ナス,9,167,1503
2026-04-11,S070,ナス,36,164,5904
2026-04-11,S070,トマト,44,239,10516
2026-04-04,S070,ナス,33,152,5016
2026-04-21,S070,キャベツ,35,207,7245
2026-04-16,S070,ピーマン,44,129,5676
2026-04-04,S070,ズッキーニ,40,226,9040
2026-04-05,S070,ナス,16,166,2656
2026-04-10,S070,ズッキーニ,6,242,1452
2026-04-20,S070,ピーマン,44,114,5016
2026-04-09,S070,じゃがいも,13,95,1235
2026-04-11,S070,じゃがいも,9,106,954
2026-04-10,S070,白菜,12,153,1836
2026-04-22,S070,キャベツ,24,194,4656
2026-04-08,S070,じゃがいも,16,76,1216
2026-04-07,S070,キャベツ,45,175,7875
2026-04-03,S070,玉葱,46,98,4508
2026-04-28,S070,ナス,34,151,5134
2026-04-13,S070,キャベツ,24,206,4944
2026-04-09,S070,きゅうり,30,119,3570
2026-04-24,S070,レタス,45,216,9720
2026-04-22,S070,トマト,32,251,8032
2026-04-26,S070,白菜,26,167,4342
2026-04-23,S070,ズッキーニ,18,246,4428
2026-04-25,S070,ナス,22,132,2904
2026-04-12,S070,じゃがいも,28,83,2324
2026-04-19,S070,白菜,18,155,2790
2026-04-13,S070,ズッキーニ,39,249,9711
2026-04-17,S070,レタス,5,207,1035
2026-04-07,S070,トマト,9,235,2115
2026-04-06,S070,きゅうり,19,93,1767
2026-04-01,S070,大根,45,110,4950
2026-04-19,S070,きゅうり,40,89,3560
2026-04-17,S070,玉葱,22,86,1892
2026-04-25,S070,レタス,39,189,7371
2026-04-11,S070,きゅうり,37,94,3478
2026-04-13,S070,トマト,29,241,6989
2026-04-04,S070,じゃがいも,1,89,89
2026-04-28,S070,トマト,9,245,2205
2026-04-12,S070,ズッキーニ,38,207,7866
2026-04-09,S070,にんじん,25,107,2675
2026-04-27,S070,トマト,4,272,1088
2026-04-09,S070,ナス,35,157,5495
2026-04-07,S070,じゃがいも,11,86,946
2026-04-27,S070,玉葱,20,124,2480
2026-04-11,S070,トマト,14,275,3850
2026-04-26,S070,キャベツ,29,196,5684
2026-04-14,S070,じゃがいも,43,109,4687
2026-04-15,S070,じゃがいも,7,103,721
