日付,店舗,商品,数量,単価,売上
2026-04-12,S079,大根,5,141,705
2026-04-09,S079,ズッキーニ,21,208,4368
2026-04-15,S079,じゃがいも,23,100,2300
2026-04-07,S079,レタス,20,190,3800
2026-04-08,S079,きゅうり,30,71,2130
2026-04-01,S079,トマト,6,240,1440
2026-04-20,S079,玉葱,50,110,5500
2026-04-05,S079,大根,45,131,5895
2026-04-04,S079,大根,8,153,1224
2026-04-14,S079,玉葱,41,86,3526
2026-04-26,S079,ナス,21,142,2982
2026-04-19,S079,キャベツ,19,202,3838
2026-04-28,S079,レタス,8,182,1456
2026-04-02,S079,白菜,39,141,5499
2026-04-08,S079,キャベツ,17,187,3179
2026-04-14,S079,キャベツ,4,165,660
2026-04-05,S079,大根,16,143,2288
2026-04-05,S079,白菜,6,131,786
2026-04-03,S079,ズッキーニ,48,211,10128
2026-04-07,S079,にんじん,37,147,5439
2026-04-21,S079,レタス,5,202,1010
2026-04-03,S079,にんじん,2,141,282
2026-04-09,S079,大根,46,133,6118
2026-04-01,S079,白菜,48,157,7536
2026-04-14,S079,きゅうり,15,119,1785
2026-04-24,S079,トマト,20,254,5080
2026-04-24,S079,キャベツ,20,201,4020
2026-04-06,S079,にんじん,29,126,3654
2026-04-08,S079,ナス,20,144,2880
2026-04-27,S079,キャベツ,7,199,1393
2026-04-03,S079,きゅうり,16,70,1120
2026-04-12,S079,白菜,47,177,8319
2026-04-26,S079,ナス,14,166,2324
2026-04-10,S079,白菜,10,146,1460
2026-04-08,S079,きゅうり,36,96,3456
2026-04-03,S079,白菜,27,164,4428
2026-04-06,S079,にんじん,21,148,3108
2026-04-04,S079,ズッキーニ,44,208,9152
2026-04-27,S079,白菜,43,141,6063
2026-04-13,S079,白菜,1,162,162
2026-04-13,S079,レタス,46,204,9384
2026-04-12,S079,ズッキーニ,26,209,5434
2026-04-28,S079,にんじん,18,104,1872
2026-04-20,S079,白菜,27,164,4428
2026-04-15,S079,大根,18,160,2880
2026-04-20,S079,トマト,31,259,8029
2026-04-27,S079,玉葱,43,85,3655
2026-04-19,S079,キャベツ,41,173,7093
2026-04-12,S079,キャベツ,3,186,558
2026-04-04,S079,大根,20,142,2840
2026-04-19,S079,白菜,20,139,2780
2026-04-05,S079,じゃがいも,21,77,1617
2026-04-26,S079,じゃがいも,20,63,1260
2026-04-10,S079,ズッキーニ,27,247,6669
2026-04-25,S079,レタス,36,189,6804
2026-04-04,S079,にんじん,6,121,726
2026-04-26,S079,ナス,28,136,3808
2026-04-20,S079,ズッキーニ,49,222,10878
2026-04-06,S079,きゅうり,17,106,1802
2026-04-26,S079,にんじん,2,125,250
2026-04-22,S079,ズッキーニ,18,218,3924
2026-04-21,S079,玉葱,50,82,4100
2026-04-04,S079,ナス,46,159,7314
2026-04-16,S079,じゃがいも,35,95,3325
2026-04-03,S079,大根,10,139,1390
2026-04-08,S079,キャベツ,43,187,8041
2026-04-08,S079,トマト,15,251,3765
2026-04-22,S079,ピーマン,19,122,2318
2026-04-28,S079,大根,12,156,1872
2026-04-03,S079,大根,34,127,4318
2026-04-19,S079,レタス,35,181,6335
2026-04-13,S079,レタス,17,229,3893
2026-04-01,S079,きゅうり,7,76,532
2026-04-02,S079,にんじん,6,110,660
2026-04-27,S079,きゅうり,20,82,1640
2026-04-22,S079,ズッキーニ,18,205,3690
2026-04-26,S079,ズッキーニ,12,215,2580
2026-04-28,S079,キャベツ,8,205,1640
2026-04-13,S079,キャベツ,20,199,3980
2026-04-24,S079,大根,28,110,3080
2026-04-27,S079,じゃがいも,32,69,2208
2026-04-04,S079,ズッキーニ,47,241,11327
2026-04-28,S079,大根,25,113,2825
2026-04-02,S079,じゃがいも,11,63,693
2026-04-23,S079,じゃがいも,7,98,686
2026-04-15,S079,大根,38,149,5662
2026-04-20,S079,キャベツ,6,165,990
2026-04-26,S079,トマト,3,230,690
2026-04-07,S079,トマト,31,237,7347
2026-04-08,S079,玉葱,49,119,5831
2026-04-16,S079,ズッキーニ,7,237,1659
2026-04-27,S079,白菜,49,171,8379
2026-04-18,S079,レタス,3,229,687
2026-04-24,S079,玉葱,41,123,5043
2026-04-13,S079,にんじん,49,122,5978
2026-04-22,S079,ズッキーニ,40,248,9920
2026-04-02,S079,ズッキーニ,33,216,7128
2026-04-04,S079,ピーマン,42,108,4536
2026-04-28,S079,ナス,30,153,4590
2026-04-11,S079,きゅうり,1,110,110
