日付,店舗,商品,数量,単価,売上
2026-04-02,S021,玉葱,50,94,4700
2026-04-11,S021,きゅうり,25,74,1850
2026-04-25,S021,レタス,36,184,6624
2026-04-10,S021,白菜,9,137,1233
2026-04-23,S021,トマト,22,263,5786
2026-04-14,S021,大根,14,154,2156
2026-04-07,S021,ピーマン,4,96,384
2026-04-19,S021,ズッキーニ,41,233,9553
2026-04-03,S021,白菜,47,174,8178
2026-04-20,S021,ズッキーニ,19,227,4313
2026-04-20,S021,きゅうり,17,103,1751
2026-04-19,S021,ピーマン,23,98,2254
2026-04-20,S021,ピーマン,32,123,3936
2026-04-24,S021,ナス,32,151,4832
2026-04-26,S021,にんじん,40,114,4560
2026-04-23,S021,トマト,13,230,2990
2026-04-04,S021,キャベツ,30,200,6000
2026-04-26,S021,玉葱,48,88,4224
2026-04-26,S021,ピーマン,27,116,3132
2026-04-02,S021,きゅうり,23,105,2415
2026-04-26,S021,ナス,14,120,1680
2026-04-21,S021,じゃがいも,45,78,3510
2026-04-09,S021,玉葱,20,94,1880
2026-04-17,S021,大根,21,159,3339
2026-04-01,S021,玉葱,44,96,4224
2026-04-11,S021,レタス,47,216,10152
2026-04-20,S021,キャベツ,12,172,2064
2026-04-11,S021,きゅうり,44,100,4400
2026-04-16,S021,キャベツ,42,168,7056
2026-04-16,S021,にんじん,41,129,5289
2026-04-28,S021,大根,22,139,3058
2026-04-26,S021,レタス,48,183,8784
2026-04-27,S021,大根,20,146,2920
2026-04-24,S021,ナス,21,155,3255
2026-04-18,S021,キャベツ,14,196,2744
2026-04-22,S021,きゅうり,23,74,1702
2026-04-05,S021,トマト,2,251,502
2026-04-13,S021,ナス,35,130,4550
2026-04-19,S021,ピーマン,25,101,2525
2026-04-20,S021,玉葱,49,94,4606
2026-04-23,S021,きゅうり,46,72,3312
2026-04-09,S021,レタス,6,211,1266
2026-04-08,S021,きゅうり,29,89,2581
2026-04-07,S021,大根,20,121,2420
2026-04-04,S021,きゅうり,3,119,357
2026-04-07,S021,玉葱,29,107,3103
2026-04-01,S021,白菜,33,139,4587
2026-04-07,S021,きゅうり,31,116,3596
2026-04-28,S021,大根,20,159,3180
2026-04-11,S021,にんじん,50,106,5300
2026-04-27,S021,大根,44,118,5192
2026-04-07,S021,ズッキーニ,3,229,687
2026-04-13,S021,ズッキーニ,34,207,7038
2026-04-01,S021,トマト,3,273,819
2026-04-28,S021,ピーマン,6,111,666
2026-04-15,S021,キャベツ,7,193,1351
2026-04-25,S021,ナス,48,139,6672
2026-04-01,S021,ピーマン,49,109,5341
2026-04-21,S021,じゃがいも,21,72,1512
2026-04-07,S021,トマト,18,264,4752
2026-04-11,S021,白菜,43,137,5891
2026-04-09,S021,にんじん,11,117,1287
2026-04-04,S021,キャベツ,40,195,7800
2026-04-17,S021,玉葱,14,109,1526
2026-04-12,S021,大根,21,127,2667
2026-04-05,S021,ズッキーニ,19,236,4484
2026-04-08,S021,にんじん,5,119,595
2026-04-20,S021,きゅうり,35,98,3430
2026-04-02,S021,にんじん,2,130,260
2026-04-22,S021,キャベツ,7,184,1288
2026-04-02,S021,玉葱,28,100,2800
2026-04-06,S021,ズッキーニ,39,237,9243
2026-04-21,S021,ズッキーニ,45,228,10260
2026-04-20,S021,きゅうり,20,91,1820
2026-04-27,S021,じゃがいも,46,108,4968
2026-04-22,S021,大根,6,158,948
2026-04-25,S021,白菜,37,138,5106
2026-04-03,S021,ズッキーニ,30,206,6180
2026-04-15,S021,トマト,44,271,11924
2026-04-23,S021,白菜,31,144,4464
2026-04-08,S021,にんじん,40,116,4640
2026-04-12,S021,レタス,12,224,2688
2026-04-22,S021,きゅうり,21,99,2079
2026-04-16,S021,キャベツ,5,190,950
2026-04-04,S021,きゅうり,31,99,3069
2026-04-28,S021,にんじん,19,149,2831
2026-04-12,S021,ピーマン,37,98,3626
2026-04-17,S021,玉葱,26,120,3120
2026-04-26,S021,玉葱,21,110,2310
2026-04-21,S021,玉葱,20,109,2180
2026-04-15,S021,レタス,38,206,7828
2026-04-08,S021,ピーマン,16,125,2000
2026-04-06,S021,白菜,25,134,3350
2026-04-11,S021,じゃがいも,45,97,4365
2026-04-14,S021,レタス,37,230,8510
2026-04-11,S021,大根,45,125,5625
2026-04-06,S021,ナス,43,124,5332
2026-04-24,S021,ズッキーニ,37,231,8547
2026-04-04,S021,ピーマン,39,119,4641
2026-04-11,S021,大根,7,138,966
