日付,店舗,商品,数量,単価,売上
2026-04-22,S049,トマト,49,250,12250
2026-04-01,S049,ナス,8,153,1224
2026-04-10,S049,大根,7,159,1113
2026-04-21,S049,ピーマン,31,104,3224
2026-04-22,S049,白菜,20,137,2740
2026-04-18,S049,ズッキーニ,40,229,9160
2026-04-05,S049,玉葱,49,121,5929
2026-04-11,S049,トマト,3,254,762
2026-04-27,S049,トマト,8,270,2160
2026-04-15,S049,レタス,38,190,7220
2026-04-23,S049,ズッキーニ,32,248,7936
2026-04-10,S049,じゃがいも,34,66,2244
2026-04-03,S049,ズッキーニ,39,238,9282
2026-04-28,S049,きゅうり,16,112,1792
2026-04-16,S049,ズッキーニ,28,226,6328
2026-04-02,S049,ナス,7,169,1183
2026-04-09,S049,ズッキーニ,47,217,10199
2026-04-09,S049,ナス,33,141,4653
2026-04-14,S049,ナス,17,142,2414
2026-04-03,S049,キャベツ,7,205,1435
2026-04-26,S049,白菜,16,167,2672
2026-04-16,S049,じゃがいも,38,87,3306
2026-04-22,S049,トマト,7,279,1953
2026-04-27,S049,ズッキーニ,32,235,7520
2026-04-20,S049,ピーマン,25,128,3200
2026-04-17,S049,ナス,25,122,3050
2026-04-20,S049,玉葱,38,125,4750
2026-04-21,S049,玉葱,37,81,2997
2026-04-04,S049,じゃがいも,24,97,2328
2026-04-22,S049,ズッキーニ,39,226,8814
2026-04-27,S049,レタス,46,227,10442
2026-04-02,S049,きゅうり,42,120,5040
2026-04-15,S049,白菜,37,163,6031
2026-04-02,S049,レタス,41,227,9307
2026-04-25,S049,レタス,43,181,7783
2026-04-07,S049,ピーマン,12,91,1092
2026-04-21,S049,きゅうり,7,88,616
2026-04-14,S049,キャベツ,47,189,8883
2026-04-28,S049,トマト,23,273,6279
2026-04-12,S049,きゅうり,16,87,1392
2026-04-15,S049,キャベツ,21,189,3969
2026-04-23,S049,ナス,17,169,2873
2026-04-26,S049,にんじん,14,135,1890
2026-04-25,S049,大根,42,130,5460
2026-04-24,S049,レタス,49,202,9898
2026-04-25,S049,にんじん,32,105,3360
2026-04-11,S049,きゅうり,40,104,4160
2026-04-24,S049,じゃがいも,21,79,1659
2026-04-04,S049,ズッキーニ,6,240,1440
2026-04-13,S049,きゅうり,40,101,4040
2026-04-21,S049,にんじん,49,124,6076
2026-04-07,S049,トマト,46,261,12006
2026-04-12,S049,きゅうり,29,93,2697
2026-04-25,S049,にんじん,11,120,1320
2026-04-01,S049,玉葱,13,112,1456
2026-04-10,S049,大根,45,151,6795
2026-04-18,S049,トマト,49,265,12985
2026-04-18,S049,にんじん,26,139,3614
2026-04-23,S049,玉葱,13,80,1040
2026-04-03,S049,ズッキーニ,39,242,9438
2026-04-13,S049,トマト,10,275,2750
2026-04-11,S049,大根,23,135,3105
2026-04-05,S049,レタス,7,227,1589
2026-04-27,S049,トマト,40,266,10640
2026-04-03,S049,きゅうり,15,98,1470
2026-04-27,S049,キャベツ,16,195,3120
2026-04-05,S049,ナス,18,121,2178
2026-04-16,S049,じゃがいも,45,74,3330
2026-04-08,S049,じゃがいも,29,101,2929
2026-04-26,S049,じゃがいも,10,60,600
2026-04-10,S049,じゃがいも,2,99,198
2026-04-16,S049,白菜,27,165,4455
2026-04-18,S049,ピーマン,13,116,1508
2026-04-06,S049,大根,38,135,5130
2026-04-21,S049,ピーマン,25,137,3425
2026-04-09,S049,ズッキーニ,24,216,5184
2026-04-14,S049,きゅうり,24,85,2040
2026-04-11,S049,大根,23,114,2622
2026-04-23,S049,にんじん,21,144,3024
2026-04-08,S049,大根,38,118,4484
2026-04-04,S049,大根,46,140,6440
2026-04-18,S049,きゅうり,7,108,756
2026-04-08,S049,ズッキーニ,23,245,5635
2026-04-23,S049,ナス,36,134,4824
2026-04-15,S049,トマト,37,233,8621
2026-04-15,S049,ピーマン,29,121,3509
2026-04-19,S049,レタス,5,190,950
2026-04-01,S049,大根,29,145,4205
2026-04-21,S049,キャベツ,23,190,4370
2026-04-28,S049,ズッキーニ,10,204,2040
2026-04-22,S049,きゅうり,5,116,580
2026-04-09,S049,ピーマン,17,136,2312
2026-04-01,S049,ズッキーニ,39,231,9009
2026-04-14,S049,ズッキーニ,49,208,10192
2026-04-13,S049,じゃがいも,43,88,3784
2026-04-10,S049,大根,45,153,6885
2026-04-10,S049,きゅうり,15,106,1590
2026-04-26,S049,大根,27,119,3213
2026-04-25,S049,大根,44,147,6468
2026-04-11,S049,キャベツ,40,163,6520
