日付,店舗,商品,数量,単価,売上
2026-04-16,S047,白菜,7,164,1148
2026-04-26,S047,キャベツ,21,210,4410
2026-04-21,S047,玉葱,13,105,1365
2026-04-04,S047,白菜,6,160,960
2026-04-07,S047,玉葱,35,112,3920
2026-04-07,S047,ピーマン,32,109,3488
2026-04-19,S047,キャベツ,38,187,7106
2026-04-28,S047,玉葱,47,103,4841
2026-04-25,S047,ナス,13,157,2041
2026-04-26,S047,ナス,40,168,6720
2026-04-15,S047,キャベツ,17,208,3536
2026-04-14,S047,ピーマン,18,121,2178
2026-04-21,S047,にんじん,22,132,2904
2026-04-16,S047,大根,19,151,2869
2026-04-10,S047,トマト,35,245,8575
2026-04-11,S047,トマト,44,265,11660
2026-04-17,S047,トマト,41,258,10578
2026-04-04,S047,にんじん,32,100,3200
2026-04-11,S047,大根,31,141,4371
2026-04-06,S047,にんじん,5,148,740
2026-04-14,S047,ナス,20,126,2520
2026-04-28,S047,白菜,22,170,3740
2026-04-22,S047,大根,12,122,1464
2026-04-25,S047,玉葱,49,89,4361
2026-04-07,S047,トマト,33,249,8217
2026-04-11,S047,大根,31,116,3596
2026-04-22,S047,トマト,40,243,9720
2026-04-19,S047,ナス,10,140,1400
2026-04-06,S047,じゃがいも,50,85,4250
2026-04-26,S047,にんじん,11,139,1529
2026-04-22,S047,にんじん,21,133,2793
2026-04-16,S047,ナス,39,170,6630
2026-04-14,S047,ズッキーニ,18,214,3852
2026-04-09,S047,白菜,20,153,3060
2026-04-05,S047,トマト,22,276,6072
2026-04-12,S047,ズッキーニ,21,228,4788
2026-04-10,S047,レタス,37,205,7585
2026-04-25,S047,レタス,1,228,228
2026-04-13,S047,キャベツ,27,182,4914
2026-04-21,S047,にんじん,30,149,4470
2026-04-09,S047,キャベツ,46,172,7912
2026-04-07,S047,ナス,46,136,6256
2026-04-10,S047,きゅうり,2,90,180
2026-04-14,S047,レタス,21,215,4515
2026-04-18,S047,ズッキーニ,13,213,2769
2026-04-20,S047,大根,29,127,3683
2026-04-04,S047,玉葱,16,85,1360
2026-04-11,S047,ズッキーニ,31,246,7626
2026-04-19,S047,白菜,3,179,537
2026-04-22,S047,レタス,45,225,10125
2026-04-16,S047,じゃがいも,18,98,1764
2026-04-19,S047,レタス,4,186,744
2026-04-02,S047,ナス,22,137,3014
2026-04-18,S047,きゅうり,29,88,2552
2026-04-04,S047,白菜,9,177,1593
2026-04-03,S047,きゅうり,50,116,5800
2026-04-14,S047,にんじん,10,137,1370
2026-04-10,S047,ピーマン,13,125,1625
2026-04-03,S047,白菜,16,150,2400
2026-04-19,S047,大根,49,152,7448
2026-04-09,S047,大根,34,128,4352
2026-04-23,S047,キャベツ,9,209,1881
2026-04-25,S047,玉葱,45,120,5400
2026-04-24,S047,きゅうり,24,119,2856
2026-04-15,S047,ズッキーニ,14,211,2954
2026-04-11,S047,白菜,15,159,2385
2026-04-12,S047,きゅうり,13,113,1469
2026-04-23,S047,トマト,17,268,4556
2026-04-24,S047,キャベツ,9,167,1503
2026-04-21,S047,レタス,28,205,5740
2026-04-26,S047,白菜,4,163,652
2026-04-02,S047,大根,24,111,2664
2026-04-19,S047,レタス,3,212,636
2026-04-28,S047,きゅうり,35,101,3535
2026-04-10,S047,ピーマン,22,130,2860
2026-04-03,S047,ズッキーニ,5,236,1180
2026-04-03,S047,大根,50,117,5850
2026-04-18,S047,にんじん,33,105,3465
2026-04-19,S047,白菜,40,171,6840
2026-04-07,S047,玉葱,50,118,5900
2026-04-14,S047,トマト,30,258,7740
2026-04-24,S047,にんじん,42,121,5082
2026-04-03,S047,にんじん,42,136,5712
2026-04-11,S047,白菜,34,179,6086
2026-04-23,S047,ズッキーニ,28,201,5628
2026-04-13,S047,ピーマン,19,90,1710
2026-04-20,S047,レタス,2,180,360
2026-04-08,S047,きゅうり,28,79,2212
2026-04-09,S047,じゃがいも,38,103,3914
2026-04-25,S047,きゅうり,35,99,3465
2026-04-21,S047,ナス,13,169,2197
2026-04-27,S047,ピーマン,23,135,3105
2026-04-28,S047,ピーマン,10,102,1020
2026-04-25,S047,にんじん,14,119,1666
2026-04-06,S047,玉葱,2,109,218
2026-04-20,S047,キャベツ,50,168,8400
2026-04-18,S047,きゅうり,5,90,450
2026-04-28,S047,きゅうり,15,112,1680
2026-04-07,S047,じゃがいも,20,70,1400
2026-04-14,S047,トマト,15,243,3645
