日付,店舗,商品,数量,単価,売上
2026-04-25,S066,ズッキーニ,16,222,3552
2026-04-22,S066,ピーマン,41,100,4100
2026-04-27,S066,じゃがいも,46,86,3956
2026-04-04,S066,じゃがいも,14,90,1260
2026-04-24,S066,レタス,1,201,201
2026-04-06,S066,じゃがいも,3,76,228
2026-04-11,S066,大根,33,116,3828
2026-04-13,S066,きゅうり,50,114,5700
2026-04-01,S066,にんじん,24,117,2808
2026-04-25,S066,トマト,32,239,7648
2026-04-09,S066,玉葱,40,81,3240
2026-04-14,S066,きゅうり,42,72,3024
2026-04-28,S066,じゃがいも,45,78,3510
2026-04-09,S066,キャベツ,37,186,6882
2026-04-13,S066,玉葱,31,123,3813
2026-04-24,S066,白菜,48,134,6432
2026-04-25,S066,大根,9,154,1386
2026-04-09,S066,ピーマン,35,126,4410
2026-04-25,S066,大根,41,112,4592
2026-04-18,S066,大根,47,110,5170
2026-04-28,S066,レタス,30,215,6450
2026-04-05,S066,玉葱,18,80,1440
2026-04-15,S066,トマト,27,263,7101
2026-04-28,S066,玉葱,15,95,1425
2026-04-20,S066,にんじん,26,140,3640
2026-04-13,S066,トマト,35,257,8995
2026-04-20,S066,ナス,35,159,5565
2026-04-26,S066,じゃがいも,45,97,4365
2026-04-13,S066,ズッキーニ,40,235,9400
2026-04-15,S066,トマト,33,254,8382
2026-04-19,S066,トマト,45,235,10575
2026-04-11,S066,きゅうり,38,86,3268
2026-04-11,S066,ナス,4,127,508
2026-04-04,S066,ピーマン,9,136,1224
2026-04-20,S066,ナス,12,123,1476
2026-04-28,S066,ナス,50,150,7500
2026-04-12,S066,じゃがいも,45,84,3780
2026-04-23,S066,キャベツ,23,167,3841
2026-04-03,S066,白菜,6,157,942
2026-04-22,S066,ズッキーニ,4,214,856
2026-04-27,S066,ピーマン,35,138,4830
2026-04-25,S066,大根,26,123,3198
2026-04-14,S066,きゅうり,16,96,1536
2026-04-23,S066,ナス,9,126,1134
2026-04-17,S066,ピーマン,17,110,1870
2026-04-12,S066,ピーマン,4,114,456
2026-04-16,S066,キャベツ,4,161,644
2026-04-20,S066,ナス,42,156,6552
2026-04-10,S066,にんじん,20,133,2660
2026-04-19,S066,トマト,12,233,2796
2026-04-10,S066,レタス,25,223,5575
2026-04-28,S066,トマト,48,265,12720
2026-04-20,S066,レタス,28,211,5908
2026-04-14,S066,キャベツ,21,210,4410
2026-04-14,S066,トマト,11,230,2530
2026-04-27,S066,トマト,21,257,5397
2026-04-28,S066,きゅうり,32,118,3776
2026-04-15,S066,きゅうり,35,71,2485
2026-04-19,S066,白菜,20,179,3580
2026-04-11,S066,じゃがいも,13,110,1430
2026-04-17,S066,ピーマン,2,117,234
2026-04-05,S066,じゃがいも,24,76,1824
2026-04-26,S066,レタス,25,230,5750
2026-04-05,S066,ナス,12,169,2028
2026-04-14,S066,きゅうり,45,88,3960
2026-04-02,S066,玉葱,26,115,2990
2026-04-11,S066,ピーマン,39,112,4368
2026-04-08,S066,キャベツ,1,204,204
2026-04-22,S066,レタス,11,191,2101
2026-04-04,S066,にんじん,10,118,1180
2026-04-06,S066,白菜,28,160,4480
2026-04-23,S066,ナス,31,139,4309
2026-04-13,S066,にんじん,49,120,5880
2026-04-20,S066,玉葱,25,76,1900
2026-04-04,S066,玉葱,12,92,1104
2026-04-23,S066,玉葱,6,98,588
2026-04-28,S066,大根,17,144,2448
2026-04-26,S066,大根,41,134,5494
2026-04-02,S066,キャベツ,49,194,9506
2026-04-01,S066,玉葱,31,112,3472
2026-04-17,S066,レタス,31,225,6975
2026-04-16,S066,大根,9,122,1098
2026-04-28,S066,玉葱,12,111,1332
2026-04-20,S066,きゅうり,29,120,3480
2026-04-01,S066,トマト,29,238,6902
2026-04-23,S066,レタス,17,190,3230
2026-04-21,S066,レタス,5,189,945
2026-04-24,S066,玉葱,11,78,858
2026-04-07,S066,大根,17,124,2108
2026-04-24,S066,白菜,22,144,3168
2026-04-14,S066,きゅうり,45,107,4815
2026-04-24,S066,レタス,49,214,10486
2026-04-02,S066,白菜,36,152,5472
2026-04-27,S066,ナス,11,143,1573
2026-04-09,S066,大根,12,129,1548
2026-04-05,S066,玉葱,43,110,4730
2026-04-23,S066,じゃがいも,33,80,2640
2026-04-09,S066,きゅうり,49,87,4263
2026-04-02,S066,キャベツ,44,187,8228
2026-04-09,S066,トマト,42,253,10626
