日付,店舗,商品,数量,単価,売上
2026-04-05,S011,レタス,4,197,788
2026-04-28,S011,ナス,9,164,1476
2026-04-28,S011,にんじん,16,109,1744
2026-04-23,S011,きゅうり,16,118,1888
2026-04-27,S011,ナス,26,151,3926
2026-04-05,S011,ピーマン,41,107,4387
2026-04-21,S011,レタス,25,208,5200
2026-04-03,S011,ナス,50,125,6250
2026-04-13,S011,大根,48,127,6096
2026-04-23,S011,きゅうり,30,101,3030
2026-04-11,S011,ピーマン,1,139,139
2026-04-28,S011,ズッキーニ,6,246,1476
2026-04-15,S011,ナス,43,164,7052
2026-04-12,S011,玉葱,35,100,3500
2026-04-07,S011,レタス,14,211,2954
2026-04-09,S011,きゅうり,19,91,1729
2026-04-18,S011,ピーマン,9,126,1134
2026-04-28,S011,白菜,22,173,3806
2026-04-25,S011,キャベツ,3,166,498
2026-04-21,S011,白菜,2,137,274
2026-04-28,S011,にんじん,29,129,3741
2026-04-01,S011,レタス,13,224,2912
2026-04-05,S011,ナス,20,130,2600
2026-04-28,S011,トマト,6,271,1626
2026-04-12,S011,トマト,6,253,1518
2026-04-22,S011,ナス,11,123,1353
2026-04-13,S011,ナス,20,166,3320
2026-04-23,S011,じゃがいも,28,101,2828
2026-04-03,S011,ズッキーニ,7,200,1400
2026-04-07,S011,白菜,5,138,690
2026-04-19,S011,じゃがいも,34,103,3502
2026-04-15,S011,キャベツ,1,204,204
2026-04-11,S011,玉葱,28,119,3332
2026-04-05,S011,白菜,5,144,720
2026-04-13,S011,玉葱,47,81,3807
2026-04-04,S011,きゅうり,24,89,2136
2026-04-05,S011,レタス,50,228,11400
2026-04-28,S011,にんじん,42,143,6006
2026-04-05,S011,玉葱,34,111,3774
2026-04-01,S011,ピーマン,42,100,4200
2026-04-15,S011,きゅうり,47,83,3901
2026-04-21,S011,ズッキーニ,10,226,2260
2026-04-20,S011,ナス,29,133,3857
2026-04-03,S011,玉葱,9,123,1107
2026-04-04,S011,ピーマン,47,114,5358
2026-04-12,S011,レタス,21,230,4830
2026-04-05,S011,じゃがいも,18,101,1818
2026-04-03,S011,じゃがいも,36,98,3528
2026-04-20,S011,ズッキーニ,39,218,8502
2026-04-25,S011,ズッキーニ,2,242,484
2026-04-10,S011,じゃがいも,34,98,3332
2026-04-17,S011,じゃがいも,48,85,4080
2026-04-10,S011,ナス,4,170,680
2026-04-26,S011,じゃがいも,32,84,2688
2026-04-04,S011,じゃがいも,32,100,3200
2026-04-20,S011,玉葱,34,75,2550
2026-04-12,S011,きゅうり,9,94,846
2026-04-28,S011,ピーマン,27,113,3051
2026-04-18,S011,ナス,12,168,2016
2026-04-16,S011,玉葱,2,112,224
2026-04-03,S011,キャベツ,17,173,2941
2026-04-02,S011,キャベツ,26,192,4992
2026-04-10,S011,ナス,46,152,6992
2026-04-25,S011,レタス,28,224,6272
2026-04-13,S011,玉葱,41,109,4469
2026-04-18,S011,ピーマン,10,107,1070
2026-04-03,S011,トマト,6,262,1572
2026-04-07,S011,にんじん,35,120,4200
2026-04-13,S011,ピーマン,41,138,5658
2026-04-27,S011,ナス,44,161,7084
2026-04-03,S011,トマト,45,257,11565
2026-04-24,S011,じゃがいも,4,75,300
2026-04-03,S011,レタス,8,209,1672
2026-04-20,S011,ピーマン,4,109,436
2026-04-22,S011,ズッキーニ,43,247,10621
2026-04-06,S011,玉葱,1,120,120
2026-04-05,S011,ズッキーニ,1,210,210
2026-04-16,S011,きゅうり,34,103,3502
2026-04-26,S011,ズッキーニ,17,210,3570
2026-04-12,S011,にんじん,48,149,7152
2026-04-28,S011,トマト,47,237,11139
2026-04-25,S011,キャベツ,22,187,4114
2026-04-09,S011,大根,5,126,630
2026-04-23,S011,ピーマン,41,94,3854
2026-04-16,S011,白菜,33,153,5049
2026-04-02,S011,白菜,37,140,5180
2026-04-12,S011,にんじん,17,149,2533
2026-04-04,S011,ピーマン,44,136,5984
2026-04-04,S011,じゃがいも,48,92,4416
2026-04-01,S011,キャベツ,1,175,175
2026-04-02,S011,白菜,24,154,3696
2026-04-05,S011,にんじん,3,135,405
2026-04-26,S011,ズッキーニ,48,241,11568
2026-04-14,S011,じゃがいも,21,75,1575
2026-04-14,S011,ズッキーニ,21,217,4557
2026-04-27,S011,玉葱,37,98,3626
2026-04-04,S011,大根,44,113,4972
2026-04-06,S011,じゃがいも,34,62,2108
2026-04-13,S011,玉葱,30,93,2790
2026-04-25,S011,トマト,21,235,4935
