日付,店舗,商品,数量,単価,売上
2026-04-28,S089,レタス,43,199,8557
2026-04-20,S089,白菜,3,145,435
2026-04-23,S089,きゅうり,3,96,288
2026-04-16,S089,きゅうり,30,102,3060
2026-04-20,S089,レタス,34,230,7820
2026-04-24,S089,じゃがいも,13,81,1053
2026-04-12,S089,ズッキーニ,29,200,5800
2026-04-26,S089,白菜,29,145,4205
2026-04-24,S089,玉葱,50,85,4250
2026-04-27,S089,ナス,14,126,1764
2026-04-11,S089,きゅうり,22,110,2420
2026-04-02,S089,ナス,50,140,7000
2026-04-15,S089,ナス,3,142,426
2026-04-05,S089,ナス,6,153,918
2026-04-16,S089,ピーマン,39,133,5187
2026-04-24,S089,じゃがいも,34,77,2618
2026-04-23,S089,トマト,17,232,3944
2026-04-10,S089,きゅうり,33,104,3432
2026-04-07,S089,玉葱,5,94,470
2026-04-03,S089,トマト,31,233,7223
2026-04-21,S089,ズッキーニ,7,248,1736
2026-04-05,S089,じゃがいも,42,110,4620
2026-04-11,S089,キャベツ,13,185,2405
2026-04-18,S089,白菜,8,150,1200
2026-04-21,S089,レタス,50,214,10700
2026-04-20,S089,玉葱,48,77,3696
2026-04-19,S089,ナス,29,148,4292
2026-04-20,S089,白菜,35,133,4655
2026-04-28,S089,にんじん,15,140,2100
2026-04-10,S089,ナス,18,142,2556
2026-04-14,S089,大根,19,126,2394
2026-04-14,S089,白菜,37,148,5476
2026-04-01,S089,じゃがいも,50,87,4350
2026-04-24,S089,レタス,20,181,3620
2026-04-03,S089,レタス,14,188,2632
2026-04-20,S089,きゅうり,31,83,2573
2026-04-25,S089,白菜,33,172,5676
2026-04-07,S089,玉葱,23,112,2576
2026-04-16,S089,きゅうり,29,115,3335
2026-04-06,S089,ピーマン,46,132,6072
2026-04-05,S089,ナス,29,134,3886
2026-04-04,S089,大根,26,145,3770
2026-04-25,S089,ズッキーニ,14,245,3430
2026-04-02,S089,にんじん,37,105,3885
2026-04-11,S089,大根,24,155,3720
2026-04-22,S089,トマト,42,240,10080
2026-04-27,S089,じゃがいも,15,71,1065
2026-04-10,S089,玉葱,25,122,3050
2026-04-12,S089,玉葱,36,97,3492
2026-04-21,S089,ズッキーニ,17,234,3978
2026-04-08,S089,ピーマン,28,114,3192
2026-04-01,S089,白菜,14,149,2086
2026-04-10,S089,レタス,31,225,6975
2026-04-09,S089,レタス,12,226,2712
2026-04-04,S089,きゅうり,48,110,5280
2026-04-19,S089,きゅうり,35,88,3080
2026-04-21,S089,玉葱,41,106,4346
2026-04-09,S089,ズッキーニ,40,207,8280
2026-04-14,S089,玉葱,29,75,2175
2026-04-11,S089,キャベツ,11,170,1870
2026-04-03,S089,大根,43,116,4988
2026-04-13,S089,ピーマン,36,94,3384
2026-04-21,S089,トマト,7,244,1708
2026-04-26,S089,トマト,18,272,4896
2026-04-16,S089,レタス,45,183,8235
2026-04-23,S089,ピーマン,17,125,2125
2026-04-07,S089,ズッキーニ,32,228,7296
2026-04-10,S089,キャベツ,48,168,8064
2026-04-19,S089,ズッキーニ,9,234,2106
2026-04-13,S089,トマト,43,270,11610
2026-04-08,S089,じゃがいも,50,61,3050
2026-04-26,S089,にんじん,28,140,3920
2026-04-12,S089,ズッキーニ,2,236,472
2026-04-24,S089,ナス,38,144,5472
2026-04-23,S089,にんじん,8,135,1080
2026-04-07,S089,レタス,25,208,5200
2026-04-15,S089,玉葱,39,122,4758
2026-04-13,S089,レタス,27,207,5589
2026-04-03,S089,キャベツ,9,180,1620
2026-04-24,S089,レタス,16,197,3152
2026-04-06,S089,キャベツ,9,210,1890
2026-04-28,S089,にんじん,9,143,1287
2026-04-23,S089,じゃがいも,18,99,1782
2026-04-19,S089,大根,3,114,342
2026-04-07,S089,ズッキーニ,29,227,6583
2026-04-18,S089,じゃがいも,27,91,2457
2026-04-12,S089,ピーマン,48,91,4368
2026-04-04,S089,白菜,29,169,4901
2026-04-03,S089,きゅうり,10,110,1100
2026-04-10,S089,トマト,26,237,6162
2026-04-09,S089,トマト,2,269,538
2026-04-06,S089,じゃがいも,16,109,1744
2026-04-28,S089,きゅうり,5,99,495
2026-04-10,S089,レタス,24,207,4968
2026-04-10,S089,にんじん,25,103,2575
2026-04-04,S089,大根,25,125,3125
2026-04-16,S089,にんじん,25,113,2825
2026-04-03,S089,ピーマン,38,140,5320
2026-04-25,S089,きゅうり,48,111,5328
2026-04-13,S089,ピーマン,41,111,4551
