日付,店舗,商品,数量,単価,売上
2026-04-05,S087,ピーマン,1,133,133
2026-04-16,S087,きゅうり,21,75,1575
2026-04-11,S087,トマト,45,251,11295
2026-04-05,S087,レタス,4,208,832
2026-04-11,S087,レタス,37,224,8288
2026-04-20,S087,ピーマン,5,102,510
2026-04-18,S087,じゃがいも,8,61,488
2026-04-01,S087,ズッキーニ,26,250,6500
2026-04-10,S087,じゃがいも,14,103,1442
2026-04-05,S087,にんじん,50,148,7400
2026-04-14,S087,ナス,47,169,7943
2026-04-05,S087,にんじん,32,128,4096
2026-04-15,S087,白菜,14,143,2002
2026-04-03,S087,レタス,47,212,9964
2026-04-23,S087,キャベツ,26,185,4810
2026-04-10,S087,ズッキーニ,31,201,6231
2026-04-26,S087,白菜,1,143,143
2026-04-18,S087,きゅうり,4,85,340
2026-04-13,S087,キャベツ,22,199,4378
2026-04-11,S087,にんじん,40,132,5280
2026-04-26,S087,トマト,9,270,2430
2026-04-10,S087,玉葱,47,77,3619
2026-04-21,S087,白菜,46,149,6854
2026-04-24,S087,キャベツ,9,191,1719
2026-04-09,S087,キャベツ,44,201,8844
2026-04-28,S087,レタス,31,230,7130
2026-04-25,S087,きゅうり,33,80,2640
2026-04-14,S087,白菜,27,138,3726
2026-04-12,S087,ピーマン,1,117,117
2026-04-27,S087,にんじん,1,102,102
2026-04-08,S087,ズッキーニ,26,212,5512
2026-04-26,S087,大根,43,132,5676
2026-04-21,S087,レタス,17,206,3502
2026-04-24,S087,玉葱,19,111,2109
2026-04-15,S087,トマト,21,268,5628
2026-04-16,S087,ナス,38,133,5054
2026-04-04,S087,大根,14,147,2058
2026-04-23,S087,ピーマン,44,121,5324
2026-04-24,S087,ピーマン,35,135,4725
2026-04-09,S087,ピーマン,5,106,530
2026-04-20,S087,ズッキーニ,33,227,7491
2026-04-02,S087,ピーマン,48,129,6192
2026-04-11,S087,きゅうり,1,88,88
2026-04-20,S087,ズッキーニ,43,213,9159
2026-04-05,S087,レタス,50,207,10350
2026-04-10,S087,じゃがいも,9,68,612
2026-04-24,S087,じゃがいも,38,76,2888
2026-04-13,S087,玉葱,9,81,729
2026-04-06,S087,ズッキーニ,36,237,8532
2026-04-23,S087,大根,42,114,4788
2026-04-22,S087,玉葱,22,114,2508
2026-04-10,S087,大根,22,124,2728
2026-04-09,S087,キャベツ,1,204,204
2026-04-03,S087,にんじん,44,128,5632
2026-04-14,S087,ズッキーニ,45,210,9450
2026-04-05,S087,じゃがいも,38,93,3534
2026-04-23,S087,トマト,32,249,7968
2026-04-06,S087,ナス,11,141,1551
2026-04-13,S087,ズッキーニ,30,247,7410
2026-04-17,S087,ズッキーニ,32,204,6528
2026-04-28,S087,大根,50,142,7100
2026-04-17,S087,にんじん,9,113,1017
2026-04-15,S087,大根,42,144,6048
2026-04-21,S087,白菜,4,151,604
2026-04-22,S087,大根,19,114,2166
2026-04-13,S087,大根,4,134,536
2026-04-23,S087,玉葱,47,87,4089
2026-04-23,S087,ズッキーニ,17,236,4012
2026-04-21,S087,きゅうり,26,89,2314
2026-04-15,S087,ズッキーニ,37,238,8806
2026-04-18,S087,トマト,26,231,6006
2026-04-25,S087,ナス,21,152,3192
2026-04-14,S087,ナス,29,159,4611
2026-04-09,S087,ピーマン,50,140,7000
2026-04-13,S087,じゃがいも,44,94,4136
2026-04-08,S087,キャベツ,40,188,7520
2026-04-05,S087,じゃがいも,26,67,1742
2026-04-02,S087,大根,4,146,584
2026-04-05,S087,レタス,6,204,1224
2026-04-13,S087,にんじん,1,106,106
2026-04-14,S087,きゅうり,23,90,2070
2026-04-24,S087,白菜,44,162,7128
2026-04-14,S087,トマト,22,261,5742
2026-04-22,S087,大根,26,130,3380
2026-04-11,S087,きゅうり,32,92,2944
2026-04-04,S087,にんじん,17,130,2210
2026-04-14,S087,トマト,1,230,230
2026-04-02,S087,レタス,34,208,7072
2026-04-11,S087,大根,27,143,3861
2026-04-28,S087,にんじん,19,143,2717
2026-04-02,S087,きゅうり,5,96,480
2026-04-13,S087,きゅうり,17,90,1530
2026-04-04,S087,にんじん,12,116,1392
2026-04-28,S087,トマト,17,234,3978
2026-04-25,S087,大根,38,149,5662
2026-04-16,S087,トマト,1,239,239
2026-04-26,S087,じゃがいも,13,93,1209
2026-04-14,S087,大根,28,111,3108
2026-04-17,S087,じゃがいも,21,90,1890
2026-04-28,S087,キャベツ,47,164,7708
