日付,店舗,商品,数量,単価,売上
2026-04-12,S069,じゃがいも,21,77,1617
2026-04-23,S069,玉葱,44,86,3784
2026-04-01,S069,玉葱,43,83,3569
2026-04-06,S069,白菜,21,180,3780
2026-04-26,S069,ピーマン,23,93,2139
2026-04-01,S069,にんじん,27,148,3996
2026-04-26,S069,ズッキーニ,4,205,820
2026-04-11,S069,玉葱,22,88,1936
2026-04-28,S069,ズッキーニ,12,222,2664
2026-04-26,S069,ナス,44,163,7172
2026-04-19,S069,トマト,29,270,7830
2026-04-20,S069,きゅうり,3,98,294
2026-04-10,S069,キャベツ,32,166,5312
2026-04-25,S069,白菜,46,142,6532
2026-04-28,S069,にんじん,30,138,4140
2026-04-18,S069,キャベツ,23,205,4715
2026-04-24,S069,ピーマン,44,113,4972
2026-04-21,S069,キャベツ,15,202,3030
2026-04-25,S069,玉葱,4,75,300
2026-04-13,S069,トマト,44,269,11836
2026-04-07,S069,トマト,50,276,13800
2026-04-01,S069,じゃがいも,45,97,4365
2026-04-04,S069,キャベツ,18,182,3276
2026-04-05,S069,キャベツ,14,187,2618
2026-04-02,S069,大根,40,154,6160
2026-04-25,S069,トマト,5,234,1170
2026-04-18,S069,トマト,41,269,11029
2026-04-04,S069,じゃがいも,42,81,3402
2026-04-20,S069,ピーマン,12,124,1488
2026-04-12,S069,きゅうり,49,118,5782
2026-04-08,S069,きゅうり,44,106,4664
2026-04-11,S069,にんじん,3,123,369
2026-04-13,S069,玉葱,3,78,234
2026-04-14,S069,白菜,37,166,6142
2026-04-01,S069,ナス,2,145,290
2026-04-19,S069,レタス,36,183,6588
2026-04-03,S069,大根,25,155,3875
2026-04-15,S069,白菜,17,132,2244
2026-04-25,S069,ズッキーニ,16,230,3680
2026-04-17,S069,トマト,45,273,12285
2026-04-05,S069,ズッキーニ,14,242,3388
2026-04-07,S069,ピーマン,19,109,2071
2026-04-19,S069,ズッキーニ,24,214,5136
2026-04-01,S069,キャベツ,26,191,4966
2026-04-15,S069,レタス,49,190,9310
2026-04-11,S069,きゅうり,1,83,83
2026-04-06,S069,ナス,23,120,2760
2026-04-03,S069,白菜,14,154,2156
2026-04-11,S069,トマト,9,255,2295
2026-04-06,S069,トマト,7,259,1813
2026-04-18,S069,トマト,12,267,3204
2026-04-02,S069,ナス,12,162,1944
2026-04-19,S069,ズッキーニ,50,209,10450
2026-04-08,S069,じゃがいも,20,81,1620
2026-04-28,S069,玉葱,5,75,375
2026-04-24,S069,キャベツ,37,162,5994
2026-04-21,S069,レタス,44,182,8008
2026-04-12,S069,じゃがいも,1,100,100
2026-04-25,S069,大根,36,136,4896
2026-04-17,S069,トマト,16,230,3680
2026-04-05,S069,玉葱,6,99,594
2026-04-13,S069,白菜,15,180,2700
2026-04-05,S069,ピーマン,1,108,108
2026-04-22,S069,きゅうり,30,91,2730
2026-04-25,S069,ピーマン,36,140,5040
2026-04-18,S069,白菜,21,166,3486
2026-04-28,S069,にんじん,6,110,660
2026-04-19,S069,ズッキーニ,38,249,9462
2026-04-14,S069,トマト,11,255,2805
2026-04-02,S069,じゃがいも,16,86,1376
2026-04-22,S069,にんじん,1,144,144
2026-04-05,S069,白菜,24,152,3648
2026-04-17,S069,にんじん,5,116,580
2026-04-15,S069,白菜,2,174,348
2026-04-20,S069,にんじん,1,128,128
2026-04-04,S069,玉葱,23,85,1955
2026-04-08,S069,ズッキーニ,49,235,11515
2026-04-01,S069,にんじん,13,127,1651
2026-04-23,S069,にんじん,7,141,987
2026-04-26,S069,ピーマン,47,132,6204
2026-04-06,S069,玉葱,23,108,2484
2026-04-26,S069,玉葱,34,111,3774
2026-04-16,S069,ズッキーニ,1,243,243
2026-04-12,S069,ピーマン,7,117,819
2026-04-04,S069,玉葱,33,102,3366
2026-04-07,S069,大根,24,131,3144
2026-04-18,S069,大根,6,156,936
2026-04-19,S069,きゅうり,37,117,4329
2026-04-15,S069,ズッキーニ,31,210,6510
2026-04-23,S069,ズッキーニ,7,224,1568
2026-04-18,S069,大根,3,155,465
2026-04-02,S069,きゅうり,16,100,1600
2026-04-18,S069,ズッキーニ,39,213,8307
2026-04-03,S069,大根,25,148,3700
2026-04-05,S069,大根,38,140,5320
2026-04-06,S069,大根,18,131,2358
2026-04-10,S069,キャベツ,43,166,7138
2026-04-17,S069,にんじん,11,146,1606
2026-04-25,S069,白菜,11,130,1430
2026-04-02,S069,にんじん,36,113,4068
