日付,店舗,商品,数量,単価,売上
2026-04-04,S080,玉葱,14,103,1442
2026-04-11,S080,じゃがいも,22,93,2046
2026-04-06,S080,ズッキーニ,8,201,1608
2026-04-16,S080,にんじん,36,133,4788
2026-04-22,S080,白菜,34,177,6018
2026-04-01,S080,白菜,9,179,1611
2026-04-15,S080,ピーマン,49,93,4557
2026-04-23,S080,じゃがいも,30,67,2010
2026-04-14,S080,玉葱,28,76,2128
2026-04-18,S080,ズッキーニ,33,207,6831
2026-04-25,S080,ピーマン,31,99,3069
2026-04-05,S080,じゃがいも,44,98,4312
2026-04-25,S080,ピーマン,41,114,4674
2026-04-09,S080,白菜,32,179,5728
2026-04-04,S080,大根,13,141,1833
2026-04-11,S080,じゃがいも,3,88,264
2026-04-14,S080,大根,7,110,770
2026-04-06,S080,トマト,36,230,8280
2026-04-22,S080,ズッキーニ,46,235,10810
2026-04-12,S080,きゅうり,30,102,3060
2026-04-02,S080,キャベツ,11,201,2211
2026-04-09,S080,ナス,19,132,2508
2026-04-26,S080,にんじん,14,125,1750
2026-04-06,S080,にんじん,8,125,1000
2026-04-19,S080,キャベツ,25,198,4950
2026-04-22,S080,レタス,36,202,7272
2026-04-28,S080,白菜,17,155,2635
2026-04-22,S080,白菜,2,154,308
2026-04-26,S080,白菜,44,173,7612
2026-04-12,S080,玉葱,28,114,3192
2026-04-23,S080,玉葱,16,111,1776
2026-04-28,S080,きゅうり,45,117,5265
2026-04-05,S080,玉葱,21,78,1638
2026-04-24,S080,玉葱,27,94,2538
2026-04-27,S080,にんじん,25,104,2600
2026-04-01,S080,白菜,1,143,143
2026-04-07,S080,きゅうり,3,111,333
2026-04-17,S080,トマト,11,248,2728
2026-04-28,S080,じゃがいも,45,107,4815
2026-04-23,S080,玉葱,40,109,4360
2026-04-28,S080,じゃがいも,37,68,2516
2026-04-10,S080,大根,19,142,2698
2026-04-03,S080,じゃがいも,2,60,120
2026-04-10,S080,玉葱,48,102,4896
2026-04-20,S080,玉葱,1,95,95
2026-04-28,S080,じゃがいも,3,69,207
2026-04-04,S080,きゅうり,5,94,470
2026-04-16,S080,ズッキーニ,24,248,5952
2026-04-26,S080,ズッキーニ,36,224,8064
2026-04-23,S080,トマト,26,275,7150
2026-04-26,S080,じゃがいも,15,102,1530
2026-04-28,S080,ピーマン,22,104,2288
2026-04-10,S080,大根,6,115,690
2026-04-01,S080,きゅうり,2,77,154
2026-04-25,S080,トマト,32,256,8192
2026-04-09,S080,にんじん,32,132,4224
2026-04-27,S080,ピーマン,28,97,2716
2026-04-11,S080,白菜,16,165,2640
2026-04-11,S080,きゅうり,48,118,5664
2026-04-28,S080,玉葱,9,109,981
2026-04-25,S080,玉葱,29,106,3074
2026-04-11,S080,玉葱,9,89,801
2026-04-19,S080,きゅうり,49,106,5194
2026-04-16,S080,大根,7,131,917
2026-04-12,S080,トマト,10,254,2540
2026-04-28,S080,ナス,3,168,504
2026-04-22,S080,ピーマン,30,100,3000
2026-04-08,S080,ズッキーニ,25,201,5025
2026-04-05,S080,トマト,19,257,4883
2026-04-25,S080,ズッキーニ,24,249,5976
2026-04-09,S080,レタス,50,209,10450
2026-04-15,S080,にんじん,3,122,366
2026-04-03,S080,白菜,7,131,917
2026-04-15,S080,じゃがいも,4,92,368
2026-04-15,S080,玉葱,24,99,2376
2026-04-26,S080,トマト,49,271,13279
2026-04-16,S080,大根,42,158,6636
2026-04-08,S080,白菜,43,176,7568
2026-04-02,S080,じゃがいも,7,91,637
2026-04-11,S080,トマト,15,263,3945
2026-04-01,S080,にんじん,29,118,3422
2026-04-27,S080,玉葱,20,107,2140
2026-04-28,S080,きゅうり,46,99,4554
2026-04-22,S080,にんじん,25,103,2575
2026-04-06,S080,ピーマン,12,111,1332
2026-04-09,S080,レタス,44,213,9372
2026-04-13,S080,にんじん,29,111,3219
2026-04-18,S080,大根,20,112,2240
2026-04-15,S080,レタス,28,196,5488
2026-04-05,S080,キャベツ,29,201,5829
2026-04-13,S080,ナス,14,129,1806
2026-04-16,S080,玉葱,46,88,4048
2026-04-11,S080,じゃがいも,47,95,4465
2026-04-13,S080,白菜,27,174,4698
2026-04-05,S080,きゅうり,39,78,3042
2026-04-07,S080,大根,28,156,4368
2026-04-17,S080,白菜,39,133,5187
2026-04-14,S080,ナス,45,121,5445
2026-04-26,S080,トマト,34,263,8942
2026-04-13,S080,ピーマン,44,104,4576
