日付,店舗,商品,数量,単価,売上
2026-04-23,S030,玉葱,9,121,1089
2026-04-18,S030,トマト,28,243,6804
2026-04-20,S030,大根,21,153,3213
2026-04-11,S030,ナス,17,168,2856
2026-04-23,S030,白菜,18,145,2610
2026-04-22,S030,きゅうり,22,83,1826
2026-04-15,S030,ピーマン,22,91,2002
2026-04-23,S030,にんじん,42,100,4200
2026-04-20,S030,白菜,1,130,130
2026-04-22,S030,にんじん,27,135,3645
2026-04-23,S030,ズッキーニ,32,248,7936
2026-04-13,S030,大根,6,160,960
2026-04-21,S030,ナス,5,154,770
2026-04-01,S030,ナス,29,163,4727
2026-04-04,S030,きゅうり,25,108,2700
2026-04-12,S030,レタス,12,229,2748
2026-04-26,S030,ズッキーニ,1,207,207
2026-04-15,S030,きゅうり,13,98,1274
2026-04-01,S030,じゃがいも,48,61,2928
2026-04-25,S030,トマト,44,275,12100
2026-04-12,S030,じゃがいも,6,99,594
2026-04-21,S030,トマト,46,244,11224
2026-04-08,S030,白菜,24,132,3168
2026-04-09,S030,白菜,46,175,8050
2026-04-20,S030,じゃがいも,1,72,72
2026-04-27,S030,ナス,26,127,3302
2026-04-28,S030,トマト,37,262,9694
2026-04-16,S030,にんじん,36,112,4032
2026-04-22,S030,ズッキーニ,37,243,8991
2026-04-22,S030,ピーマン,37,101,3737
2026-04-03,S030,ピーマン,9,137,1233
2026-04-03,S030,にんじん,17,136,2312
2026-04-28,S030,じゃがいも,34,106,3604
2026-04-26,S030,トマト,13,273,3549
2026-04-01,S030,ズッキーニ,44,234,10296
2026-04-20,S030,トマト,44,265,11660
2026-04-15,S030,キャベツ,28,201,5628
2026-04-22,S030,ナス,4,140,560
2026-04-14,S030,レタス,18,187,3366
2026-04-22,S030,大根,30,141,4230
2026-04-12,S030,大根,49,112,5488
2026-04-24,S030,じゃがいも,4,77,308
2026-04-14,S030,大根,29,130,3770
2026-04-01,S030,レタス,13,201,2613
2026-04-03,S030,ピーマン,2,137,274
2026-04-08,S030,ズッキーニ,28,204,5712
2026-04-08,S030,じゃがいも,11,81,891
2026-04-10,S030,玉葱,41,115,4715
2026-04-04,S030,キャベツ,31,187,5797
2026-04-26,S030,キャベツ,38,200,7600
2026-04-11,S030,トマト,16,236,3776
2026-04-16,S030,じゃがいも,22,63,1386
2026-04-27,S030,きゅうり,34,120,4080
2026-04-08,S030,玉葱,50,113,5650
2026-04-20,S030,白菜,49,136,6664
2026-04-21,S030,白菜,38,137,5206
2026-04-03,S030,キャベツ,3,184,552
2026-04-11,S030,ズッキーニ,5,250,1250
2026-04-05,S030,キャベツ,29,163,4727
2026-04-10,S030,ピーマン,41,117,4797
2026-04-03,S030,玉葱,44,78,3432
2026-04-18,S030,キャベツ,19,184,3496
2026-04-13,S030,玉葱,40,123,4920
2026-04-14,S030,じゃがいも,39,110,4290
2026-04-22,S030,ピーマン,1,119,119
2026-04-13,S030,白菜,28,169,4732
2026-04-20,S030,玉葱,22,116,2552
2026-04-22,S030,キャベツ,30,193,5790
2026-04-11,S030,ピーマン,13,96,1248
2026-04-04,S030,キャベツ,39,205,7995
2026-04-03,S030,ピーマン,13,126,1638
2026-04-05,S030,ナス,33,136,4488
2026-04-12,S030,レタス,31,226,7006
2026-04-20,S030,白菜,12,145,1740
2026-04-05,S030,キャベツ,4,168,672
2026-04-10,S030,ピーマン,28,122,3416
2026-04-21,S030,きゅうり,20,107,2140
2026-04-18,S030,にんじん,10,130,1300
2026-04-10,S030,ピーマン,22,108,2376
2026-04-12,S030,キャベツ,34,197,6698
2026-04-22,S030,ナス,10,123,1230
2026-04-08,S030,大根,36,113,4068
2026-04-14,S030,きゅうり,13,82,1066
2026-04-21,S030,じゃがいも,5,81,405
2026-04-07,S030,ナス,31,164,5084
2026-04-23,S030,白菜,39,174,6786
2026-04-11,S030,ピーマン,37,111,4107
2026-04-20,S030,トマト,27,251,6777
2026-04-06,S030,玉葱,30,125,3750
2026-04-02,S030,白菜,15,130,1950
2026-04-21,S030,じゃがいも,45,74,3330
2026-04-15,S030,ピーマン,14,105,1470
2026-04-16,S030,ズッキーニ,50,221,11050
2026-04-26,S030,ズッキーニ,25,213,5325
2026-04-13,S030,にんじん,1,123,123
2026-04-01,S030,玉葱,23,76,1748
2026-04-18,S030,玉葱,10,93,930
2026-04-15,S030,じゃがいも,41,97,3977
2026-04-25,S030,きゅうり,3,71,213
2026-04-07,S030,じゃがいも,19,71,1349
