日付,店舗,商品,数量,単価,売上
2026-04-22,S045,レタス,20,182,3640
2026-04-08,S045,大根,7,136,952
2026-04-14,S045,トマト,37,255,9435
2026-04-19,S045,キャベツ,11,192,2112
2026-04-06,S045,トマト,39,274,10686
2026-04-17,S045,じゃがいも,37,108,3996
2026-04-05,S045,にんじん,43,121,5203
2026-04-26,S045,キャベツ,6,179,1074
2026-04-26,S045,にんじん,23,129,2967
2026-04-13,S045,にんじん,30,100,3000
2026-04-22,S045,にんじん,13,111,1443
2026-04-10,S045,トマト,6,241,1446
2026-04-08,S045,じゃがいも,28,65,1820
2026-04-24,S045,じゃがいも,10,103,1030
2026-04-18,S045,きゅうり,1,100,100
2026-04-06,S045,きゅうり,7,100,700
2026-04-18,S045,ナス,26,164,4264
2026-04-07,S045,白菜,43,154,6622
2026-04-27,S045,白菜,46,145,6670
2026-04-25,S045,玉葱,25,83,2075
2026-04-11,S045,にんじん,26,149,3874
2026-04-11,S045,トマト,44,276,12144
2026-04-28,S045,レタス,39,205,7995
2026-04-18,S045,玉葱,23,106,2438
2026-04-22,S045,ズッキーニ,38,201,7638
2026-04-08,S045,ピーマン,12,139,1668
2026-04-08,S045,きゅうり,24,91,2184
2026-04-17,S045,キャベツ,40,198,7920
2026-04-25,S045,レタス,5,221,1105
2026-04-08,S045,にんじん,32,112,3584
2026-04-02,S045,じゃがいも,20,87,1740
2026-04-03,S045,きゅうり,25,111,2775
2026-04-06,S045,レタス,10,198,1980
2026-04-10,S045,レタス,44,210,9240
2026-04-02,S045,トマト,27,241,6507
2026-04-06,S045,レタス,44,213,9372
2026-04-27,S045,玉葱,30,80,2400
2026-04-12,S045,ナス,47,126,5922
2026-04-21,S045,レタス,1,190,190
2026-04-11,S045,にんじん,37,132,4884
2026-04-13,S045,ナス,30,120,3600
2026-04-16,S045,ナス,43,145,6235
2026-04-14,S045,キャベツ,20,187,3740
2026-04-09,S045,ズッキーニ,41,207,8487
2026-04-20,S045,白菜,33,153,5049
2026-04-25,S045,白菜,46,151,6946
2026-04-28,S045,大根,24,117,2808
2026-04-26,S045,にんじん,28,134,3752
2026-04-25,S045,レタス,44,185,8140
2026-04-05,S045,キャベツ,22,205,4510
2026-04-19,S045,トマト,13,262,3406
2026-04-27,S045,ピーマン,47,119,5593
2026-04-14,S045,キャベツ,30,178,5340
2026-04-02,S045,玉葱,32,104,3328
2026-04-12,S045,キャベツ,39,203,7917
2026-04-12,S045,トマト,28,251,7028
2026-04-22,S045,トマト,50,231,11550
2026-04-18,S045,トマト,12,248,2976
2026-04-12,S045,レタス,2,208,416
2026-04-11,S045,トマト,41,232,9512
2026-04-20,S045,玉葱,23,121,2783
2026-04-02,S045,大根,48,135,6480
2026-04-08,S045,にんじん,6,134,804
2026-04-04,S045,にんじん,47,109,5123
2026-04-21,S045,白菜,28,147,4116
2026-04-12,S045,白菜,45,169,7605
2026-04-08,S045,ズッキーニ,34,236,8024
2026-04-15,S045,キャベツ,5,180,900
2026-04-12,S045,キャベツ,10,198,1980
2026-04-24,S045,ナス,7,144,1008
2026-04-17,S045,ズッキーニ,6,221,1326
2026-04-21,S045,ズッキーニ,20,227,4540
2026-04-13,S045,キャベツ,12,207,2484
2026-04-09,S045,ズッキーニ,42,247,10374
2026-04-03,S045,レタス,8,230,1840
2026-04-07,S045,ピーマン,17,109,1853
2026-04-20,S045,大根,35,160,5600
2026-04-08,S045,ズッキーニ,4,223,892
2026-04-19,S045,白菜,14,178,2492
2026-04-14,S045,トマト,48,274,13152
2026-04-25,S045,にんじん,18,132,2376
2026-04-22,S045,キャベツ,39,185,7215
2026-04-06,S045,ナス,19,137,2603
2026-04-01,S045,レタス,14,181,2534
2026-04-26,S045,レタス,43,188,8084
2026-04-09,S045,トマト,30,268,8040
2026-04-26,S045,ナス,21,126,2646
2026-04-08,S045,じゃがいも,2,105,210
2026-04-11,S045,じゃがいも,5,99,495
2026-04-10,S045,ズッキーニ,46,238,10948
2026-04-27,S045,白菜,38,156,5928
2026-04-21,S045,ピーマン,22,124,2728
2026-04-13,S045,白菜,36,130,4680
2026-04-11,S045,きゅうり,21,92,1932
2026-04-27,S045,白菜,10,159,1590
2026-04-28,S045,ズッキーニ,32,213,6816
2026-04-18,S045,ズッキーニ,11,243,2673
2026-04-13,S045,トマト,26,232,6032
2026-04-22,S045,ピーマン,6,130,780
2026-04-16,S045,大根,23,115,2645
