日付,店舗,商品,数量,単価,売上
2026-04-07,S005,ナス,41,158,6478
2026-04-01,S005,キャベツ,22,175,3850
2026-04-05,S005,ピーマン,14,94,1316
2026-04-27,S005,大根,14,147,2058
2026-04-07,S005,じゃがいも,22,109,2398
2026-04-05,S005,ピーマン,1,107,107
2026-04-28,S005,にんじん,9,134,1206
2026-04-09,S005,にんじん,8,142,1136
2026-04-28,S005,キャベツ,9,160,1440
2026-04-12,S005,じゃがいも,38,80,3040
2026-04-01,S005,にんじん,17,103,1751
2026-04-05,S005,ズッキーニ,27,233,6291
2026-04-04,S005,ズッキーニ,5,230,1150
2026-04-15,S005,きゅうり,33,107,3531
2026-04-04,S005,白菜,33,144,4752
2026-04-20,S005,キャベツ,47,210,9870
2026-04-28,S005,ナス,34,139,4726
2026-04-15,S005,ナス,2,123,246
2026-04-16,S005,レタス,28,223,6244
2026-04-04,S005,白菜,46,158,7268
2026-04-03,S005,玉葱,21,113,2373
2026-04-05,S005,玉葱,9,92,828
2026-04-20,S005,ナス,38,155,5890
2026-04-23,S005,きゅうり,25,108,2700
2026-04-17,S005,トマト,30,262,7860
2026-04-20,S005,レタス,7,230,1610
2026-04-23,S005,玉葱,42,116,4872
2026-04-25,S005,大根,47,123,5781
2026-04-14,S005,白菜,15,156,2340
2026-04-11,S005,白菜,26,156,4056
2026-04-24,S005,玉葱,21,102,2142
2026-04-11,S005,ナス,17,143,2431
2026-04-05,S005,ナス,31,124,3844
2026-04-03,S005,玉葱,6,102,612
2026-04-04,S005,ズッキーニ,48,223,10704
2026-04-26,S005,にんじん,36,103,3708
2026-04-19,S005,大根,36,131,4716
2026-04-22,S005,玉葱,27,97,2619
2026-04-28,S005,ナス,49,147,7203
2026-04-28,S005,ズッキーニ,4,218,872
2026-04-20,S005,トマト,23,236,5428
2026-04-19,S005,大根,14,119,1666
2026-04-22,S005,白菜,15,136,2040
2026-04-12,S005,大根,24,117,2808
2026-04-25,S005,トマト,37,244,9028
2026-04-26,S005,レタス,36,229,8244
2026-04-27,S005,ピーマン,40,133,5320
2026-04-21,S005,大根,2,148,296
2026-04-22,S005,ズッキーニ,18,201,3618
2026-04-06,S005,トマト,45,278,12510
2026-04-10,S005,きゅうり,23,70,1610
2026-04-06,S005,にんじん,37,142,5254
2026-04-13,S005,玉葱,10,122,1220
2026-04-21,S005,キャベツ,6,207,1242
2026-04-17,S005,じゃがいも,25,86,2150
2026-04-15,S005,きゅうり,11,93,1023
2026-04-10,S005,ズッキーニ,21,249,5229
2026-04-19,S005,ピーマン,6,93,558
2026-04-05,S005,にんじん,49,139,6811
2026-04-02,S005,ナス,6,137,822
2026-04-15,S005,ナス,28,151,4228
2026-04-20,S005,白菜,27,147,3969
2026-04-07,S005,大根,8,132,1056
2026-04-14,S005,玉葱,19,118,2242
2026-04-22,S005,ピーマン,32,123,3936
2026-04-22,S005,トマト,3,244,732
2026-04-13,S005,ピーマン,4,90,360
2026-04-07,S005,トマト,14,279,3906
2026-04-05,S005,トマト,19,250,4750
2026-04-04,S005,キャベツ,32,207,6624
2026-04-14,S005,にんじん,9,124,1116
2026-04-18,S005,ズッキーニ,15,232,3480
2026-04-18,S005,ナス,23,124,2852
2026-04-13,S005,ズッキーニ,3,227,681
2026-04-01,S005,白菜,5,150,750
2026-04-19,S005,レタス,37,205,7585
2026-04-23,S005,ナス,27,138,3726
2026-04-04,S005,レタス,2,200,400
2026-04-06,S005,ピーマン,30,134,4020
2026-04-12,S005,玉葱,28,81,2268
2026-04-08,S005,レタス,38,205,7790
2026-04-17,S005,玉葱,26,94,2444
2026-04-24,S005,きゅうり,15,91,1365
2026-04-25,S005,にんじん,5,132,660
2026-04-21,S005,玉葱,34,107,3638
2026-04-07,S005,きゅうり,23,116,2668
2026-04-27,S005,ナス,10,135,1350
2026-04-04,S005,にんじん,17,112,1904
2026-04-06,S005,ピーマン,10,138,1380
2026-04-25,S005,ナス,5,131,655
2026-04-25,S005,ナス,32,149,4768
2026-04-25,S005,ピーマン,49,127,6223
2026-04-15,S005,ナス,37,161,5957
2026-04-21,S005,ピーマン,21,130,2730
2026-04-11,S005,にんじん,29,104,3016
2026-04-16,S005,白菜,41,149,6109
2026-04-26,S005,トマト,38,233,8854
2026-04-12,S005,大根,5,129,645
2026-04-15,S005,白菜,3,133,399
2026-04-12,S005,トマト,5,271,1355
