日付,店舗,商品,数量,単価,売上
2026-04-07,S046,ズッキーニ,34,223,7582
2026-04-10,S046,トマト,49,250,12250
2026-04-15,S046,ナス,30,121,3630
2026-04-05,S046,ピーマン,38,100,3800
2026-04-20,S046,きゅうり,37,97,3589
2026-04-14,S046,キャベツ,49,178,8722
2026-04-18,S046,ズッキーニ,32,215,6880
2026-04-13,S046,大根,9,134,1206
2026-04-20,S046,玉葱,7,100,700
2026-04-07,S046,じゃがいも,8,96,768
2026-04-10,S046,にんじん,11,149,1639
2026-04-25,S046,ズッキーニ,26,235,6110
2026-04-14,S046,きゅうり,49,83,4067
2026-04-14,S046,ピーマン,18,110,1980
2026-04-25,S046,きゅうり,41,76,3116
2026-04-22,S046,ナス,41,168,6888
2026-04-21,S046,きゅうり,33,104,3432
2026-04-18,S046,レタス,15,205,3075
2026-04-16,S046,白菜,19,158,3002
2026-04-06,S046,にんじん,26,118,3068
2026-04-01,S046,大根,22,158,3476
2026-04-15,S046,ナス,12,163,1956
2026-04-04,S046,レタス,38,221,8398
2026-04-14,S046,レタス,27,192,5184
2026-04-21,S046,キャベツ,40,174,6960
2026-04-05,S046,ピーマン,40,122,4880
2026-04-03,S046,ピーマン,37,136,5032
2026-04-14,S046,キャベツ,21,199,4179
2026-04-08,S046,にんじん,37,140,5180
2026-04-16,S046,ナス,6,143,858
2026-04-01,S046,ズッキーニ,39,250,9750
2026-04-21,S046,レタス,36,212,7632
2026-04-28,S046,じゃがいも,11,89,979
2026-04-12,S046,ズッキーニ,16,211,3376
2026-04-16,S046,ズッキーニ,13,220,2860
2026-04-05,S046,トマト,5,231,1155
2026-04-07,S046,ピーマン,30,119,3570
2026-04-08,S046,ナス,39,148,5772
2026-04-08,S046,にんじん,30,132,3960
2026-04-21,S046,玉葱,39,96,3744
2026-04-28,S046,にんじん,16,129,2064
2026-04-24,S046,玉葱,1,122,122
2026-04-02,S046,ナス,44,146,6424
2026-04-28,S046,大根,31,134,4154
2026-04-03,S046,レタス,17,225,3825
2026-04-18,S046,玉葱,46,124,5704
2026-04-20,S046,ナス,35,165,5775
2026-04-01,S046,白菜,31,176,5456
2026-04-02,S046,トマト,26,276,7176
2026-04-25,S046,キャベツ,24,185,4440
2026-04-23,S046,大根,41,151,6191
2026-04-15,S046,レタス,8,186,1488
2026-04-05,S046,トマト,49,267,13083
2026-04-25,S046,玉葱,47,85,3995
2026-04-12,S046,レタス,43,201,8643
2026-04-05,S046,じゃがいも,31,73,2263
2026-04-09,S046,玉葱,22,116,2552
2026-04-23,S046,玉葱,30,120,3600
2026-04-16,S046,じゃがいも,49,76,3724
2026-04-11,S046,トマト,45,258,11610
2026-04-11,S046,白菜,45,146,6570
2026-04-19,S046,トマト,39,232,9048
2026-04-25,S046,にんじん,10,133,1330
2026-04-10,S046,キャベツ,15,183,2745
2026-04-19,S046,きゅうり,46,88,4048
2026-04-10,S046,ズッキーニ,11,236,2596
2026-04-21,S046,トマト,31,275,8525
2026-04-15,S046,ナス,19,129,2451
2026-04-24,S046,ズッキーニ,9,209,1881
2026-04-20,S046,トマト,25,246,6150
2026-04-21,S046,じゃがいも,2,73,146
2026-04-19,S046,トマト,10,267,2670
2026-04-01,S046,トマト,24,276,6624
2026-04-17,S046,ズッキーニ,34,225,7650
2026-04-16,S046,ピーマン,11,112,1232
2026-04-21,S046,にんじん,38,132,5016
2026-04-11,S046,大根,24,134,3216
2026-04-28,S046,白菜,42,140,5880
2026-04-28,S046,大根,31,121,3751
2026-04-16,S046,レタス,1,222,222
2026-04-03,S046,きゅうり,15,89,1335
2026-04-07,S046,じゃがいも,10,77,770
2026-04-20,S046,ズッキーニ,8,241,1928
2026-04-07,S046,きゅうり,32,99,3168
2026-04-19,S046,ナス,1,167,167
2026-04-28,S046,大根,15,157,2355
2026-04-07,S046,きゅうり,43,72,3096
2026-04-13,S046,ナス,7,141,987
2026-04-17,S046,玉葱,18,110,1980
2026-04-18,S046,ズッキーニ,35,205,7175
2026-04-26,S046,キャベツ,29,196,5684
2026-04-17,S046,じゃがいも,16,76,1216
2026-04-26,S046,ズッキーニ,12,244,2928
2026-04-21,S046,じゃがいも,15,104,1560
2026-04-23,S046,白菜,12,132,1584
2026-04-20,S046,トマト,36,247,8892
2026-04-03,S046,ズッキーニ,13,246,3198
2026-04-27,S046,玉葱,9,108,972
2026-04-10,S046,キャベツ,14,174,2436
2026-04-08,S046,ピーマン,49,127,6223
