日付,店舗,商品,数量,単価,売上
2026-04-08,S037,レタス,12,227,2724
2026-04-18,S037,ピーマン,5,134,670
2026-04-15,S037,白菜,21,171,3591
2026-04-21,S037,レタス,25,190,4750
2026-04-02,S037,きゅうり,42,97,4074
2026-04-07,S037,トマト,7,236,1652
2026-04-03,S037,きゅうり,39,119,4641
2026-04-28,S037,きゅうり,2,85,170
2026-04-10,S037,にんじん,35,106,3710
2026-04-03,S037,じゃがいも,39,60,2340
2026-04-25,S037,トマト,13,265,3445
2026-04-07,S037,ナス,3,135,405
2026-04-09,S037,玉葱,37,111,4107
2026-04-02,S037,ピーマン,31,92,2852
2026-04-02,S037,きゅうり,6,89,534
2026-04-01,S037,きゅうり,49,88,4312
2026-04-13,S037,大根,13,130,1690
2026-04-25,S037,レタス,47,202,9494
2026-04-05,S037,ズッキーニ,44,206,9064
2026-04-11,S037,レタス,48,212,10176
2026-04-04,S037,大根,50,119,5950
2026-04-01,S037,ピーマン,25,120,3000
2026-04-19,S037,キャベツ,19,170,3230
2026-04-05,S037,ナス,30,125,3750
2026-04-21,S037,玉葱,46,89,4094
2026-04-07,S037,ナス,42,129,5418
2026-04-25,S037,ズッキーニ,11,232,2552
2026-04-17,S037,ズッキーニ,39,241,9399
2026-04-17,S037,きゅうり,29,120,3480
2026-04-05,S037,きゅうり,19,93,1767
2026-04-20,S037,レタス,3,225,675
2026-04-25,S037,ナス,25,135,3375
2026-04-07,S037,ピーマン,39,94,3666
2026-04-05,S037,ピーマン,41,121,4961
2026-04-04,S037,キャベツ,10,209,2090
2026-04-28,S037,トマト,36,280,10080
2026-04-03,S037,白菜,7,159,1113
2026-04-11,S037,にんじん,19,110,2090
2026-04-03,S037,トマト,37,253,9361
2026-04-12,S037,玉葱,5,86,430
2026-04-23,S037,白菜,17,160,2720
2026-04-09,S037,白菜,42,138,5796
2026-04-04,S037,ピーマン,32,92,2944
2026-04-12,S037,トマト,26,256,6656
2026-04-28,S037,ピーマン,44,98,4312
2026-04-15,S037,きゅうり,33,109,3597
2026-04-11,S037,きゅうり,6,113,678
2026-04-14,S037,大根,29,126,3654
2026-04-22,S037,キャベツ,40,201,8040
2026-04-02,S037,ズッキーニ,16,244,3904
2026-04-27,S037,大根,1,119,119
2026-04-28,S037,玉葱,19,99,1881
2026-04-06,S037,ピーマン,26,94,2444
2026-04-08,S037,レタス,30,222,6660
2026-04-03,S037,きゅうり,30,99,2970
2026-04-21,S037,大根,30,116,3480
2026-04-03,S037,にんじん,47,106,4982
2026-04-13,S037,レタス,13,205,2665
2026-04-11,S037,玉葱,21,96,2016
2026-04-20,S037,白菜,14,174,2436
2026-04-24,S037,白菜,8,147,1176
2026-04-15,S037,キャベツ,35,169,5915
2026-04-16,S037,にんじん,41,113,4633
2026-04-11,S037,ピーマン,3,128,384
2026-04-25,S037,レタス,4,203,812
2026-04-26,S037,レタス,31,193,5983
2026-04-02,S037,じゃがいも,2,108,216
2026-04-22,S037,レタス,18,196,3528
2026-04-21,S037,にんじん,6,109,654
2026-04-03,S037,トマト,26,235,6110
2026-04-10,S037,ズッキーニ,29,226,6554
2026-04-17,S037,じゃがいも,43,76,3268
2026-04-06,S037,キャベツ,6,187,1122
2026-04-11,S037,トマト,11,242,2662
2026-04-12,S037,レタス,31,210,6510
2026-04-18,S037,ズッキーニ,11,244,2684
2026-04-14,S037,きゅうり,45,106,4770
2026-04-13,S037,キャベツ,36,210,7560
2026-04-20,S037,じゃがいも,5,106,530
2026-04-22,S037,ピーマン,40,99,3960
2026-04-11,S037,ナス,47,167,7849
2026-04-27,S037,ズッキーニ,47,220,10340
2026-04-01,S037,にんじん,30,109,3270
2026-04-16,S037,きゅうり,8,120,960
2026-04-22,S037,レタス,17,213,3621
2026-04-24,S037,キャベツ,29,168,4872
2026-04-21,S037,白菜,41,167,6847
2026-04-04,S037,キャベツ,14,207,2898
2026-04-07,S037,レタス,45,214,9630
2026-04-25,S037,にんじん,39,124,4836
2026-04-07,S037,きゅうり,14,82,1148
2026-04-22,S037,ピーマン,1,113,113
2026-04-27,S037,きゅうり,2,89,178
2026-04-10,S037,大根,8,154,1232
2026-04-16,S037,ナス,30,146,4380
2026-04-14,S037,きゅうり,23,104,2392
2026-04-14,S037,大根,49,131,6419
2026-04-04,S037,にんじん,30,127,3810
2026-04-12,S037,にんじん,36,138,4968
2026-04-06,S037,大根,28,134,3752
